Numberofinstances,Numberoffeatures,Numberofclasses,Datasetdimensionality,Meanabsolutelinearcorrelationcoefficientofallpossiblepairsoffeatures,Meanskewness,Meankurtosis,Normalizedclassentropy,Meannormalizedfeatureentropy,Meanmutualinformationofclassandattribute,Maximummutualinformation,Equivalentnumberoffeatures,Noise-signalratio,Meanstandarddeviation,Meancoefficientofvariation,pruneddevattr,pruneddevbranch,pruneddevlevel,pruneddevheight,prunedleavesnumber,prunedmaxattr,prunedmaxbranch,prunedmaxlevel,prunedmeanattr,prunedmeanbranch,prunedmeanlevel,prunedminattr,prunedminbranch,prunednodenumber,prunedwidth,pruneddevclass,prunedmaxclass,prunedminclass,prunedmeanclass,unpruneddevattr,unpruneddevbranch,unpruneddevlevel,unprunedheight,unprunedleavesnumber,unprunedmaxattr,unprunedmaxbranch,unprunedmaxlevel,unprunedmeanattr,unprunedmeanbranch,unprunedmeanlevel,unprunedminattr,unprunedminbranch,unprunednodenumber,unprunedwidth,unpruneddevclass,unprunedmaxclass,unprunedminclass,unprunedmeanclass,class
470.000000,16.000000,2.000000,29.375000,0.024310,3.634659,39.545064,0.068402,0.002746,0.016781,0.016781,36.181843,0.452783,1.615240,3.750436,0.104083,0.552771,0.288675,3.000000,4.000000,1.000000,3.000000,1.000000,0.187500,2.250000,0.750000,0.000000,1.000000,7.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.520683,0.397334,0.583791,12.000000,45.000000,6.000000,12.000000,7.000000,2.750000,7.688889,3.384615,0.000000,2.000000,89.000000,14.000000,12.020815,31.000000,14.000000,22.500000,2
403.000000,5.000000,5.000000,80.600000,0.093672,0.391011,2.227195,0.236532,0.091254,1.643149,1.322912,1.245841,-0.519355,0.239413,0.584587,1.204159,0.417293,0.400892,7.000000,14.000000,6.000000,7.000000,3.000000,2.600000,4.428571,1.625000,0.000000,2.000000,27.000000,6.000000,0.961769,6.000000,1.000000,2.800000,1.565248,0.328102,0.550973,7.000000,18.000000,8.000000,7.000000,4.000000,3.400000,4.777778,2.125000,0.000000,2.000000,35.000000,8.000000,0.974679,7.000000,2.000000,3.600000,4
569.000000,30.000000,2.000000,18.966667,0.370354,1.735815,10.735706,0.104087,0.143741,9.317996,0.685044,0.102236,-0.858815,34.874033,0.486451,0.125282,0.414739,0.388322,6.000000,13.000000,2.000000,6.000000,3.000000,0.400000,4.307692,1.714286,0.000000,2.000000,25.000000,6.000000,0.707107,7.000000,6.000000,6.500000,0.135613,0.347978,0.471405,6.000000,15.000000,2.000000,6.000000,3.000000,0.466667,4.466667,2.000000,0.000000,2.000000,29.000000,6.000000,0.707107,8.000000,7.000000,7.500000,3
440.000000,7.000000,3.000000,62.857143,0.252704,4.506695,45.370317,0.128422,0.000000,0.000000,0.000000,Infinity,-1.0,5989.463687,1.435092,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408248,1.000000,0.000000,0.333333,0.281718,0.796819,0.154303,6.000000,7.000000,2.000000,6.000000,1.000000,0.857143,3.857143,0.857143,0.000000,1.000000,13.000000,2.000000,2.273030,6.000000,0.000000,2.333333,3
200.000000,13.000000,5.000000,15.384615,0.070764,0.501973,12.141559,0.284483,0.000000,0.000000,0.000000,Infinity,-1.0,6.331018,0.522186,0.867258,0.410240,0.636329,12.000000,50.000000,12.000000,12.000000,7.000000,3.769231,8.720000,3.769231,0.000000,2.000000,99.000000,14.000000,2.061553,13.000000,3.000000,10.000000,0.885544,0.409884,0.617099,13.000000,54.000000,12.000000,13.000000,7.000000,4.076923,9.037037,3.785714,0.000000,2.000000,107.000000,14.000000,2.534758,16.000000,3.000000,10.800000,3
123.000000,12.000000,5.000000,10.250000,0.064589,0.148829,5.817531,0.284608,0.000000,0.000000,0.000000,Infinity,-1.0,4.319404,0.374630,0.702220,0.309832,0.740370,9.000000,35.000000,8.000000,9.000000,6.000000,2.833333,6.171429,3.400000,0.000000,3.000000,69.000000,12.000000,2.893959,14.000000,1.000000,7.000000,0.732463,0.326147,0.707107,9.000000,36.000000,8.000000,9.000000,6.000000,2.916667,6.361111,3.500000,0.000000,3.000000,71.000000,12.000000,2.966479,14.000000,1.000000,7.200000,1
88.000000,90.000000,4.000000,0.977778,0.167401,-0.206190,13.708738,0.298596,0.219069,53.795694,1.018922,0.035853,-0.973696,117.694890,15.797581,0.035708,0.409758,0.374166,5.000000,10.000000,2.000000,5.000000,2.000000,0.100000,3.800000,1.500000,0.000000,2.000000,19.000000,4.000000,0.577350,3.000000,1.000000,2.500000,0.035708,0.409758,0.374166,5.000000,10.000000,2.000000,5.000000,2.000000,0.100000,3.800000,1.500000,0.000000,2.000000,19.000000,4.000000,0.577350,3.000000,1.000000,2.500000,1
47.000000,90.000000,5.000000,0.522222,0.041899,0.070980,7.222899,0.380467,0.018102,5.453902,1.109356,0.387491,-0.981564,18.778003,11.038794,0.026589,0.454257,0.418330,4.000000,7.000000,1.000000,4.000000,2.000000,0.066667,3.285714,1.200000,0.000000,1.000000,13.000000,4.000000,0.273861,2.000000,1.000000,1.400000,0.026589,0.454257,0.418330,4.000000,7.000000,1.000000,4.000000,2.000000,0.066667,3.285714,1.200000,0.000000,1.000000,13.000000,4.000000,0.273861,2.000000,1.000000,1.400000,2
47.000000,90.000000,4.000000,0.522222,0.041899,0.070980,7.222899,0.316930,0.019896,4.945934,0.831853,0.355932,-0.977656,18.778003,11.038794,0.028548,0.492287,0.336650,5.000000,8.000000,1.000000,5.000000,2.000000,0.077778,3.625000,1.166667,0.000000,1.000000,15.000000,4.000000,0.666667,3.000000,1.000000,2.000000,0.028548,0.492287,0.336650,5.000000,8.000000,1.000000,5.000000,2.000000,0.077778,3.625000,1.166667,0.000000,1.000000,15.000000,4.000000,0.666667,3.000000,1.000000,2.000000,2
117.000000,90.000000,3.000000,1.300000,0.075538,-1.235847,27.917568,0.195713,0.211043,35.376056,0.597987,0.038009,-0.959013,143.284741,-59.782602,0.030335,0.728869,0.202031,7.000000,9.000000,1.000000,7.000000,2.000000,0.088889,4.333333,1.000000,0.000000,1.000000,17.000000,4.000000,0.000000,3.000000,3.000000,3.000000,0.030335,0.728869,0.202031,7.000000,9.000000,1.000000,7.000000,2.000000,0.088889,4.333333,1.000000,0.000000,1.000000,17.000000,4.000000,0.000000,3.000000,3.000000,3.000000,2
164.000000,90.000000,5.000000,1.822222,0.071535,-1.436915,35.152256,0.305557,0.133393,31.172241,0.819943,0.072120,-0.968515,125.454606,5.408056,0.050749,0.322937,0.562429,7.000000,19.000000,2.000000,7.000000,4.000000,0.200000,4.894737,2.250000,0.000000,2.000000,37.000000,8.000000,1.387444,8.000000,1.000000,3.800000,0.050749,0.322937,0.562429,7.000000,19.000000,2.000000,7.000000,4.000000,0.200000,4.894737,2.250000,0.000000,2.000000,37.000000,8.000000,1.387444,8.000000,1.000000,3.800000,3
310.000000,6.000000,3.000000,51.666667,0.312362,1.116255,10.044195,0.180261,0.138962,2.188635,0.833801,0.681640,-0.474528,18.320116,0.510246,0.867948,0.616575,0.281215,7.000000,12.000000,5.000000,7.000000,2.000000,1.833333,5.000000,1.375000,0.000000,1.000000,23.000000,4.000000,1.414214,6.000000,2.000000,4.000000,0.996661,0.503999,0.346263,7.000000,14.000000,6.000000,7.000000,3.000000,2.166667,5.071429,1.625000,0.000000,1.000000,27.000000,6.000000,1.779513,7.000000,2.000000,4.666667,5
310.000000,6.000000,2.000000,51.666667,0.312362,1.116255,10.044195,0.109612,0.107148,0.806646,0.339428,1.124615,0.099333,18.320116,0.510246,0.244949,0.651683,0.242226,7.000000,10.000000,2.000000,7.000000,2.000000,1.500000,4.600000,1.125000,1.000000,1.000000,19.000000,4.000000,0.000000,5.000000,5.000000,5.000000,0.365148,0.613485,0.267261,7.000000,11.000000,3.000000,7.000000,2.000000,1.666667,4.818182,1.250000,1.000000,1.000000,21.000000,4.000000,0.707107,6.000000,5.000000,5.500000,3
5456.000000,2.000000,4.000000,2728.000000,-0.028617,3.380873,23.899733,0.138125,0.233729,1.958182,1.111465,0.875625,0.481695,0.484602,0.494242,0.707107,0.552771,0.288675,3.000000,4.000000,2.000000,3.000000,1.000000,1.500000,2.250000,0.750000,1.000000,1.000000,7.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.707107,0.552771,0.288675,3.000000,4.000000,2.000000,3.000000,1.000000,1.500000,2.250000,0.750000,1.000000,1.000000,7.000000,2.000000,0.000000,1.000000,1.000000,1.000000,3
5456.000000,4.000000,4.000000,1364.000000,-0.043447,2.535697,15.343079,0.138125,0.279372,2.776953,1.111465,0.617451,0.248858,0.588340,0.483125,0.552771,0.552771,0.288675,3.000000,4.000000,2.000000,3.000000,1.000000,0.750000,2.250000,0.750000,0.000000,1.000000,7.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.552771,0.552771,0.288675,3.000000,4.000000,2.000000,3.000000,1.000000,0.750000,2.250000,0.750000,0.000000,1.000000,7.000000,2.000000,0.000000,1.000000,1.000000,1.000000,3
3252.000000,3.000000,5.000000,1084.000000,0.020131,0.549755,3.015634,0.053702,0.110377,0.282721,0.251414,2.216141,3.554980,195.404168,0.451393,6.964194,0.184207,2.033901,12.000000,103.000000,45.000000,12.000000,19.000000,34.000000,8.097087,7.846154,26.000000,2.000000,205.000000,38.000000,3.946517,34.000000,13.000000,20.600000,6.570134,0.184796,2.111535,13.000000,120.000000,50.000000,13.000000,22.000000,39.666667,8.558333,8.500000,32.000000,2.000000,239.000000,44.000000,5.279678,42.000000,15.000000,24.000000,1
1623.000000,3.000000,5.000000,541.000000,0.019149,0.542907,2.990637,0.059442,0.063929,0.250669,0.234955,2.528892,1.719789,194.821336,0.452178,3.341656,0.430478,0.600085,13.000000,39.000000,18.000000,13.000000,7.000000,12.666667,7.564103,2.714286,9.000000,1.000000,77.000000,14.000000,1.193734,12.000000,6.000000,7.800000,3.559026,0.393939,0.642270,13.000000,45.000000,20.000000,13.000000,8.000000,14.666667,7.888889,3.142857,10.000000,1.000000,89.000000,16.000000,1.274755,12.000000,6.000000,9.000000,4
1521.000000,3.000000,5.000000,507.000000,0.024962,0.527677,2.920254,0.063059,0.067235,0.260704,0.244035,2.556862,1.726194,194.890759,0.451712,4.813176,0.466238,0.496820,13.000000,41.000000,21.000000,13.000000,6.000000,13.333333,8.170732,2.857143,8.000000,1.000000,81.000000,12.000000,1.474788,13.000000,5.000000,8.200000,4.708149,0.374799,0.755090,13.000000,54.000000,25.000000,13.000000,9.000000,17.666667,7.629630,3.785714,12.000000,2.000000,107.000000,18.000000,2.701851,20.000000,6.000000,10.800000,1
1515.000000,3.000000,5.000000,505.000000,0.015396,0.506737,2.853268,0.062618,0.062215,0.227423,0.209560,2.908970,1.890234,194.587102,0.450396,3.628590,0.310344,0.816868,10.000000,39.000000,17.000000,10.000000,8.000000,12.666667,6.846154,3.454545,7.000000,1.000000,77.000000,16.000000,1.294218,12.000000,5.000000,7.800000,3.628590,0.310344,0.816868,10.000000,39.000000,17.000000,10.000000,8.000000,12.666667,6.846154,3.454545,7.000000,1.000000,77.000000,16.000000,1.294218,12.000000,5.000000,7.800000,1
10176.000000,3.000000,5.000000,3392.000000,0.010497,0.546305,5.199723,0.022144,0.020616,0.091465,0.091465,3.223082,2.000676,191.823856,0.419241,3.188521,0.309611,0.934272,12.000000,51.000000,21.000000,12.000000,10.000000,16.666667,7.647059,3.846154,12.000000,1.000000,101.000000,20.000000,3.380089,17.000000,1.000000,10.200000,3.559026,0.352022,0.838880,13.000000,56.000000,23.000000,13.000000,10.000000,18.333333,8.142857,3.928571,13.000000,1.000000,111.000000,20.000000,3.612478,19.000000,1.000000,11.200000,4
10668.000000,3.000000,5.000000,3556.000000,0.009288,0.530326,5.095886,0.021103,0.021317,0.085566,0.085566,3.300080,2.333692,191.713623,0.418644,2.449490,0.273126,1.064064,11.000000,55.000000,20.000000,11.000000,10.000000,18.000000,7.836364,4.500000,14.000000,1.000000,109.000000,20.000000,3.181981,17.000000,2.000000,11.000000,1.779513,0.251221,1.245377,11.000000,63.000000,23.000000,11.000000,12.000000,20.666667,8.079365,5.166667,18.000000,1.000000,125.000000,24.000000,3.718198,20.000000,2.000000,12.600000,4
10386.000000,3.000000,5.000000,3462.000000,0.007697,0.519112,4.965279,0.021497,0.028778,0.086293,0.086293,3.323885,3.449641,191.623108,0.419430,6.416126,0.344778,0.764213,11.000000,41.000000,23.000000,11.000000,7.000000,13.333333,7.463415,3.333333,5.000000,1.000000,81.000000,14.000000,3.090307,14.000000,0.000000,8.200000,8.727352,0.278203,1.188501,11.000000,56.000000,32.000000,11.000000,12.000000,18.333333,8.125000,4.583333,8.000000,1.000000,111.000000,24.000000,4.189272,20.000000,1.000000,11.200000,4
10190.000000,3.000000,5.000000,3396.666667,0.010805,0.530781,5.025602,0.022116,0.020578,0.090234,0.090234,3.263421,2.036515,191.628628,0.419815,1.080123,0.423972,0.553174,13.000000,45.000000,16.000000,13.000000,7.000000,14.666667,8.000000,3.142857,13.000000,1.000000,89.000000,14.000000,2.761340,15.000000,1.000000,9.000000,0.707107,0.361907,0.728597,13.000000,55.000000,19.000000,13.000000,9.000000,18.000000,8.236364,3.857143,17.000000,1.000000,109.000000,18.000000,3.335416,18.000000,1.000000,11.000000,3
9989.000000,3.000000,5.000000,3329.666667,0.009878,0.544731,5.218669,0.022755,0.018943,0.091746,0.091746,3.295225,1.743226,191.533856,0.418790,1.779513,0.400047,0.610212,13.000000,44.000000,17.000000,13.000000,7.000000,14.333333,8.045455,3.071429,12.000000,1.000000,87.000000,14.000000,3.595136,17.000000,0.000000,8.800000,1.632993,0.313655,0.869313,13.000000,59.000000,22.000000,13.000000,9.000000,19.333333,8.186441,4.142857,18.000000,1.000000,117.000000,18.000000,4.560702,22.000000,0.000000,11.800000,2
10130.000000,3.000000,5.000000,3376.666667,0.009219,0.539460,5.166951,0.022184,0.021021,0.090602,0.090602,3.258089,2.087284,191.681954,0.418886,2.041241,0.564960,0.402864,13.000000,35.000000,13.000000,13.000000,5.000000,11.333333,8.171429,2.428571,8.000000,1.000000,69.000000,10.000000,2.783882,14.000000,0.000000,7.000000,3.741657,0.414556,0.604406,14.000000,52.000000,21.000000,14.000000,7.000000,17.000000,8.500000,3.400000,11.000000,1.000000,103.000000,14.000000,4.309872,19.000000,0.000000,10.400000,2
8753.000000,3.000000,5.000000,2917.666667,-0.005132,0.411809,2.673933,0.031305,0.037140,0.070571,0.070571,5.809208,5.891830,192.060253,0.447084,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.223607,1.000000,0.000000,0.200000,0.707107,0.410856,0.567133,13.000000,46.000000,16.000000,13.000000,6.000000,15.000000,7.782609,3.214286,14.000000,2.000000,91.000000,12.000000,4.655642,24.000000,0.000000,9.200000,6
9172.000000,3.000000,5.000000,3057.333333,-0.007104,0.407995,2.674070,0.030732,0.033293,0.071231,0.071231,5.678994,5.152406,192.238915,0.445567,2.121320,0.484676,0.435985,11.000000,31.000000,13.000000,11.000000,4.000000,10.000000,7.774194,2.500000,7.000000,1.000000,61.000000,8.000000,2.484955,14.000000,1.000000,6.200000,4.143268,0.381915,0.662648,12.000000,47.000000,22.000000,12.000000,6.000000,15.333333,8.170213,3.538462,11.000000,1.000000,93.000000,12.000000,4.396021,24.000000,2.000000,9.400000,4
9285.000000,3.000000,5.000000,3095.000000,-0.007546,0.419053,2.708046,0.031018,0.032180,0.076841,0.076841,5.320609,4.519890,192.516442,0.444936,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.223607,1.000000,0.000000,0.200000,1.080123,0.389710,0.548848,9.000000,27.000000,10.000000,9.000000,5.000000,8.666667,6.444444,2.600000,7.000000,1.000000,53.000000,10.000000,3.290137,17.000000,1.000000,5.400000,1
8654.000000,3.000000,5.000000,2884.666667,-0.003581,0.415704,2.685053,0.031806,0.036145,0.073707,0.073707,5.643899,5.413863,192.122647,0.447670,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.223607,1.000000,0.000000,0.200000,1.471960,0.351118,0.684902,10.000000,33.000000,13.000000,10.000000,7.000000,10.666667,6.848485,2.909091,9.000000,1.000000,65.000000,14.000000,3.718198,19.000000,1.000000,6.600000,4
1183.000000,3.000000,5.000000,394.333333,0.006334,0.411222,2.660245,0.055537,0.020694,0.092782,0.092782,6.110407,1.276806,188.418640,0.432225,1.632993,0.613344,0.281091,9.000000,15.000000,6.000000,9.000000,3.000000,4.666667,5.466667,1.400000,2.000000,1.000000,29.000000,6.000000,0.866025,6.000000,2.000000,3.000000,0.816497,0.550317,0.322031,9.000000,17.000000,6.000000,9.000000,3.000000,5.333333,5.705882,1.600000,4.000000,1.000000,33.000000,6.000000,1.095445,7.000000,2.000000,3.400000,2
1080.000000,3.000000,5.000000,360.000000,-0.003337,0.361372,2.483449,0.057931,0.023758,0.096218,0.096218,6.067073,1.488127,189.483085,0.436230,2.273030,0.447556,0.525874,9.000000,27.000000,11.000000,9.000000,5.000000,8.666667,6.851852,2.600000,5.000000,1.000000,53.000000,10.000000,2.079663,12.000000,2.000000,5.400000,2.273030,0.447556,0.525874,9.000000,27.000000,11.000000,9.000000,5.000000,8.666667,6.851852,2.600000,5.000000,1.000000,53.000000,10.000000,2.079663,12.000000,2.000000,5.400000,2
1277.000000,3.000000,5.000000,425.666667,-0.007158,0.431284,2.773649,0.054445,0.049219,0.146587,0.146587,3.832492,2.464598,188.987643,0.428928,0.707107,0.548848,0.388322,6.000000,10.000000,4.000000,6.000000,3.000000,3.000000,4.400000,1.285714,2.000000,1.000000,19.000000,6.000000,0.707107,4.000000,0.000000,2.000000,0.408248,0.572695,0.311805,8.000000,14.000000,5.000000,8.000000,3.000000,4.333333,5.428571,1.444444,4.000000,1.000000,27.000000,6.000000,1.083974,6.000000,0.000000,2.800000,4
1252.000000,3.000000,5.000000,417.333333,0.005441,0.443845,2.724716,0.055884,0.022945,0.112053,0.112053,5.131880,1.107048,191.088934,0.438448,1.471960,0.393534,0.533594,8.000000,23.000000,9.000000,8.000000,4.000000,7.333333,5.956522,2.444444,5.000000,1.000000,45.000000,8.000000,1.890767,11.000000,1.000000,4.600000,2.041241,0.420403,0.527046,9.000000,26.000000,10.000000,9.000000,5.000000,8.333333,6.538462,2.500000,5.000000,1.000000,51.000000,10.000000,2.043282,12.000000,1.000000,5.200000,3
1112.000000,3.000000,5.000000,370.666667,0.011375,0.398716,2.545182,0.059427,0.023214,0.092456,0.092456,6.504107,1.540661,188.489937,0.435906,1.414214,0.537695,0.359292,10.000000,22.000000,9.000000,10.000000,4.000000,7.000000,6.500000,1.909091,5.000000,1.000000,43.000000,8.000000,1.604681,10.000000,2.000000,4.400000,2.160247,0.439794,0.469453,11.000000,33.000000,14.000000,11.000000,5.000000,10.666667,6.757576,2.666667,8.000000,2.000000,65.000000,10.000000,3.053686,17.000000,2.000000,6.600000,1
1000.000000,20.000000,2.000000,50.000000,0.001885,0.149602,1.280909,0.082807,0.023335,0.061304,0.014702,13.461297,2.793422,0.485565,1.107617,0.390149,0.297931,0.904153,11.000000,50.000000,7.000000,11.000000,9.000000,2.450000,7.240000,4.083333,1.000000,2.000000,99.000000,18.000000,1.414214,26.000000,24.000000,25.000000,0.766689,0.132474,3.211120,11.000000,147.000000,13.000000,11.000000,30.000000,7.300000,8.163265,12.166667,1.000000,4.000000,293.000000,60.000000,23.334524,90.000000,57.000000,73.500000,2
750.000000,40.000000,8.000000,18.750000,0.001165,-0.019652,2.150369,0.302977,0.000000,0.000000,0.000000,Infinity,-1.0,1244.132312,0.288723,0.521324,0.473860,0.805183,32.000000,186.000000,18.000000,32.000000,18.000000,4.625000,15.994624,5.606061,1.000000,2.000000,371.000000,36.000000,2.455730,35.000000,15.000000,23.250000,0.520709,0.466964,0.817873,32.000000,189.000000,18.000000,32.000000,18.000000,4.700000,15.984127,5.696970,1.000000,2.000000,377.000000,36.000000,2.625911,36.000000,15.000000,23.625000,4
400.000000,40.000000,8.000000,10.000000,-0.000233,-0.038294,2.149000,0.320340,0.004399,0.234314,0.234314,11.817349,-0.837718,1273.424139,0.287439,0.309716,0.431192,0.676103,18.000000,83.000000,10.000000,18.000000,10.000000,2.050000,9.265060,4.315789,0.000000,3.000000,165.000000,20.000000,1.883738,22.000000,6.000000,10.375000,0.319845,0.422845,0.721435,18.000000,85.000000,10.000000,18.000000,11.000000,2.100000,9.200000,4.421053,0.000000,3.000000,169.000000,22.000000,1.839892,22.000000,7.000000,10.625000,4
1100.000000,12.000000,5.000000,91.666667,0.007998,0.247567,1.672415,0.225734,0.041013,0.252506,0.078019,9.032093,0.641030,140.308274,0.775451,2.746398,0.127110,4.071888,14.000000,249.000000,33.000000,14.000000,45.000000,20.666667,9.212851,16.533333,5.000000,4.000000,497.000000,90.000000,8.287038,68.000000,32.000000,49.800000,3.149183,0.124928,4.349202,15.000000,289.000000,39.000000,15.000000,46.000000,24.000000,9.577855,18.000000,5.000000,4.000000,577.000000,92.000000,10.139033,81.000000,37.000000,57.800000,2
700.000000,12.000000,3.000000,58.333333,0.018326,0.234568,1.864297,0.167430,0.017473,0.221215,0.186299,7.153294,-0.253492,134.221281,0.790647,1.414944,0.271607,1.284848,15.000000,118.000000,17.000000,15.000000,17.000000,9.750000,9.618644,7.312500,3.000000,3.000000,235.000000,34.000000,6.096447,47.000000,30.000000,39.333333,1.547236,0.236783,1.638088,15.000000,143.000000,19.000000,15.000000,20.000000,11.833333,9.804196,8.875000,4.000000,3.000000,285.000000,40.000000,7.820912,58.000000,36.000000,47.666667,4
500.000000,12.000000,5.000000,41.666667,-0.012175,0.290913,1.967110,0.239597,0.032381,0.167737,0.084329,12.806775,0.730802,141.897788,0.808710,0.986130,0.180665,1.803730,11.000000,83.000000,13.000000,11.000000,17.000000,6.833333,7.301205,6.833333,3.000000,4.000000,165.000000,34.000000,2.489980,24.000000,10.000000,16.600000,0.973477,0.163106,2.297441,11.000000,113.000000,15.000000,11.000000,23.000000,9.333333,7.805310,9.333333,4.000000,4.000000,225.000000,46.000000,4.494441,36.000000,11.000000,22.600000,2
4177.000000,8.000000,3.000000,522.125000,0.661148,0.530363,12.451949,0.131687,0.218315,2.659226,0.420049,0.595648,-0.012514,0.255541,0.493992,5.098769,0.156678,3.601178,18.000000,364.000000,69.000000,18.000000,42.000000,45.375000,11.120879,19.105263,27.000000,4.000000,727.000000,84.000000,22.386752,143.000000,85.000000,121.333333,5.580579,0.145963,4.219989,19.000000,433.000000,75.000000,19.000000,53.000000,54.000000,11.521940,21.600000,33.000000,3.000000,865.000000,106.000000,22.252341,163.000000,108.000000,144.333333,3
106.000000,9.000000,4.000000,11.777778,0.017164,0.018073,1.807715,0.272575,0.084067,1.401203,0.443642,1.308779,-0.596351,29.586922,0.573954,0.543267,0.401123,0.471104,7.000000,18.000000,5.000000,7.000000,4.000000,1.888889,5.166667,2.125000,0.000000,2.000000,35.000000,8.000000,1.000000,7.000000,3.000000,4.500000,0.543267,0.401123,0.471104,7.000000,18.000000,5.000000,7.000000,4.000000,1.888889,5.166667,2.125000,0.000000,2.000000,35.000000,8.000000,1.000000,7.000000,3.000000,4.500000,1
64.000000,229.000000,2.000000,0.279476,-0.000668,6.817904,50.366233,0.165608,0.004185,1.318871,0.288564,0.753410,-0.980962,0.151622,6.975993,0.010602,0.796819,0.154303,6.000000,7.000000,1.000000,6.000000,1.000000,0.026201,3.857143,0.857143,0.000000,1.000000,13.000000,2.000000,3.535534,6.000000,1.000000,3.500000,0.010602,0.796819,0.154303,6.000000,7.000000,1.000000,6.000000,1.000000,0.026201,3.857143,0.857143,0.000000,1.000000,13.000000,2.000000,3.535534,6.000000,1.000000,3.500000,2
64.000000,242.000000,2.000000,0.264463,-0.000711,6.883474,50.982947,0.165608,0.004246,1.347731,0.226890,0.737277,-0.981097,0.149015,7.038250,0.010037,0.796819,0.154303,6.000000,7.000000,1.000000,6.000000,1.000000,0.024793,3.857143,0.857143,0.000000,1.000000,13.000000,2.000000,2.121320,5.000000,2.000000,3.500000,0.012848,1.004535,0.095346,10.000000,11.000000,1.000000,10.000000,1.000000,0.041322,5.909091,0.909091,0.000000,1.000000,21.000000,2.000000,0.707107,6.000000,5.000000,5.500000,4
294.000000,13.000000,5.000000,22.615385,0.059759,-0.621787,29.849174,0.200054,0.051607,1.189149,0.285576,1.379454,-0.644149,12.588165,-0.032645,0.593771,0.560594,0.341544,13.000000,31.000000,7.000000,13.000000,4.000000,2.307692,7.193548,2.142857,0.000000,2.000000,61.000000,8.000000,0.418330,7.000000,5.000000,6.200000,0.734527,0.385929,0.612631,13.000000,51.000000,9.000000,13.000000,6.000000,3.846154,7.588235,3.571429,0.000000,3.000000,101.000000,12.000000,2.631539,19.000000,6.000000,10.200000,4
862.000000,2.000000,2.000000,431.000000,-0.058196,0.022343,1.830511,0.096338,0.203230,0.457640,0.286799,2.052790,3.330498,0.550218,75.798111,0.000000,0.317967,0.563436,6.000000,17.000000,8.000000,6.000000,4.000000,8.000000,4.647059,2.285714,8.000000,2.000000,33.000000,8.000000,0.707107,9.000000,8.000000,8.500000,0.707107,0.390191,0.425585,7.000000,18.000000,9.000000,7.000000,3.000000,8.500000,5.000000,2.125000,8.000000,2.000000,35.000000,6.000000,1.414214,10.000000,8.000000,9.000000,1
1000.000000,24.000000,2.000000,41.666667,0.009160,1.040728,6.858668,0.088432,0.053395,0.300846,0.087213,2.929374,0.768754,0.628587,0.503988,0.506962,0.572674,0.526123,24.000000,84.000000,11.000000,24.000000,9.000000,3.458333,10.357143,3.320000,0.000000,3.000000,167.000000,18.000000,5.656854,46.000000,38.000000,42.000000,0.719474,0.384089,0.936245,25.000000,155.000000,13.000000,25.000000,13.000000,6.416667,11.245161,5.923077,1.000000,3.000000,309.000000,26.000000,13.435029,87.000000,68.000000,77.500000,2
270.000000,13.000000,2.000000,20.769231,0.078046,0.424587,3.090884,0.122706,0.091115,1.186833,0.203030,0.835060,-0.379928,0.622770,3.227466,0.273471,0.347728,0.550973,7.000000,18.000000,3.000000,7.000000,4.000000,1.307692,4.944444,2.125000,0.000000,2.000000,35.000000,8.000000,1.414214,10.000000,8.000000,9.000000,0.320256,0.298863,0.720082,9.000000,31.000000,4.000000,9.000000,6.000000,2.307692,5.709677,3.000000,0.000000,3.000000,61.000000,12.000000,2.121320,17.000000,14.000000,15.500000,1
267.000000,44.000000,2.000000,6.068182,0.286589,-1.753782,8.101001,0.091028,0.068404,2.027948,0.155095,0.361820,-0.728109,9.662377,0.152606,0.095629,0.912610,0.149071,15.000000,21.000000,2.000000,15.000000,2.000000,0.454545,8.428571,1.250000,0.000000,1.000000,41.000000,4.000000,4.949747,14.000000,7.000000,10.500000,0.095629,0.912610,0.149071,15.000000,21.000000,2.000000,15.000000,2.000000,0.454545,8.428571,1.250000,0.000000,1.000000,41.000000,4.000000,4.949747,14.000000,7.000000,10.500000,6
32.000000,56.000000,3.000000,0.571429,0.013986,0.159289,4.250037,0.313410,0.023582,2.476357,0.442446,0.632806,-0.952387,0.565472,1.008516,0.038798,0.730297,0.182574,5.000000,6.000000,1.000000,5.000000,1.000000,0.089286,3.333333,0.833333,0.000000,1.000000,11.000000,2.000000,0.707107,3.000000,1.000000,2.000000,0.044998,0.855653,0.133631,7.000000,8.000000,1.000000,7.000000,1.000000,0.125000,4.375000,0.875000,0.000000,1.000000,15.000000,2.000000,0.408248,3.000000,2.000000,2.666667,3
