@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute class {class_0,class_1}

@data
180,503,136,5,62,48,83,10,3423,970,20,408,303,414,1,1,0,7,65,258,8,725,0,class_1
188,279,64,0,31,26,30,1,279,64,0,31,26,30,1,1,5,23,107,205,16,75,5,class_1
196,484,127,20,66,65,67,7,3006,844,116,436,458,377,1,0,4,1,1231,80,7,1183.333,4,class_1
194,431,127,8,77,45,58,2,667,187,9,117,64,88,1,0,14,12,283,8,3,202.5,14,class_1
195,199,52,9,26,28,21,6,805,191,30,113,119,87,1,1,10,17,235,22,5,265,10,class_1
189,327,84,22,53,62,38,10,4273,1123,212,577,700,334,0,0,7,10,483,48,6,800,16,class_1
200,166,34,0,20,13,17,1,166,34,0,20,13,17,1,0,13,23,64,119,9,90,13,class_1
208,216,54,2,27,25,33,1,216,54,2,27,25,33,1,1,19,2,317,36,1,75,19,class_1
209,243,53,4,18,26,27,4,853,228,23,101,110,76,1,0,17,19,107,3,3,1000,17,class_1
211,209,56,12,22,36,19,2,216,58,12,24,37,19,1,0,17,17,201,6,3,90,17,class_1
201,407,93,8,47,30,30,2,969,230,14,121,69,68,1,1,10,23,172,317,25,150,10,class_1
212,490,148,14,64,78,49,13,3400,1000,113,445,491,301,0,0,14,14,0,0,0,700,16,class_1
213,209,59,6,20,37,27,4,884,209,14,66,106,92,1,0,13,10,415,35,3,286.667,13,class_1
216,303,71,3,18,30,36,3,344,76,3,20,36,45,1,0,21,10,468,47,6,100,17,class_1
217,330,77,19,47,53,27,6,1928,516,90,247,288,161,1,1,10,21,149,8,6,670,10,class_1
219,20,1,0,0,0,0,2,41,9,2,6,7,4,1,0,16,7,78,220,6,2127.333,16,class_1
220,374,94,5,36,26,62,7,1968,519,26,181,199,288,1,1,10,10,756,64,15,875,10,class_1
222,299,75,6,38,23,26,3,580,160,8,71,33,44,1,0,16,12,212,1,2,140,16,class_1
223,576,167,8,89,49,57,4,822,232,19,132,83,79,1,0,13,12,325,12,8,210,13,class_1
224,381,110,9,61,45,32,7,3015,834,40,451,249,168,1,0,14,19,228,7,5,800,14,class_1
204,288,76,7,34,37,15,4,1644,408,16,198,120,113,1,1,18,19,203,3,3,240,18,class_1
225,330,76,12,35,41,47,4,1367,326,55,167,198,167,1,1,5,1,512,30,5,1000,5,class_1
227,359,84,4,46,27,21,12,4992,1257,37,699,386,387,1,1,0,21,151,8,5,120,0,class_1
229,514,144,0,67,54,79,9,4739,1169,13,583,374,528,1,0,21,23,229,453,15,1940,21,class_1
230,359,80,15,45,48,63,7,1493,359,61,176,202,175,1,1,0,10,682,93,13,700,0,class_1
238,313,83,9,43,41,30,14,5885,1543,104,751,714,535,1,1,8,7,58,141,23,450,8,class_1
236,237,52,0,15,25,30,24,14053,4256,160,2165,1314,1566,1,1,5,1,523,43,6,750,5,class_1
239,309,72,0,33,31,26,5,354,82,0,41,32,26,1,0,17,23,117,269,12,130,17,class_1
244,186,44,7,28,16,11,1,186,44,7,28,16,11,1,1,19,19,99,3,1,140,19,class_1
265,523,135,8,52,44,52,9,3368,895,39,377,284,296,1,1,5,4,367,475,19,750,5,class_1
240,496,119,8,57,33,21,7,3358,882,36,365,280,165,1,1,0,22,155,371,29,875,0,class_1
267,126,27,3,8,10,5,4,239,49,3,16,13,14,1,0,17,16,190,2,9,190,17,class_1
266,275,68,5,42,42,61,6,961,238,16,128,104,172,1,0,16,19,181,3,2,191,16,class_1
271,627,178,14,68,76,46,6,3146,902,74,494,345,242,1,0,4,4,309,492,5,740,4,class_1
241,394,86,1,38,28,36,4,1089,267,3,94,71,76,1,0,14,23,203,369,16,250,14,class_1
255,208,57,8,32,25,18,3,653,170,17,98,54,62,1,0,16,7,42,94,13,140,16,class_1
260,549,149,7,73,47,42,1,549,149,7,73,47,42,1,1,19,4,255,450,17,140,19,class_1
247,303,84,4,35,32,23,2,312,87,4,39,32,23,1,1,10,12,179,5,3,286.667,10,class_1
275,522,140,16,73,77,60,4,730,185,22,93,106,86,1,0,17,1,1320,166,17,200,17,class_1
274,581,145,17,66,68,21,2,831,210,21,106,86,40,1,0,4,23,320,465,32,155,4,class_1
279,557,142,21,58,81,23,18,8759,2583,271,1138,1299,478,1,1,18,1,1160,53,7,1450,18,class_1
280,439,96,0,44,36,65,4,711,148,1,68,56,99,1,0,16,23,229,406,22,150,16,class_1
282,633,210,6,91,56,59,6,3070,872,19,420,230,274,1,1,10,4,367,432,16,90,10,class_1
288,368,103,3,48,28,54,8,1897,493,9,207,162,198,1,1,18,4,209,246,3,326.667,18,class_1
298,263,70,1,26,23,30,4,888,220,9,83,82,86,1,0,13,24,81,147,4,250,13,class_1
305,642,211,14,107,59,52,5,2364,770,27,352,230,193,1,1,18,21,337,19,4,740,18,class_1
301,559,141,2,48,61,73,8,3162,874,16,421,349,359,1,0,21,4,352,414,9,925,21,class_1
294,205,43,2,24,17,20,7,854,219,12,105,99,71,1,0,21,19,131,6,1,286.667,21,class_1
306,510,147,10,56,52,53,7,2872,821,63,307,340,174,1,0,17,10,810,99,18,1150,21,class_1
286,578,138,1,56,59,34,3,1399,357,7,149,161,87,1,0,21,7,133,371,20,160,21,class_1
307,200,51,2,14,29,25,23,9778,2732,379,1272,1652,925,1,1,5,1,398,29,7,920,5,class_1
287,172,42,3,17,14,15,10,4086,1150,57,579,363,406,1,1,8,19,65,0,0,900,8,class_1
291,580,194,9,91,62,78,8,3372,1028,48,604,314,469,1,0,13,16,270,13,6,277.5,13,class_1
283,127,32,4,14,25,12,19,8396,2402,242,1048,1348,819,1,1,0,24,167,18,6,500,0,class_1
292,279,69,4,35,31,32,4,1359,355,31,180,148,158,1,0,14,4,133,173,9,277.5,14,class_1
293,480,112,18,50,71,44,7,3031,771,110,338,406,239,1,0,13,7,94,270,16,750,13,class_1
310,600,139,0,94,29,60,2,1236,309,1,201,69,110,1,0,21,16,300,12,9,160,21,class_1
311,610,186,19,107,98,74,6,2728,753,69,399,366,286,1,0,16,1,1182,96,13,1300,16,class_1
309,360,81,5,37,44,37,7,2268,566,41,279,257,246,1,0,13,4,170,284,3,525,13,class_1
313,387,124,1,67,27,36,7,1775,506,6,272,125,194,1,0,14,4,186,290,17,550,14,class_1
317,408,117,11,66,41,34,1,408,117,11,66,41,34,1,1,19,1,942,72,11,120,19,class_1
315,221,53,2,21,23,22,8,1063,283,15,107,124,106,1,0,13,0,325,58,6,286.667,13,class_1
318,497,127,7,65,48,37,5,2703,806,32,379,311,138,1,0,21,12,325,9,3,700,21,class_1
