@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1}

@data
10,1,0,0,2,6,4,3,16,16,11,12,class_1
1,5,4.7,0,2,6,11,3,0,17,22,12,class_1
10,2,5,2,6,16,11,3,11,0,0,14,class_1
2,1,4.6,1,6,3,4,1,4,0,0,9,class_1
6,1,4.9,2,2,6,8,3,16,3,13,11,class_1
2,5,4.7,4,2,6,11,3,4,0,0,12,class_1
2,1,4.8,1,2,2,11,3,0,0,21,12,class_1
2,1,4.4,0,6,6,2,3,4,0,0,12,class_1
2,5,4.8,1,6,16,15,3,4,0,0,11,class_1
6,1,5,0,6,6,10,3,0,0,0,11,class_1
2,5,4.6,0,4,16,11,3,19,3,7,12,class_1
2,1,4.5,2,6,6,4,3,4,0,12,12,class_1
3,5,0,2,6,2,8,0,0,3,21,0,class_1
2,1,4.8,2,6,6,6,0,0,0,0,0,class_1
2,5,4.4,1,6,6,11,3,4,3,0,12,class_1
2,1,4.3,2,7,11,10,3,16,0,21,12,class_1
3,1,4.7,1,6,6,11,3,16,2,12,12,class_1
2,5,4.4,0,6,6,11,0,0,0,0,1,class_1
12,1,4.8,2,7,15,4,3,0,0,0,12,class_1
2,1,4.6,2,4,6,6,3,16,0,12,12,class_1
10,5,0,0,6,16,11,2,4,0,0,12,class_1
2,2,4.9,6,7,16,4,2,4,0,22,12,class_1
10,5,0,0,7,6,11,3,8,3,11,12,class_1
3,1,5,2,2,16,11,3,4,0,0,12,class_1
2,5,4.4,0,6,6,4,3,4,0,17,12,class_1
2,1,0,1,4,6,11,3,3,3,22,12,class_1
2,1,0,0,7,6,8,3,16,3,5,12,class_1
2,5,4.4,2,6,6,6,2,3,3,3,12,class_1
2,5,4.8,0,7,3,4,3,16,3,3,12,class_1
3,1,4.6,2,4,6,6,3,1,3,0,0,class_1
1,1,4.7,2,7,6,6,3,1,3,0,14,class_1
10,5,4.3,0,6,6,4,2,4,0,0,0,class_1
2,5,4.4,0,6,16,8,2,4,4,12,12,class_1
