@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
1.05,0.409,class_0
0.751,0.608,class_0
-0.0247,-0.765,class_0
0.21,-1.26,class_0
-0.389,-1.2,class_0
-0.116,-1.23,class_0
0.372,1.6,class_0
-0.254,-1.37,class_0
0.00425,1.61,class_0
-0.67,1.22,class_0
1.04,0.93,class_0
1.39,0.504,class_0
1.96,-0.709,class_0
-0.529,-1.02,class_0
-0.137,1.44,class_0
0.8,0.662,class_0
0.133,2.05,class_0
1.14,-0.0829,class_0
-0.634,1.26,class_0
-0.617,-0.792,class_0
-1.42,0.728,class_0
0.897,0.742,class_0
-0.847,-0.896,class_0
-0.843,-1.14,class_0
0.357,0.647,class_0
0.977,0.597,class_0
-0.717,1.23,class_0
0.955,-0.0158,class_0
1.6,-0.183,class_0
-0.593,1.28,class_0
1.14,0.814,class_0
0.447,0.92,class_0
-1.54,0.643,class_0
-0.341,1.55,class_0
1.27,0.0842,class_0
-1.73,0.562,class_0
0.957,0.0986,class_0
-0.639,-1.04,class_0
0.303,-1.35,class_0
-0.439,1.37,class_0
-0.287,-1.07,class_0
1.46,0.651,class_0
-0.0107,-0.96,class_0
1.21,0.0512,class_0
0.105,-1.67,class_0
0.786,0.859,class_0
0.0909,-1.39,class_0
-1.34,0.805,class_0
-0.647,1.08,class_0
-0.811,-1.35,class_0
-2.32,0.0861,class_0
0.196,1.08,class_0
-0.974,-1.43,class_0
-0.335,-1.69,class_0
0.272,0.813,class_0
0.56,1.18,class_0
-0.0527,-0.746,class_0
-0.188,-0.998,class_0
-0.226,-1.06,class_0
-1.26,-0.912,class_0
-0.621,1.52,class_0
-0.753,1.1,class_0
-0.435,-1.08,class_0
0.328,1.28,class_0
0.81,1.93,class_0
0.624,1.1,class_0
0.922,0.93,class_0
-0.416,-0.941,class_0
-1.37,0.968,class_0
0.353,1.58,class_0
1.49,0.385,class_0
0.571,-1.53,class_0
1.93,-0.842,class_0
0.907,0.191,class_0
0.484,-1.3,class_0
-0.0305,-1.09,class_0
1,-0.0897,class_0
1.09,0.299,class_0
0.659,0.913,class_0
-0.542,-0.739,class_0
-1.02,1.53,class_0
-1.63,0.293,class_0
1.49,0.627,class_0
-0.583,-1.05,class_0
-0.807,1.12,class_0
-0.683,1.38,class_0
0.388,1.64,class_0
0.874,1.79,class_0
0.584,0.679,class_0
1.42,0.374,class_0
0.678,0.335,class_0
0.204,-1.06,class_0
1.43,0.498,class_0
-0.779,-1.2,class_0
-1.3,0.577,class_0
1.03,0.0331,class_0
-0.532,-1.17,class_0
0.119,-1.28,class_0
-0.481,-0.904,class_0
0.858,0.399,class_0
0.126,0.819,class_0
-0.88,-1.27,class_0
0.472,1.37,class_0
-0.214,1.76,class_0
-0.53,-0.944,class_0
-0.936,-1.5,class_0
0.695,0.651,class_0
0.88,0.275,class_0
1.7,-0.489,class_0
0.832,0.442,class_0
0.617,1.11,class_0
-1.41,1.14,class_0
1.71,-0.225,class_0
-0.855,1.44,class_0
0.712,0.837,class_0
0.661,1.2,class_0
0.902,0.947,class_0
-0.0571,-1.5,class_0
-0.261,-1.27,class_0
0.134,-1.18,class_0
-0.279,-1.06,class_0
0.499,-1.17,class_0
-0.171,-1.09,class_0
-0.175,-0.946,class_0
1.54,-0.336,class_0
1.33,0.406,class_0
0.833,0.653,class_0
0.69,1.57,class_0
-0.542,0.918,class_0
-2.01,0.439,class_0
0.933,0.711,class_0
-0.472,-1.16,class_0
2.22,-2.04,class_0
1.07,0.438,class_0
0.857,0.875,class_0
0.569,-0.858,class_0
-0.983,1.1,class_0
-0.829,1.06,class_0
0.22,-0.867,class_0
0.0604,1.64,class_0
-0.021,-1.09,class_0
1.13,-0.0116,class_0
-0.838,-1.17,class_0
0.102,-1.03,class_0
0.32,-0.998,class_0
-0.129,-1.69,class_0
-0.986,-1.27,class_0
-0.486,-0.887,class_0
0.638,1.11,class_0
0.0965,-1.1,class_0
-0.1,-1.05,class_0
0.431,-1.56,class_0
-0.995,-0.832,class_0
-0.981,-1.04,class_0
-0.494,-0.719,class_0
0.995,0.502,class_0
-0.0659,-1.33,class_0
-1.03,0.681,class_0
0.409,1.76,class_0
1.18,0.597,class_0
0.381,1.55,class_0
-0.951,-1.3,class_0
1.14,0.148,class_0
0.724,0.417,class_0
-1.57,0.905,class_0
-0.214,1.58,class_0
-0.951,-1.33,class_0
-1.36,0.887,class_0
-1.29,1.52,class_0
1.08,-0.000817,class_0
-0.147,1.85,class_0
0.318,-0.87,class_0
0.632,1.74,class_0
-1.43,1.25,class_0
-0.499,-1.31,class_0
0.296,1.51,class_0
-0.337,1.48,class_0
0.314,-1.25,class_0
-0.801,1.78,class_0
-0.528,-1.23,class_0
0.17,-0.719,class_0
0.202,-1.37,class_0
0.535,1.99,class_0
-0.491,1.22,class_0
0.0182,1.68,class_0
1.86,-0.36,class_0
-0.733,-1.34,class_0
0.0578,-1.32,class_0
-1.7,0.869,class_0
-0.8,-1.38,class_0
-0.145,-1.39,class_0
0.386,-0.997,class_0
-0.303,-0.883,class_0
-0.621,1.16,class_0
-0.772,0.933,class_0
-1.04,-1.24,class_0
0.33,-1.48,class_0
0.105,1.77,class_0
0.44,1.16,class_0
-0.97,-1.6,class_0
1.46,0.0665,class_0
1.09,0.812,class_0
0.619,1.65,class_0
-0.765,-1.13,class_0
-0.664,1.18,class_0
-0.766,1.06,class_0
1.03,-0.0835,class_0
1.47,0.574,class_0
0.716,0.487,class_0
0.0337,-1.13,class_0
-0.432,-1.34,class_0
0.344,1.49,class_0
1.29,-0.151,class_0
1.85,-0.558,class_0
0.0319,1.39,class_0
-0.956,-0.77,class_0
1.08,0.839,class_0
0.0624,-1.05,class_0
-1.06,-1.24,class_0
-0.366,-1.52,class_0
1.05,1.07,class_0
-0.47,-1.12,class_0
-1.45,0.377,class_0
0.912,2.1,class_0
1.61,0.582,class_0
0.208,-1.21,class_0
1.43,-0.366,class_0
1.47,-0.0578,class_0
-1.59,0.176,class_0
0.801,1.14,class_0
0.188,0.914,class_0
-0.386,1.5,class_0
1.02,0.0541,class_0
0.804,0.6,class_0
-0.00515,1.75,class_0
-0.0958,-1.66,class_0
-0.473,-1.55,class_0
-0.316,-1.36,class_0
-0.899,-1.25,class_0
-0.236,-1.54,class_0
0.546,-1.12,class_0
1.63,-0.43,class_0
-0.826,0.682,class_0
0.371,-1.23,class_0
0.309,-1.03,class_0
0.365,0.632,class_0
-0.714,-1.36,class_0
-0.467,1.3,class_0
0.177,-1.07,class_0
0.676,0.892,class_0
-1.28,0.72,class_0
0.166,-1.25,class_0
0.448,0.71,class_0
-0.922,0.533,class_0
0.328,0.553,class_0
-0.847,-0.871,class_0
1.08,0.437,class_0
-0.583,-0.743,class_0
-2.04,0.131,class_0
-1.16,-1.01,class_0
-0.606,3.19,class_0
-0.462,-0.707,class_0
-1.94,0.598,class_0
-0.372,1.54,class_0
0.341,-1.43,class_0
-0.524,-1.09,class_0
-2,-0.0624,class_0
0.554,1.19,class_0
0.794,1.01,class_0
-0.597,-1.6,class_0
1.71,-0.289,class_0
-0.434,1.98,class_0
-0.299,-1.4,class_0
-0.192,1.04,class_0
0.108,-0.769,class_0
-0.58,1.34,class_0
-0.124,-0.95,class_0
0.283,-1.56,class_0
1.2,0.286,class_0
0.0175,1.47,class_0
1.64,0.513,class_0
0.557,1.38,class_0
-0.878,0.659,class_0
0.254,2.42,class_0
0.961,0.454,class_0
1.29,0.283,class_0
1.22,-0.345,class_0
-1.2,-1.04,class_0
0.299,1.52,class_0
-0.687,1.01,class_0
0.479,-0.821,class_0
1.08,-0.133,class_0
-0.888,-1.59,class_0
-1.52,0.497,class_0
0.198,-1.41,class_0
0.0647,-1.22,class_0
-0.0779,-0.967,class_0
0.369,1.69,class_0
-0.826,-0.966,class_0
-0.394,1.6,class_0
-0.817,-1.11,class_0
0.405,1.93,class_0
0.666,-1.52,class_0
0.152,-0.964,class_0
-0.594,-1.21,class_0
1.05,0.397,class_0
-1.12,-1.2,class_0
1.5,-0.38,class_0
0.624,-1.31,class_0
-0.509,-0.932,class_0
-0.565,-0.853,class_0
0.0662,1.62,class_0
0.0852,-0.852,class_0
0.399,-1.48,class_0
1.27,0.433,class_0
-0.441,-1.45,class_0
-1.01,-1.47,class_0
-0.144,-1.03,class_0
0.893,0.691,class_0
-0.136,-1.41,class_0
0.569,1.44,class_0
-0.625,1.65,class_0
-0.903,-0.988,class_0
0.486,1.05,class_0
-0.0145,-1.15,class_0
-0.678,-1.32,class_0
1.29,-0.499,class_0
-0.116,1.26,class_0
1.06,0.913,class_0
-0.487,-1.19,class_0
-0.0388,-0.984,class_0
1.38,-0.244,class_0
0.136,-1.49,class_0
0.538,-1.39,class_0
-0.503,1.35,class_0
0.675,-1.53,class_0
-0.581,-1.34,class_0
-0.298,-0.823,class_0
-1.01,1.21,class_0
0.0608,-1.23,class_0
0.677,1.03,class_0
0.934,0.358,class_0
0.0105,-1.26,class_0
-0.86,-1.27,class_0
-0.566,-1.62,class_0
-0.529,-1.22,class_0
1.21,-0.132,class_0
0.126,-1.08,class_0
-0.967,1.22,class_0
1.4,0.43,class_0
0.994,0.348,class_0
-0.545,-1.31,class_0
1.06,-0.232,class_0
1.06,0.763,class_0
0.646,1.23,class_0
0.673,1.07,class_0
-0.512,-0.954,class_0
-0.701,1.17,class_0
-0.676,0.797,class_0
1.47,-0.0839,class_0
0.514,0.715,class_0
-0.451,-1.34,class_0
1.17,0.868,class_0
1.2,0.318,class_0
-2.06,-0.332,class_0
1.07,0.646,class_0
-0.285,1.39,class_0
0.0524,-0.853,class_0
1.81,-0.0547,class_0
-1.14,1.16,class_0
-1.08,1.19,class_0
-0.604,-1.2,class_0
-0.109,-1.32,class_0
0.0803,-1.15,class_0
0.383,-0.987,class_0
0.866,0.612,class_0
0.897,0.294,class_0
-0.267,1.37,class_0
2.04,-0.462,class_0
-1.49,0.555,class_0
1.17,1.28,class_0
-0.448,0.91,class_0
1.07,0.573,class_0
1.05,0.776,class_0
1.2,0.0691,class_0
-0.973,0.712,class_0
0.0399,-1.28,class_0
-0.912,1.34,class_0
-0.375,-1.39,class_0
-0.117,1.47,class_0
0.388,0.863,class_0
1.38,1.27,class_0
0.237,-1.26,class_0
-0.148,1.6,class_0
0.711,0.787,class_0
-0.284,-1.02,class_0
1.7,0.157,class_0
-0.499,-0.858,class_0
1.16,0.776,class_0
0.372,-0.809,class_0
0.335,1.99,class_0
0.656,1.25,class_0
-1.24,0.788,class_0
0.83,0.692,class_0
1.29,0.622,class_0
-0.353,-0.836,class_0
0.303,-1.18,class_0
-0.964,-1.17,class_0
2.14,-0.453,class_0
0.177,-1.37,class_0
-0.511,-0.734,class_0
0.449,0.648,class_0
1.19,0.19,class_0
0.651,-1.08,class_0
-0.542,1.12,class_0
1.57,0.171,class_0
-0.399,1.3,class_0
-0.731,-0.906,class_0
0.017,-1.26,class_0
-0.487,-1.13,class_0
0.816,0.762,class_0
1.03,1.61,class_0
-0.375,1.36,class_0
0.985,1.16,class_0
1.18,-0.789,class_0
0.386,1.92,class_0
0.921,0.3,class_0
-0.835,-1.04,class_0
-1.04,-1.42,class_0
-0.356,-1.16,class_0
-0.879,-0.975,class_0
-0.603,1.3,class_0
-0.501,-1.43,class_0
-0.55,-1.07,class_0
1.5,0.541,class_0
-0.741,0.979,class_0
1.23,2.19,class_0
0.4,-1.39,class_0
0.422,2.33,class_0
0.45,1.6,class_0
-0.992,1.4,class_0
0.953,0.719,class_0
0.44,-0.778,class_0
-0.785,-1.11,class_0
-0.762,-1.11,class_0
0.395,-1.04,class_0
-1.16,1.03,class_0
0.786,0.945,class_0
-0.0267,-1.09,class_0
-1.39,1.09,class_0
1.88,-0.141,class_0
-0.0931,1.52,class_0
-0.544,-0.773,class_0
-0.737,-0.617,class_0
-0.291,-0.858,class_0
-0.753,-1.25,class_0
0.518,1.41,class_0
0.0526,-1.31,class_0
-0.0198,-1.22,class_0
-0.926,0.694,class_0
0.685,0.546,class_0
-0.943,-1.26,class_0
0.226,-1.02,class_0
0.971,0.64,class_0
-0.343,-1.39,class_0
0.301,-0.928,class_0
0.343,-1.14,class_0
-0.625,-1.14,class_0
-0.429,1.13,class_0
-0.761,-1.44,class_0
1.11,0.989,class_0
-0.595,1.09,class_0
1.2,0.361,class_0
-0.0743,-1.38,class_0
0.393,1.64,class_0
-0.126,-1.67,class_0
0.636,0.756,class_0
-1.14,0.915,class_0
1.57,-0.0786,class_0
0.196,-1.71,class_0
-1.42,0.275,class_0
1.89,-0.243,class_0
-1.64,0.767,class_0
-0.415,-1.3,class_0
-0.4,-1.37,class_0
-0.239,-0.619,class_0
1.53,0.0838,class_0
0.26,-1.17,class_0
1.08,1.03,class_0
-0.239,-1.17,class_0
1.09,1.21,class_0
1.29,-0.12,class_0
-1.42,1.13,class_0
0.948,1.41,class_0
-0.999,0.906,class_0
1.24,0.809,class_0
0.0941,1.44,class_0
-0.636,1.72,class_0
0.249,-1.46,class_0
-1.02,0.675,class_0
-1.77,1.01,class_0
-0.292,1.32,class_0
0.391,-1.42,class_0
-0.826,-1.67,class_0
-0.00835,1.76,class_0
1.64,-0.152,class_0
0.317,-1.13,class_0
1,-0.0347,class_0
0.0394,-1.35,class_0
-0.633,-1.18,class_0
0.0927,-1.02,class_0
-0.389,-1.32,class_0
1.12,1.01,class_0
0.176,1.23,class_0
0.991,0.594,class_0
-0.0545,-1.45,class_0
-1.78,0.819,class_0
-0.0207,-1.14,class_0
0.915,0.611,class_0
-2.98,-0.16,class_0
0.98,0.766,class_0
1.41,0.9,class_0
-1.55,1.05,class_0
-1.53,0.39,class_0
0.47,1.21,class_0
0.805,1.21,class_0
0.974,0.898,class_0
-1.16,-0.641,class_0
0.39,-1.2,class_0
0.64,1.35,class_0
-0.2,-1.02,class_0
-0.0611,-1.4,class_0
1.22,0.541,class_0
-0.56,1.06,class_0
1.79,-0.834,class_0
0.362,1.59,class_0
-0.908,1.26,class_0
-0.0906,2.01,class_0
-0.69,-1.33,class_0
-0.928,1.55,class_0
-0.44,1.22,class_0
1.21,-0.271,class_0
0.484,1.04,class_0
1.26,-0.25,class_0
-0.659,-1.27,class_0
0.0558,1.88,class_0
-1.7,-0.087,class_0
0.739,0.673,class_0
0.67,0.784,class_0
0.487,1.33,class_0
-0.772,-1.38,class_0
-0.954,0.848,class_0
1.4,0.855,class_0
1.3,1.04,class_0
0.299,-0.819,class_0
-1.1,-1.13,class_0
-0.178,-1.15,class_0
2.05,-0.105,class_0
-1.01,-1.23,class_0
0.534,2.15,class_0
0.484,1.04,class_0
0.646,0.778,class_0
-1.3,0.867,class_0
-1.02,0.849,class_0
0.129,1.52,class_0
-0.811,-1.15,class_0
0.326,1.45,class_0
-0.655,-1.44,class_0
-1.08,-1.39,class_0
0.342,-0.701,class_0
0.851,0.598,class_0
-0.66,1.41,class_0
0.908,0.127,class_0
0.999,0.811,class_0
0.409,-1.15,class_0
1.31,0.936,class_0
-0.0681,-1.24,class_0
-0.96,0.644,class_0
0.0292,-1.21,class_0
-0.852,1.32,class_0
-0.777,1.22,class_0
-0.379,-1.6,class_0
-0.489,-1.13,class_0
1.03,0.766,class_0
1.85,-0.377,class_0
0.856,0.669,class_0
1.28,-0.588,class_0
-0.999,1.2,class_0
-0.834,-1.36,class_0
0.3,-1.18,class_0
-0.0203,-1.42,class_0
-0.157,1.84,class_0
-0.21,1.35,class_0
1.46,-0.14,class_0
-0.78,-1.52,class_0
-0.00816,-1.38,class_0
-0.591,-1.08,class_0
-0.0202,-1.26,class_0
0.288,1.62,class_0
-1.51,0.384,class_0
0.245,-0.681,class_0
-0.242,-1.47,class_0
0.651,0.744,class_0
1.4,0.746,class_0
0.0426,-1.18,class_0
-1.67,0.809,class_0
-0.31,-1.27,class_0
-0.202,1.64,class_0
-0.82,-1.04,class_0
-0.804,0.687,class_0
0.148,1.26,class_0
0.577,0.628,class_0
1.63,-0.539,class_0
-0.128,-1.14,class_0
0.468,0.986,class_0
0.295,-1.36,class_0
0.563,0.661,class_0
0.407,1.8,class_0
0.0169,-1.22,class_0
-0.295,-1.22,class_0
-1.01,-1.65,class_0
0.851,0.95,class_0
-0.738,1.01,class_0
-1.1,-1.24,class_0
-0.0633,-0.699,class_0
1.12,-0.422,class_0
-1.08,0.989,class_0
0.686,1.2,class_0
-0.135,-1.12,class_0
0.477,0.791,class_0
-0.711,-1.13,class_0
-0.269,-1.47,class_0
1.03,-0.209,class_0
-1.2,0.92,class_0
0.0538,-1.01,class_0
0.247,-1.28,class_0
1.21,0.197,class_0
1.93,0.165,class_0
1.24,0.608,class_0
0.262,-1.16,class_0
1.02,0.72,class_0
-0.803,-1.21,class_0
0.677,0.964,class_0
-0.148,-1.37,class_0
0.355,2.08,class_0
-0.811,-1.21,class_0
1.16,0.598,class_0
-0.372,-1.38,class_0
-0.00621,1.56,class_0
0.68,0.739,class_0
-0.411,-1.41,class_0
-0.917,-1.08,class_0
-0.0791,-1.38,class_0
0.329,1.11,class_0
0.0545,2,class_0
0.451,-1.23,class_0
0.829,1.56,class_0
0.0291,-1.12,class_0
0.823,1.04,class_0
0.196,-0.779,class_0
1.16,0.654,class_0
0.35,1.22,class_0
0.487,1.45,class_0
-2.13,0.678,class_0
-0.182,-1.54,class_0
-0.463,-1.01,class_0
0.311,1.68,class_0
0.388,1.72,class_0
1.52,0.356,class_0
-1.03,1.31,class_0
-0.122,-1.14,class_0
0.258,-0.85,class_0
-0.581,1.36,class_0
1.09,0.6,class_0
1.17,0.426,class_0
-0.419,1.4,class_0
0.932,0.501,class_0
-0.132,0.954,class_0
0.218,1.32,class_0
-0.72,-1.39,class_0
1.44,-0.0447,class_0
-0.654,-1.02,class_0
-1.66,0.835,class_0
-0.515,0.976,class_0
-0.231,-0.75,class_0
0.271,-1.28,class_0
-0.335,-0.81,class_0
-0.483,1.16,class_0
0.247,-0.9,class_0
-0.278,-1.32,class_0
1.43,0.57,class_0
-1.77,0.457,class_0
-0.552,-1.18,class_0
0.91,0.665,class_0
-0.431,1.21,class_0
1.41,0.258,class_0
-0.579,0.79,class_0
-0.383,-1.04,class_0
-0.833,-1.23,class_0
-0.975,0.725,class_0
0.139,-0.762,class_0
-0.106,-1.14,class_0
1.22,-0.106,class_0
-0.555,-1.02,class_0
-0.851,0.681,class_0
-0.401,-1.17,class_0
0.707,0.948,class_0
-1.06,0.665,class_0
-0.381,1.41,class_0
1.24,0.31,class_0
-0.0819,1.64,class_0
-1.48,0.74,class_0
-0.957,1,class_0
-0.153,-1.15,class_0
-1.98,0.345,class_0
-0.675,1.18,class_0
-0.357,-0.944,class_0
-0.35,-1.49,class_0
-0.747,-0.72,class_0
-0.294,-1.54,class_0
-1.49,0.738,class_0
-0.855,-1.33,class_0
0.0526,1.42,class_0
1.72,-0.793,class_0
0.427,1.99,class_0
1.98,0.417,class_0
-0.0143,1.55,class_0
-0.583,-1.35,class_0
0.544,1.22,class_0
0.0745,1.78,class_0
1.24,0.79,class_0
0.708,0.961,class_0
-1.33,0.719,class_0
-0.803,1.25,class_0
-0.265,1.28,class_0
-1.59,0.913,class_0
-1.46,1.2,class_0
1.44,0.358,class_0
1.07,0.441,class_0
-0.139,-1.26,class_0
-0.632,1.35,class_0
-0.949,1,class_0
1.19,-0.278,class_0
1.35,0.472,class_0
-0.779,-1.04,class_0
0.745,0.366,class_0
-0.0187,-1.55,class_0
0.168,-1.06,class_0
-2.6,0.217,class_0
-0.228,-1.06,class_0
-1.06,-0.881,class_0
0.479,1.48,class_0
-0.445,-1.24,class_0
0.89,0.864,class_0
-0.115,-0.719,class_0
1.21,0.227,class_0
0.514,1.52,class_0
-0.644,-0.78,class_0
0.63,-1.23,class_0
-1.57,0.679,class_0
0.962,0.851,class_0
-0.588,-1.35,class_0
1.08,0.378,class_0
-0.0685,0.931,class_0
-0.279,-1.25,class_0
1.05,-0.23,class_0
1.72,-0.471,class_0
-0.862,1.01,class_0
-0.383,-1.26,class_0
-0.953,1.06,class_0
-1.24,1.14,class_0
-1.11,1.1,class_0
-1.58,0.272,class_0
-1.66,0.75,class_0
-1.75,0.318,class_0
0.57,1.42,class_0
0.802,1.21,class_0
1.25,-0.202,class_0
0.941,1.16,class_0
-0.163,-0.759,class_0
1.36,0.86,class_0
1.25,0.555,class_0
1.18,0.204,class_0
-0.459,-1.11,class_0
1.66,0.239,class_0
-1.05,0.966,class_0
-0.334,1.63,class_0
-0.593,-1.58,class_0
-0.974,1.05,class_0
-1.96,0.445,class_0
0.361,0.931,class_0
1.35,-0.461,class_0
0.0727,-1.46,class_0
-0.956,-1.61,class_0
-0.813,-1.23,class_0
0.56,-1.02,class_0
-0.693,1.28,class_0
-0.666,-1.1,class_0
-0.239,-1.42,class_0
-0.315,-1.3,class_0
0.589,0.714,class_0
0.605,1.28,class_0
-1.21,1.19,class_0
-0.704,1.46,class_0
-0.724,-0.973,class_0
-1.67,0.672,class_0
-0.0939,1.68,class_0
-1.49,0.415,class_0
-0.722,1.19,class_0
0.407,-0.94,class_0
0.463,-1.28,class_0
-0.246,-0.739,class_0
1.19,0.554,class_0
-1.8,0.676,class_0
0.291,1.34,class_0
-0.267,-0.896,class_0
0.0885,-1.22,class_0
-1.42,0.624,class_0
0.66,0.835,class_0
0.217,-0.961,class_0
-0.141,-0.797,class_0
-0.784,1.81,class_0
0.104,-1.04,class_0
-0.278,-1.09,class_0
0.238,1.74,class_0
-1.84,0.0932,class_0
-0.19,-1.42,class_0
-0.508,-1.7,class_0
0.187,-1.02,class_0
0.793,0.836,class_0
-0.0697,1.56,class_0
1.75,0.016,class_0
-0.048,-1.06,class_0
-0.769,-1.46,class_0
-1.53,0.656,class_0
1.29,0.337,class_0
0.713,0.948,class_0
0.994,0.0734,class_0
-0.84,-1.16,class_0
0.515,2.21,class_0
1.18,-0.277,class_0
-0.85,0.963,class_0
1.21,0.306,class_0
0.933,0.716,class_0
1.66,0.243,class_0
1.58,0.206,class_0
0.415,0.986,class_0
0.0128,1.29,class_0
0.834,0.925,class_0
1.34,0.32,class_0
0.39,1.27,class_0
0.265,-1.06,class_0
0.0311,-0.978,class_0
0.586,0.402,class_0
-0.0264,-0.952,class_0
-1.19,1.23,class_0
-1.19,-1.32,class_0
-0.534,1.15,class_0
0.0194,-1.13,class_0
-0.652,-1.54,class_0
-0.835,0.671,class_0
-3.09,-0.832,class_0
-0.598,-1.38,class_0
0.633,0.901,class_0
-0.77,0.637,class_0
-0.756,-0.943,class_0
-1.02,0.968,class_0
-0.494,-1.22,class_0
0.595,0.677,class_0
1.32,0.376,class_0
1.09,0.614,class_0
-0.26,1.36,class_0
-0.467,-0.945,class_0
1.8,0.757,class_0
-0.369,-1.14,class_0
-0.376,1.33,class_0
-1.43,0.245,class_0
-0.96,1.34,class_0
1.22,0.423,class_0
0.0951,-1.39,class_0
0.439,-1.09,class_0
1.22,0.834,class_0
-1.3,1.16,class_0
0.675,0.667,class_0
-0.815,1.18,class_0
1.72,-0.259,class_0
-0.497,-1.29,class_0
0.0786,1.63,class_0
-0.64,-0.939,class_0
-0.865,-1.1,class_0
-1.51,0.481,class_0
0.518,1.7,class_0
0.00273,-0.973,class_0
1.27,-0.685,class_0
1.03,0.28,class_0
-0.132,-1.37,class_0
-0.56,-1.12,class_0
-0.0189,-1.28,class_0
0.378,0.987,class_0
1.49,-0.886,class_0
-0.138,-1.37,class_0
1.74,0.577,class_0
1.71,0.569,class_0
1.19,0.812,class_0
-0.607,-0.894,class_0
-1.02,-1.29,class_0
0.752,1.58,class_0
0.615,0.375,class_0
-0.142,1.65,class_0
0.335,1.95,class_0
1.22,0.247,class_0
-0.245,-1.18,class_0
0.409,-1.51,class_0
0.505,1.45,class_0
-1.19,-0.976,class_0
-0.911,-0.908,class_0
1.11,0.428,class_0
0.185,0.617,class_0
-1.08,-0.952,class_0
-0.918,1.44,class_0
1.41,-0.447,class_0
0.0886,-0.844,class_0
0.604,0.555,class_0
-0.808,-1.5,class_0
-0.634,1.08,class_0
0.0116,-1.09,class_0
-1.04,0.937,class_0
1.01,0.677,class_0
0.627,0.234,class_0
-0.436,1.45,class_0
1.42,-0.656,class_0
1.35,-0.177,class_0
-0.26,-1.23,class_0
-0.259,1.52,class_0
1.27,-0.747,class_0
0.477,1.83,class_0
-0.195,1.31,class_0
1.22,1.04,class_0
-0.236,1.44,class_0
-2.84,-0.177,class_0
-0.767,-1.3,class_0
1.14,0.376,class_0
0.814,0.817,class_0
0.85,0.726,class_0
0.624,0.621,class_0
1.59,-0.0963,class_0
0.00356,1.87,class_0
0.178,-1.24,class_0
1.18,0.334,class_0
0.91,0.864,class_0
0.769,0.855,class_0
-1.25,0.857,class_0
-0.0656,1.24,class_0
-0.177,-1.12,class_0
-1.68,0.398,class_0
0.272,-1.12,class_0
0.846,1.87,class_0
-0.0686,1.72,class_0
-0.102,-1.31,class_0
0.538,-1.25,class_0
1.7,-0.0336,class_0
-0.877,-1.08,class_0
-0.509,-0.824,class_0
1.68,-0.32,class_0
0.235,-1.06,class_0
-0.59,-1.23,class_0
1.08,0.72,class_0
0.527,-1.13,class_0
0.0243,-0.719,class_0
1.57,0.483,class_0
0.88,-0.241,class_0
-0.834,-1.19,class_0
1.29,0.23,class_0
1.02,0.976,class_0
-0.451,1.7,class_0
-0.506,-1.2,class_0
1.35,0.657,class_0
0.82,1.83,class_0
1.3,0.739,class_0
0.832,1.33,class_0
0.432,0.749,class_0
1.54,-0.193,class_0
-0.0454,1.75,class_0
-0.539,-1.39,class_0
1.56,-0.177,class_0
0.445,-1.38,class_0
-0.951,1.39,class_0
0.477,-1.24,class_0
-0.254,-1.27,class_0
-0.449,1.04,class_0
-0.311,-1.07,class_0
1.47,0.486,class_0
-0.707,-1.43,class_0
0.721,0.731,class_0
-0.234,-0.974,class_0
1.26,0.462,class_0
-0.527,0.887,class_0
1.03,0.805,class_0
0.507,1.02,class_0
0.306,-1.13,class_0
0.204,-1.29,class_0
-0.218,-1.63,class_0
-1.34,0.626,class_0
-0.35,2.07,class_0
0.021,-0.905,class_0
-0.614,-1.22,class_0
0.753,0.781,class_0
-0.959,1.07,class_0
0.904,1.15,class_0
-0.876,0.92,class_0
-0.224,-1.02,class_0
-0.558,-1.73,class_0
-0.18,-0.639,class_0
0.465,0.842,class_0
-0.49,1.25,class_0
0.368,-0.856,class_0
-0.0242,-1.28,class_0
0.42,2.1,class_0
-1.3,0.469,class_0
1.01,0.865,class_0
1.55,-0.649,class_0
0.447,-1.18,class_0
-1.37,0.808,class_0
1.53,0.368,class_0
-0.672,1.35,class_0
0.883,0.598,class_0
-0.11,-1.21,class_0
-0.436,1.86,class_0
0.924,0.701,class_0
1.24,0.908,class_0
-0.058,-0.904,class_0
0.195,-1.27,class_0
-0.605,-1.52,class_0
1.39,0.155,class_0
0.38,-1.35,class_0
-0.958,0.812,class_0
0.952,0.836,class_0
0.917,0.231,class_0
-1.53,0.257,class_0
0.102,-1.36,class_0
2.44,-0.448,class_0
0.289,1.01,class_0
-0.405,-1.09,class_0
0.819,0.546,class_0
1.58,-0.468,class_0
1.07,1.53,class_0
-0.901,-1.68,class_0
-0.0677,1.74,class_0
1.21,0.00827,class_0
-1.13,-1.06,class_0
0.0114,1.66,class_0
1.89,-0.633,class_0
0.344,0.908,class_0
-0.716,-1.19,class_0
-1.94,0.832,class_0
0.21,2.18,class_0
-0.932,-1.15,class_0
0.23,-1.15,class_0
0.497,1.27,class_0
-0.599,1.44,class_0
-0.817,-0.783,class_0
-0.314,-0.919,class_0
0.802,0.852,class_0
0.517,1.71,class_0
-0.207,-1.37,class_0
-0.882,-0.726,class_0
1.27,-0.519,class_0
-1.17,0.586,class_0
-1.01,0.768,class_0
0.125,-1.24,class_0
