@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute value_24 numeric
@attribute value_25 numeric
@attribute value_26 numeric
@attribute value_27 numeric
@attribute value_28 numeric
@attribute value_29 numeric
@attribute value_30 numeric
@attribute value_31 numeric
@attribute value_32 numeric
@attribute value_33 numeric
@attribute value_34 numeric
@attribute class {class_0,class_1}

@data
5,1,2,2,0,3,1,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,2,0,3,3,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,2,0,3,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,2,0,2,3,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,1,2,1,0,3,0,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,1,0,1,1,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,2,0,2,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,1,0,2,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,1,0,1,1,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,1,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,2,0,3,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,1,2,2,0,1,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,2,0,3,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,2,0,3,3,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,1,2,1,0,2,1,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,1,1,2,0,2,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,class_0
4,1,2,1,0,1,2,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,1,2,2,0,2,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,1,2,1,0,0,3,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,2,0,3,3,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,2,0,2,3,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
3,0,2,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,1,0,1,2,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,2,0,1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,2,0,1,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,1,0,3,3,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,1,0,2,1,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,1,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,1,0,0,3,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,2,0,2,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,1,0,3,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,2,1,0,1,2,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,1,2,0,3,3,0,0,0,0,1,2,0,1,0,0,0,1,0,3,2,1,1,0,0,0,1,2,1,0,0,0,0,0,class_0
4,0,1,2,0,1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,1,1,0,2,1,0,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,1,0,3,2,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,1,2,2,0,3,3,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,0,1,1,0,3,3,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
3,0,2,1,0,2,3,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,2,0,2,2,0,0,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,1,0,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,0,2,2,0,2,3,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,1,0,0,1,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,0,2,1,0,2,3,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,2,0,1,1,1,1,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,0,2,1,0,2,1,1,1,1,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
3,1,2,1,0,3,2,1,0,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,1,0,3,0,1,0,1,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,2,0,1,1,0,1,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,0,2,2,0,1,2,1,0,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,2,0,2,1,0,1,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,1,0,3,0,1,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
3,0,2,1,0,1,2,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,0,1,2,0,3,3,0,1,0,0,1,2,0,1,0,0,0,1,0,3,2,1,0,0,0,0,1,2,1,0,1,1,1,0,class_0
5,0,1,1,0,1,3,1,2,0,0,1,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,1,0,3,2,1,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,1,2,1,0,3,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
3,1,2,1,0,3,0,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
6,1,2,2,0,3,1,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,0,2,1,0,1,2,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,2,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
6,1,2,2,0,3,0,0,0,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,1,2,2,0,3,3,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,0,2,1,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,1,0,2,3,1,1,1,0,1,2,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
4,1,1,2,0,1,1,0,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,1,0,2,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
5,1,2,1,0,1,2,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class_0
4,0,2,2,0,1,3,1,1,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,1,0,1,2,0,0,0,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,2,0,2,0,0,0,1,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,1,2,1,0,2,3,0,1,2,0,1,2,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
5,0,2,2,0,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,1,1,class_0
6,0,2,2,0,2,3,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,0,class_0
5,0,2,2,0,3,3,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,2,class_0
1,1,1,2,0,3,0,1,1,2,0,0,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,1,2,class_0
5,0,2,2,0,2,3,1,0,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,2,class_0
5,0,2,2,0,2,3,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,0,class_0
2,1,2,2,0,2,1,0,0,0,1,1,2,0,1,1,0,0,0,0,3,2,0,1,0,0,0,2,1,1,0,0,1,0,2,class_0
3,0,2,2,0,3,2,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,2,class_0
4,1,2,2,0,3,2,0,1,2,1,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,1,0,2,class_0
3,1,2,1,0,2,1,1,0,0,1,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1,0,2,class_0
3,1,2,2,0,2,1,0,1,2,1,1,2,2,1,0,0,0,0,0,3,2,0,0,0,0,0,2,0,1,0,0,1,0,2,class_0
4,0,2,2,0,2,1,1,2,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,2,class_0
5,0,2,1,1,3,2,0,0,1,1,1,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,class_0
1,1,2,0,0,1,0,1,0,1,1,1,2,1,1,0,1,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,class_0
0,1,2,0,0,0,3,0,0,1,1,1,0,2,2,0,1,0,1,0,3,2,0,0,0,0,0,3,2,0,0,0,0,0,1,class_0
1,1,2,0,0,0,0,1,0,0,1,1,0,2,2,0,1,0,1,0,3,2,0,1,0,0,0,3,1,1,0,0,0,0,1,class_0
1,1,2,0,0,1,3,0,1,2,1,1,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,1,class_0
6,0,2,1,0,1,0,1,0,2,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
3,0,2,1,0,2,0,2,1,1,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
4,0,2,1,0,3,0,2,0,2,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
5,0,2,1,0,1,0,1,0,1,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
3,0,2,1,0,3,0,1,0,1,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
5,0,2,1,0,2,0,1,1,0,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
5,0,2,1,0,3,1,1,1,2,1,1,0,2,2,0,0,0,1,1,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
3,0,2,1,0,2,1,1,0,1,1,1,0,2,2,0,0,0,1,1,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
4,0,2,1,0,3,0,1,1,2,1,1,0,2,2,0,0,0,1,1,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
6,0,2,1,0,3,0,1,1,1,1,1,0,2,2,0,0,0,1,1,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,class_0
4,0,0,1,0,2,3,1,1,1,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
5,0,0,2,0,3,2,1,0,2,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
4,0,0,2,0,3,3,1,1,1,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
5,0,0,2,0,0,2,1,0,2,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
5,0,0,2,1,2,2,1,0,2,1,1,0,2,2,0,0,0,1,1,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
3,0,0,2,1,0,2,1,0,1,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
4,0,0,2,1,1,3,1,1,2,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
5,0,0,2,1,2,2,1,0,0,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
6,0,0,2,1,3,3,1,1,1,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
6,0,0,2,1,3,3,1,1,0,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,class_0
0,1,2,0,0,0,1,1,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,1,class_0
0,1,2,0,0,3,1,2,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
0,1,2,0,0,2,1,1,1,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
2,1,2,0,0,0,1,1,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
1,1,2,0,0,2,1,1,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
2,1,2,0,0,3,1,2,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
2,1,2,0,0,2,1,1,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,1,0,0,3,4,0,0,0,0,0,0,class_0
4,0,2,0,1,0,1,2,0,2,1,1,0,2,2,0,0,0,1,1,1,1,0,1,1,0,0,3,4,0,0,0,0,0,0,class_0
0,1,2,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,1,0,0,3,4,0,0,0,0,0,0,class_0
2,1,2,0,0,3,1,2,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,1,0,0,3,4,0,0,0,0,0,0,class_0
2,1,1,0,0,3,1,2,0,2,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,class_0
1,1,2,0,0,3,1,1,1,2,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,class_0
2,1,2,1,1,3,1,2,1,2,1,1,0,2,2,0,0,0,1,0,2,2,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
1,1,2,1,1,2,3,1,1,1,1,1,0,2,2,0,0,0,1,0,2,2,0,1,0,0,0,3,4,0,0,0,0,0,0,class_0
3,1,1,1,0,2,1,0,0,2,1,1,0,2,2,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,1,0,1,0,1,class_0
3,1,1,1,0,3,1,0,1,1,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,class_0
0,1,2,2,0,3,1,1,0,2,1,1,2,1,1,0,0,0,1,0,3,2,0,0,0,0,0,2,2,0,0,0,0,0,1,class_0
1,1,2,1,0,2,1,0,0,1,1,1,2,2,2,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,1,class_0
1,1,2,1,1,0,1,0,1,2,1,1,2,2,1,1,0,0,1,0,0,2,0,2,0,0,0,3,2,0,0,0,0,0,1,class_0
4,1,1,2,0,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,2,1,1,1,0,0,0,1,class_0
1,1,2,2,0,2,1,1,0,2,1,1,0,2,2,0,0,0,1,0,1,2,1,2,0,0,0,2,0,1,0,0,1,0,1,class_0
2,1,2,1,0,3,1,1,0,0,1,1,2,2,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,1,class_0
3,1,2,2,0,2,1,0,1,2,1,1,2,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,1,class_0
4,1,1,1,0,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,3,1,0,0,0,1,0,1,class_0
1,1,2,1,0,2,1,1,1,0,1,1,2,0,1,0,0,0,1,0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,1,class_0
1,1,2,1,0,3,1,0,0,0,1,1,2,0,2,0,0,0,1,0,3,2,1,2,0,0,0,1,0,0,0,1,0,0,1,class_0
1,1,2,2,1,1,1,0,1,2,1,1,2,0,1,0,1,0,1,0,3,2,1,2,0,0,0,0,1,1,0,0,0,0,1,class_0
2,1,1,2,0,2,1,0,0,1,1,1,2,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,class_0
3,1,1,1,0,3,1,0,0,0,1,1,2,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,class_0
3,1,1,1,0,1,1,0,0,0,1,1,2,0,2,0,1,0,1,0,3,2,0,0,0,0,0,2,2,1,0,0,0,0,1,class_0
1,1,2,2,0,1,1,0,0,0,1,1,2,0,2,0,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,class_0
2,1,2,2,0,2,1,0,0,0,1,1,2,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,2,1,1,1,0,1,1,class_0
3,1,1,1,0,3,1,1,0,1,1,1,2,2,1,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,1,class_0
4,1,1,1,1,2,1,1,0,1,1,1,2,0,1,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,class_0
1,1,2,2,0,3,1,1,1,0,1,1,2,0,1,0,0,0,1,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,1,class_0
2,1,2,2,0,2,1,0,1,1,1,1,2,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,class_0
3,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,3,1,1,0,0,0,0,1,class_0
4,1,1,1,0,2,1,1,0,1,1,1,2,0,1,0,1,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,class_0
1,1,2,2,0,3,1,1,1,0,1,1,2,0,1,0,1,0,1,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,1,class_0
2,1,2,2,0,2,1,1,1,2,1,1,2,2,1,0,0,0,1,0,2,2,0,0,0,0,0,1,2,0,0,0,1,0,1,class_0
3,1,1,1,0,3,1,1,0,0,1,1,2,0,1,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,class_0
1,1,2,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,1,class_0
2,1,2,1,0,3,1,1,0,0,1,1,2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,class_0
3,1,2,1,0,1,1,0,0,0,1,1,0,0,2,1,0,0,1,1,3,2,0,0,0,0,0,0,1,0,1,0,1,0,1,class_0
1,1,2,2,0,2,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,class_0
2,1,2,2,0,3,1,0,1,2,1,1,2,0,2,0,0,0,1,0,2,2,0,0,0,0,0,2,1,0,0,0,1,0,1,class_0
3,1,1,1,0,2,1,1,1,2,1,1,2,2,2,0,1,0,1,0,3,2,1,0,0,0,0,2,1,1,0,0,0,1,1,class_0
4,1,1,1,1,3,1,0,0,2,1,1,2,2,1,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,class_0
1,1,2,1,0,2,1,0,1,1,1,1,0,0,1,0,1,0,1,0,2,2,1,2,0,0,0,0,1,0,0,0,1,0,1,class_0
2,1,2,1,0,3,1,1,1,0,1,1,2,0,2,0,0,0,1,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,1,class_0
3,1,1,1,0,1,1,1,1,0,1,1,2,2,2,0,0,0,1,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,1,class_0
4,1,1,1,0,1,1,1,0,0,1,1,0,0,2,1,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,class_0
1,1,2,2,1,2,1,1,1,1,1,1,2,0,1,0,0,0,1,0,2,2,0,2,0,0,0,0,1,0,0,0,0,1,1,class_0
2,1,2,2,1,3,1,0,1,2,1,1,2,2,1,0,0,0,1,0,3,2,0,0,0,0,0,0,2,0,0,1,1,0,1,class_0
3,1,1,1,0,2,1,1,0,0,1,1,2,2,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,class_0
2,1,1,1,0,3,1,1,1,0,1,1,0,2,1,0,0,0,1,0,3,2,1,0,0,0,0,1,2,1,0,0,0,0,1,class_0
3,1,1,1,0,2,1,1,1,1,1,1,2,2,1,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,class_0
3,1,1,1,0,3,1,1,0,0,1,1,0,1,1,0,1,0,1,0,3,2,0,0,0,0,0,1,2,1,0,1,0,0,1,class_0
3,0,0,0,1,1,0,2,0,0,1,1,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
4,0,1,0,1,2,2,1,1,1,1,0,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
3,0,0,0,1,3,2,2,0,1,1,1,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
5,0,0,1,1,3,0,1,0,0,1,1,2,0,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
6,0,0,1,1,2,1,1,1,1,1,1,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
4,0,1,0,1,3,2,2,0,2,1,0,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
5,0,0,2,0,2,3,1,0,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,class_0
5,0,0,1,0,1,0,1,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,class_0
4,0,0,1,0,3,2,1,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,class_0
5,0,0,1,0,2,3,1,0,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,class_0
5,0,0,1,0,2,2,1,1,1,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,class_0
3,1,1,0,0,2,0,2,0,2,1,0,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
5,1,1,1,0,2,3,2,0,0,1,0,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
4,1,0,0,0,2,2,2,0,1,1,1,2,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
5,1,1,0,0,3,3,1,1,2,1,0,0,2,2,0,0,0,1,1,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,class_0
