@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute class {class_0,class_1}

@data
59,2224,2,1,14754,0,1020,1,1,1,0,4.2,230,3.87,3068,161.2,196,11.2,class_0
59,2224,2,1,14754,0,127,1,1,1,0.5,12,616,3.19,1972,161.2,365,10.7,class_0
59,2224,2,1,14754,0,273,0,1,1,0.5,13.5,434,3.55,1795,130.2,262,10.2,class_0
59,2224,2,1,14754,0,403,0,0,0,0.5,22.7,230,2.9,1072,130.2,328,10.2,class_0
62,3090,2,0,22173,0,1023,1,0,0,0,1.3,302,2.75,1523,43.4,329,13.2,class_0
62,3090,2,0,22173,0,309,0,0,0,0,2,230,3.42,615,62,161,11.7,class_0
62,3090,2,0,22173,0,738,0,0,0,0.5,1.4,255,3.98,717,74.4,205,10.7,class_0
62,3090,2,0,22173,0,954,0,1,0,0.5,1.8,391,3.83,887,74.4,157,11.6,class_0
62,3090,2,0,22173,0,90,0,1,0,0.5,2.2,327,3.5,836,68.2,126,12.3,class_0
62,3090,2,0,22173,0,211,0,0,0,0.5,2.6,255,3.62,826,68.2,158,11.7,class_0
62,3090,2,0,22173,0,342,0,1,0,0.5,2.8,411,3.61,814,76,134,11.4,class_0
62,3090,2,0,22173,0,487,0,1,0,0.5,2,343,3.04,775,69,112,11.5,class_0
62,3090,2,0,22173,0,551,0,1,0,1,3.1,366,3.17,806,52,119,11.5,class_0
62,3090,2,0,22173,0,648,0,1,0,1,6.8,412,2.53,853,52,234,11.5,class_0
64,1487,2,0,22977,0,67,1,1,1,0.5,6.7,275,3.45,1308,131.8,140,10.6,class_0
64,1487,2,0,22977,0,140,1,1,1,1,16.5,275,3.45,1424,148.8,377,11.9,class_0
66,4191,2,1,16967,1,984,0,1,0,0,2.2,246,4.14,1032,119.4,85,11.5,class_0
66,4191,2,1,16967,1,94,0,1,0,0,2.2,248,3.59,900,119.4,77,11.7,class_0
66,4191,2,1,16967,1,210,0,1,0,0,1.9,293,3.46,645,89.9,44,11.6,class_0
66,4191,2,1,16967,1,352,0,0,0,0,2.3,260,3.4,464,79.1,42,12.2,class_0
66,4191,2,1,16967,1,471,0,0,0,0,3.3,351,3.11,392,74.4,67,12.2,class_0
66,4191,2,1,16967,1,562,0,0,0,0,3.5,234,3.38,499,100,87,12,class_0
66,4191,2,1,16967,1,637,0,0,0,0,3.5,221,2.85,432,88,90,12.4,class_0
66,4191,2,1,16967,1,681,0,0,0,0,3.8,239,3.11,406,84,88,12.1,class_0
66,4191,2,1,16967,1,743,0,0,0,0,4.1,296,2.8,470,101,103,12.4,class_0
66,4191,2,1,16967,1,829,1,1,0,0,9.2,293,2.6,637,101,353,14.2,class_0
67,2769,2,0,18733,0,427,0,1,0,0,1.7,248,2.63,903,196.9,136,10.3,class_0
67,2769,2,0,18733,0,530,0,0,1,0.5,3,313,2.92,1035,264,120,10.3,class_0
67,2769,2,0,18733,0,584,0,0,0,0.5,4.7,192,1.65,1050,264,231,10.5,class_0
68,4708,0,1,11912,0,567,0,1,1,0,1,252,3.44,1304,95,153,10.2,class_0
68,4708,0,1,11912,0,615,0,1,0,0,1.3,255,2.7,1190,96,158,11.4,class_0
68,4708,0,1,11912,0,683,1,1,0,0.5,1.9,291,2.85,1220,145,170,11.2,class_0
68,4708,0,1,11912,0,752,1,1,0,1,3.4,275,3.24,1067,112,138,12.7,class_0
68,4708,0,1,11912,0,807,0,1,0,1,4,251,3.15,1230,243,96,12.4,class_0
68,4708,0,1,11912,0,846,0,1,0,1,5.6,301,3.18,929,184,88,12.4,class_0
70,3683,2,1,20600,0,296,0,1,0,0.5,1.2,219,3.23,1188,53,158,10,class_0
70,3683,2,1,20600,0,438,0,1,0,0.5,1.2,262,3.32,1119,63,142,10.8,class_0
70,3683,2,1,20600,0,526,0,1,0,0.5,1.9,275,2.09,1001,59,136,10.9,class_0
70,3683,2,1,20600,0,585,0,1,0,0.5,4.7,500,2.65,1646,59,180,11.6,class_0
70,3683,2,1,20600,0,661,0,1,0,0.5,4,393,3.03,1855,73,115,12.2,class_0
70,3683,2,1,20600,0,712,1,0,1,1,10.5,228,2.74,2056,142,104,13.6,class_0
70,3683,2,1,20600,0,756,0,1,1,1,16.6,247,2.74,1242,142,180,12.5,class_0
71,4865,0,0,17841,0,1023,0,1,0,0,1.2,258,3.57,2201,120.9,410,11.5,class_0
71,4865,0,0,17841,0,309,0,0,0,0,1.1,364,3.46,3560,300.7,502,11.3,class_0
71,4865,0,0,17841,0,788,0,0,1,0,2.7,246,3.08,2664,204.6,380,10.4,class_0
74,1827,2,1,18964,0,1023,0,1,1,0,8.4,558,3.99,967,89.9,278,11,class_0
74,1827,2,1,18964,0,289,0,1,0,0,2.8,335,3.42,1606,83.7,185,11.1,class_0
74,1827,2,1,18964,0,856,0,1,0,0,2.8,192,4.32,1600,142.6,201,10.2,class_0
74,1827,2,1,18964,0,293,0,0,0,0,18,301,1.6,572,142.6,231,10.2,class_0
75,1191,2,1,15895,0,1023,1,1,1,0.5,17.1,674,2.53,2078,182.9,268,11.5,class_0
75,1191,2,1,15895,0,294,0,1,1,0,4.7,353,4.19,1471,148.8,125,11.5,class_0
75,1191,2,1,15895,0,794,0,1,1,0,5.4,425,3.42,1573,162.8,122,10,class_0
75,1191,2,1,15895,0,945,0,1,1,0,5.9,301,3.31,2036,207.7,173,10.6,class_0
75,1191,2,1,15895,0,27,0,1,1,0,6.6,235,3.95,1159,204.6,99,10,class_0
76,71,2,1,18972,0,1023,0,1,1,1,12.2,394,3.08,2132,155,165,11.6,class_0
78,1690,2,1,17512,0,1023,0,1,0,0,6.3,436,3.02,2176,170.5,236,10.6,class_0
78,1690,2,1,17512,0,279,0,1,0,0,3.4,656,3.75,1084,65.1,186,10.7,class_0
78,1690,2,1,17512,0,772,0,1,1,0,3.5,544,3.5,1441,251.1,134,10.1,class_0
78,1690,2,1,17512,0,1010,0,0,0,0,11,351,2.8,2460,251.1,128,10.1,class_0
79,4376,0,1,16990,0,877,0,0,0,0,0.6,273,3.91,1074,153.5,300,10.8,class_0
79,4376,0,1,16990,0,1014,0,0,0,0,0.6,426,4.32,920,89.9,115,10.7,class_0
79,4376,0,1,16990,0,116,1,1,1,0,1.3,391,3.17,853,125.6,101,11.1,class_0
79,4376,0,1,16990,0,243,0,0,1,0,1,741,3.6,756,107,71,10.9,class_0
79,4376,0,1,16990,0,385,0,0,1,0,0.9,233,3.48,597,105,61,12,class_0
79,4376,0,1,16990,0,495,0,1,1,0,1.3,209,3.01,615,99,58,12.8,class_0
79,4376,0,1,16990,0,592,0,1,1,0,1.5,214,3.3,577,93,56,12.6,class_0
79,4376,0,1,16990,0,668,0,1,1,0,1.6,232,2.95,684,110,57,12.8,class_0
79,4376,0,1,16990,0,771,0,1,1,0,2.1,208,3.08,619,97,53,12.8,class_0
79,4376,0,1,16990,0,819,0,1,1,0.5,2.1,220,3.11,577,95,50,13,class_0
80,890,2,0,24622,1,1023,0,1,0,0,7.2,247,3.72,1303,176.7,360,11.2,class_0
80,890,2,0,24622,1,358,0,1,0,0,10.8,408,3.87,1059,187.6,378,10.7,class_0
80,890,2,0,24622,1,783,0,1,0,0,12,246,3.53,1144,212.4,258,11.4,class_0
80,890,2,0,24622,1,939,0,1,0,0,11.5,220,3.02,1416,217,381,12.1,class_0
81,2540,2,1,23107,0,1023,0,1,1,0,2,448,3.65,1218,60.5,385,11.7,class_0
81,2540,2,1,23107,0,442,0,0,1,0,2.7,353,3.08,1480,76,250,11.7,class_0
81,2540,2,1,23107,0,774,0,0,1,0,1.3,281,3.23,1231,76,245,10.9,class_0
81,2540,2,1,23107,0,936,0,1,1,0,1.9,260,3.22,1872,114.7,185,11.2,class_0
81,2540,2,1,23107,0,85,0,1,0,0.5,4.3,656,2.91,1265,125.6,153,12.3,class_0
81,2540,2,1,23107,0,207,1,1,0,0.5,4.1,688,2.59,1265,125.6,139,11.9,class_0
81,2540,2,1,23107,0,320,0,1,0,0.5,5.5,342,2.83,796,158.1,166,11.9,class_0
81,2540,2,1,23107,0,405,1,1,0,1,8.1,293,2.41,975,114.7,148,11.7,class_0
81,2540,2,1,23107,0,510,0,0,0,1,8.1,688,2.41,895,74,158,11.7,class_0
81,2540,2,1,23107,0,524,0,0,1,1,10.2,246,2.3,1428,74,180,12.7,class_0
82,3574,2,1,24585,0,287,0,1,0,0.5,0.7,688,3.39,363,55.8,232,9.9,class_0
82,3574,2,1,24585,0,451,0,1,0,0.5,0.6,215,3.23,354,40.3,230,9.7,class_0
82,3574,2,1,24585,0,527,0,0,0,0.5,0.5,209,3.96,258,24,216,10.1,class_0
82,3574,2,1,24585,0,612,0,0,0,0.5,0.7,210,3.23,283,28,180,10.9,class_0
83,4719,0,1,20459,0,1023,0,1,0,0.5,1.3,250,3.5,1138,71.3,81,12.9,class_0
83,4719,0,1,20459,0,28,0,1,0,0.5,1.3,368,3.5,797,46.5,66,12,class_0
83,4719,0,1,20459,0,727,0,1,0,0.5,1.3,255,3.95,613,43.4,87,11.3,class_0
83,4719,0,1,20459,0,947,0,1,0,0.5,1.4,230,4.13,394,35.7,84,11.6,class_0
83,4719,0,1,20459,0,73,0,1,0,0.5,1,213,3.62,289,34.1,75,12.4,class_0
83,4719,0,1,20459,0,197,0,0,0,0.5,1.1,342,3.64,246,27.9,71,11.8,class_0
83,4719,0,1,20459,0,324,0,1,0,1,1.2,281,3.62,291,32.6,67,10.9,class_0
83,4719,0,1,20459,0,460,0,0,0,0.5,1.1,194,3.24,230,29.5,64,11,class_0
83,4719,0,1,20459,0,514,0,0,0,0.5,1.4,211,3.61,275,32,75,10.7,class_0
83,4719,0,1,20459,0,619,0,0,0,0.5,1.1,184,3.18,415,33,84,11.9,class_0
83,4719,0,1,20459,0,673,0,0,0,0.5,1.2,196,3.1,497,28,97,11.3,class_0
83,4719,0,1,20459,0,740,0,0,0,0.5,1.3,353,3.39,481,34,84,11.7,class_0
83,4719,0,1,20459,0,799,0,0,0,1,1.4,215,3.13,450,33,85,12,class_0
83,4719,0,1,20459,0,841,0,0,0,0.5,1.3,206,3.6,464,31,113,12,class_0
83,4719,0,1,20459,0,863,0,0,0,1,1.4,209,3.56,375,35,84,11.9,class_0
85,3358,2,0,17246,0,1023,0,1,0,0,2.1,262,3.48,2045,89.9,225,11.5,class_0
85,3358,2,0,17246,0,330,0,1,0,0,11.4,412,3.18,3716,196.9,316,13.2,class_0
85,3358,2,0,17246,0,793,0,1,0,0,4.5,335,2.88,3376,165.9,162,11.2,class_0
85,3358,2,0,17246,0,944,0,1,0,0,1,414,2.16,3464,124,377,10.3,class_0
85,3358,2,0,17246,0,47,0,1,1,0,4.3,301,3.28,1543,108.5,240,10.8,class_0
85,3358,2,0,17246,0,179,0,1,0,0,3.6,250,2.98,2076,110.1,215,10.9,class_0
85,3358,2,0,17246,0,316,1,1,1,1,6.9,386,1.88,2080,131.8,315,10.7,class_0
85,3358,2,0,17246,0,448,1,1,0,1,4.5,269,3.01,1502,156.6,152,10.3,class_0
85,3358,2,0,17246,0,531,1,1,0,1,9,235,3.26,964,145,158,11.3,class_0
85,3358,2,0,17246,0,608,1,1,0,1,6.8,225,2.81,1003,159,89,12.3,class_0
85,3358,2,0,17246,0,667,1,1,0,1,14.7,275,2.31,880,132,114,12.3,class_0
88,3076,2,0,15119,0,981,0,0,1,0.5,0.9,247,3.46,1648,141.1,407,9.6,class_0
91,460,2,0,16658,0,1023,0,1,1,0.5,5,325,3.47,2460,246.5,430,11.9,class_0
91,460,2,0,16658,0,315,0,1,1,0.5,4.3,321,3.04,1855,285.2,323,10.5,class_0
92,389,2,1,28018,0,1023,1,0,0,1,1.4,206,3.13,1626,86.8,145,12.2,class_0
93,4583,0,1,13344,0,267,1,1,0,0,19.7,760,3.25,2028,195.3,315,10.2,class_0
93,4583,0,1,13344,0,411,1,1,0,0,30,516,3.35,1059,426.3,251,9.9,class_0
93,4583,0,1,13344,0,515,1,1,1,0.5,31,480,3.66,1052,292,254,9.9,class_0
93,4583,0,1,13344,0,588,1,1,0,0.5,37.8,518,3.62,1058,313,222,10.9,class_0
93,4583,0,1,13344,0,640,0,1,0,0,27.8,255,3.62,1068,427,181,10.9,class_0
93,4583,0,1,13344,0,700,1,1,0,0,27.7,540,3.43,1252,384,297,10.8,class_0
93,4583,0,1,13344,0,764,1,1,0,0.5,24.3,494,2.86,1119,473,243,11.8,class_0
93,4583,0,1,13344,0,821,1,1,0,0.5,24.6,408,3.2,768,281,215,12,class_0
93,4583,0,1,13344,0,857,0,0,0,0,22.2,338,3.66,606,266,187,11.7,class_0
94,750,2,1,19693,0,1023,0,1,1,0,3.2,201,3.11,1212,159.7,188,11.8,class_0
94,750,2,1,19693,0,294,0,1,1,0,6.2,502,2.62,1300,170.5,180,11.8,class_0
94,750,2,1,19693,0,783,0,1,1,0,9.8,196,2.47,1306,196,160,11.6,class_0
96,4520,0,1,17841,0,272,0,0,0,0,0.9,246,3.64,880,63.6,250,9.7,class_0
96,4520,0,1,17841,0,434,0,0,0,0,0.6,326,3.39,705,50,269,10.8,class_0
96,4520,0,1,17841,0,516,0,0,0,0,0.8,364,3.7,787,54,220,9.6,class_0
96,4520,0,1,17841,0,595,0,0,0,0,0.6,354,3.5,632,56,242,10.1,class_0
96,4520,0,1,17841,0,669,0,0,0,0,0.8,342,3.33,672,48,272,10.3,class_0
96,4520,0,1,17841,0,725,0,0,1,0,0.7,325,3.46,717,61,276,10.7,class_0
96,4520,0,1,17841,0,791,0,0,0,0,0.8,325,3.46,642,56,259,11,class_0
96,4520,0,1,17841,0,835,0,0,0,0,0.7,321,3.46,621,54,247,11,class_0
97,620,2,0,26259,1,836,0,1,0,0,6.7,384,3.92,3020,133.3,272,11.5,class_0
97,620,2,0,26259,1,885,0,0,1,0,7.8,192,2.4,549,133.3,234,11.5,class_0
98,4492,0,1,10550,0,687,0,0,0,0,0.8,283,3.76,806,82,279,10.7,class_0
98,4492,0,1,10550,0,764,0,0,0,0,0.5,233,3.72,686,65,276,11.9,class_0
98,4492,0,1,10550,0,813,0,0,0,0,0.4,256,3.4,749,60,272,11.4,class_0
98,4492,0,1,10550,0,850,0,0,0,0,0.6,238,3.91,513,58,236,10.6,class_0
99,4489,0,0,17703,1,541,0,1,0,0,1.2,318,3.59,1174,103,179,10.1,class_0
99,4489,0,0,17703,1,643,0,1,0,0,1.8,321,3.84,748,101,192,10.3,class_0
99,4489,0,0,17703,1,710,0,1,0,0,1.4,289,3.25,891,110,177,10.8,class_0
99,4489,0,0,17703,1,781,0,1,0,0,1.4,304,3.66,1082,81,193,10.6,class_0
99,4489,0,0,17703,1,831,0,1,0,0,1.6,289,3.81,481,55,132,11.3,class_0
100,552,2,0,18799,1,1023,0,1,0,0,2.3,178,3,746,178.3,119,12,class_0
100,552,2,0,18799,1,251,0,1,0,0,2.5,293,2.94,836,189.1,98,11.4,class_0
100,552,2,0,18799,1,733,1,0,0,0.5,2.9,230,3.02,650,124,99,11.7,class_0
100,552,2,0,18799,1,877,0,0,1,0.5,4.4,560,2.2,4317,124,327,12.3,class_0
101,4250,0,0,16418,0,45,0,1,0,0,0.6,228,3.47,1145,91.5,312,9.4,class_0
101,4250,0,0,16418,0,170,0,1,0,0,0.7,293,3.59,951,76,313,10.1,class_0
101,4250,0,0,16418,0,311,0,0,0,0,0.6,228,3.41,862,72,258,10,class_0
101,4250,0,0,16418,0,431,0,0,0,0,0.6,235,2.99,823,78,238,9.7,class_0
101,4250,0,0,16418,0,551,0,0,0,0,0.6,254,2.94,814,66,210,10.8,class_0
101,4250,0,0,16418,0,688,0,0,0,0,0.7,260,2.94,784,90,198,11.8,class_0
101,4250,0,0,16418,0,760,0,0,0,0,0.6,239,3.4,696,81,217,11.9,class_0
101,4250,0,0,16418,0,814,0,0,0,0.5,0.6,268,3.09,658,78,221,11.8,class_0
103,110,2,0,17884,0,1023,1,1,1,1,2.5,188,3.67,1273,119.4,110,11.1,class_0
104,3086,2,1,15712,0,191,1,1,1,0,7.2,252,2.6,1780,111.6,79,11,class_0
104,3086,2,1,15712,0,322,0,1,0,0,8.5,458,2.51,1805,169,88,11.1,class_0
104,3086,2,1,15712,0,458,0,1,1,1,8,256,2.78,1168,105,75,11.5,class_0
104,3086,2,1,15712,0,552,0,1,1,1,11.1,330,2.13,1618,198,154,11.6,class_0
104,3086,2,1,15712,0,609,0,1,1,1,11,337,2.48,1788,282,108,12.2,class_0
105,3092,1,0,12433,0,783,0,1,0,0,1.7,440,4.3,2532,237.2,264,9.9,class_0
105,3092,1,0,12433,0,921,0,1,0,0,1.4,391,3.68,2460,190.7,167,10.1,class_0
105,3092,1,0,12433,0,14,1,0,1,0.5,5.5,335,3.22,1845,275.9,173,11.1,class_0
106,3222,2,1,25023,0,959,0,1,0,0.5,1.5,360,3.36,700,82.2,101,10.9,class_0
106,3222,2,1,25023,0,57,0,0,0,0,1.4,411,3.33,651,71.3,147,10.6,class_0
106,3222,2,1,25023,0,664,0,0,0,0,2,253,3.7,815,46,199,36,class_0
107,4058,0,0,22836,0,81,0,0,0,0,0.6,434,3.55,772,96.1,298,10,class_0
107,4058,0,0,22836,0,194,0,0,0,0,0.5,210,3.22,803,91.5,281,10.1,class_0
110,2044,2,1,14212,0,369,1,1,0,1,2.5,337,2.05,1255,66,171,10.8,class_0
111,2350,1,1,15031,0,776,0,0,0,0,6.3,221,3.61,2696,224.8,341,11.7,class_0
111,2350,1,1,15031,0,936,0,0,0,0,6.7,502,3.86,1794,173.6,472,10.5,class_0
111,2350,1,1,15031,0,46,1,1,0,0.5,20,408,3.7,1856,169,360,10.9,class_0
111,2350,1,1,15031,0,165,1,0,1,0,16.4,248,3.38,1662,227.9,226,11.1,class_0
111,2350,1,1,15031,0,298,0,1,1,1,18.3,259,3.21,1430,266,396,11.1,class_0
111,2350,1,1,15031,0,433,0,0,0,1,20.6,502,2.6,369,266,288,13.4,class_0
112,3445,2,0,20256,0,1023,0,1,1,0,2,267,3.67,754,196.9,136,11.8,class_0
112,3445,2,0,20256,0,363,0,1,1,0.5,2.7,294,3.48,733,265.1,162,11.7,class_0
112,3445,2,0,20256,0,733,0,1,1,0.5,3.2,211,2.74,536,387.5,111,12.5,class_0
112,3445,2,0,20256,0,957,0,1,1,0,3.3,321,3.33,513,207.7,146,11.7,class_0
112,3445,2,0,20256,0,80,0,1,0,0,3.6,424,2.89,645,207.7,158,12.1,class_0
112,3445,2,0,20256,0,188,0,1,0,0.5,4.3,228,2.45,523,224.8,142,11.6,class_0
112,3445,2,0,20256,0,325,0,1,1,0.5,4.9,189,2.22,505,174,124,12.5,class_0
112,3445,2,0,20256,0,456,0,1,0,1,3.8,171,2.31,476,175,142,12.8,class_0
112,3445,2,0,20256,0,563,0,1,0,0.5,4.4,161,2.34,451,149,278,13.4,class_0
112,3445,2,0,20256,0,603,0,1,0,0.5,3.6,386,1.61,440,214,167,13.2,class_0
112,3445,2,0,20256,0,704,0,0,0,0.5,10.5,342,1.4,1416,214,293,13.2,class_0
113,951,2,1,18713,0,1023,0,1,1,0,6.7,374,3.74,979,128.7,266,11.1,class_0
113,951,2,1,18713,0,248,1,1,1,0,5.2,414,3.42,1017,91.5,104,10.1,class_0
113,951,2,1,18713,0,722,0,1,1,0.5,7.2,268,3.28,924,100.8,102,11.5,class_0
113,951,2,1,18713,0,893,0,0,1,0.5,13.5,688,3.19,1275,128.7,154,13.8,class_0
113,951,2,1,18713,0,1004,0,0,1,0.5,26,228,3.1,1128,128.7,220,12.6,class_0
114,3395,2,0,19295,1,986,0,1,0,0,1.9,293,3.45,827,107,134,11,class_0
114,3395,2,0,19295,1,75,0,0,0,0,2.2,312,3.45,827,107,141,11.5,class_0
114,3395,2,0,19295,1,226,0,1,0,0,2.3,204,3.34,885,83.7,138,11.7,class_0
114,3395,2,0,19295,1,370,0,0,0,0,2.3,186,3.5,748,73,96,11.8,class_0
114,3395,2,0,19295,1,485,0,1,0,0,2.3,169,3.26,998,97,96,12.4,class_0
114,3395,2,0,19295,1,577,0,1,1,0.5,3.5,154,3.25,937,120,106,12.4,class_0
114,3395,2,0,19295,1,647,1,1,1,1,4.3,128,2.78,777,144,102,13.8,class_0
114,3395,2,0,19295,1,703,0,0,1,1,27.6,281,2.14,1128,144,316,17.3,class_0
115,4091,0,0,15574,0,71,0,0,1,0,0.5,221,4.21,1374,117.8,263,9.7,class_0
115,4091,0,0,15574,0,221,0,0,0,0,0.8,321,3.87,1036,105.4,202,10.8,class_0
115,4091,0,0,15574,0,347,0,1,0,0,0.8,322,3.73,1150,97,153,9.6,class_0
115,4091,0,0,15574,0,470,0,1,0,0,0.7,339,4.29,914,96,154,10.1,class_0
115,4091,0,0,15574,0,562,0,0,0,0,1.1,375,3.48,933,111,183,10.4,class_0
115,4091,0,0,15574,0,630,0,0,0,0,1,340,3.63,869,108,217,10.7,class_0
115,4091,0,0,15574,0,691,0,0,0,0,0.8,347,3.51,799,111,187,11.2,class_0
115,4091,0,0,15574,0,766,0,0,0,0,1.1,339,3.79,758,100,193,11.2,class_0
116,4015,0,1,22306,0,966,0,0,0,0,0.7,425,4.3,740,65.1,336,9.7,class_0
116,4015,0,1,22306,0,75,0,0,0,0,0.9,342,4.07,741,66.7,297,10.4,class_0
116,4015,0,1,22306,0,208,0,0,0,0,0.9,223,3.41,666,58.9,301,9.8,class_0
116,4015,0,1,22306,0,340,0,0,0,0,0.9,239,3.96,664,50,281,9.8,class_0
116,4015,0,1,22306,0,462,0,0,0,0,0.9,225,3.81,516,52,263,10.9,class_0
116,4015,0,1,22306,0,575,0,0,0,0,1.2,208,3.69,511,47,305,10.4,class_0
116,4015,0,1,22306,0,694,0,0,0,0,0.8,219,3.58,542,50,269,11,class_0
116,4015,0,1,22306,0,757,0,0,0,0,1,225,3.86,453,46,273,11.6,class_0
117,1083,2,1,18137,0,1023,0,1,1,0,6.5,950,3.11,2374,170.5,354,11,class_0
117,1083,2,1,18137,0,315,0,1,1,0.5,17.4,414,3.57,2928,190.7,239,13.8,class_0
117,1083,2,1,18137,0,792,0,1,1,0,15,293,3.01,3204,179.8,222,11.1,class_0
117,1083,2,1,18137,0,992,0,1,1,1,19.5,360,3.06,3340,244.9,205,11.3,class_0
117,1083,2,1,18137,0,21,0,1,0,1,14.5,500,3.06,1105,244.9,128,10.5,class_0
118,2288,2,1,17844,0,732,0,1,0,0,3.4,269,3.09,1101,113.2,132,10.6,class_0
118,2288,2,1,17844,0,938,0,1,1,0,4.2,424,3.13,1047,151.9,125,11.3,class_0
118,2288,2,1,17844,0,41,0,0,0,0,4.8,210,2.9,974,148,126,11.3,class_0
118,2288,2,1,17844,0,204,0,0,0,0,5.8,239,3.07,1010,187,114,11.6,class_0
118,2288,2,1,17844,0,426,1,1,1,1,12,210,2.13,1028,158,138,13.6,class_0
120,2033,1,1,12839,1,738,0,1,1,0,4.2,741,3.44,1558,150.4,281,11.5,class_0
120,2033,1,1,12839,1,902,0,1,1,0,13.5,288,3.95,1362,147.3,364,10.5,class_0
120,2033,1,1,12839,1,4,0,1,1,0,15.3,351,3.67,1576,192.2,327,10.7,class_0
120,2033,1,1,12839,1,135,0,1,0,0.5,16,307,3.23,1177,156.6,264,10.9,class_0
120,2033,1,1,12839,1,284,0,1,0,0.5,22.1,168,2.76,1130,173,228,11,class_0
120,2033,1,1,12839,1,378,0,0,0,0.5,14,226,2.57,1428,173,234,13.3,class_0
121,191,2,0,24803,1,1023,1,1,0,1,1.3,151,3.08,1112,46.5,213,13.2,class_0
123,971,2,1,16736,0,1023,0,1,1,1,5.1,246,3.23,790,179.8,104,13,class_0
123,971,2,1,16736,0,216,1,1,1,1,4.7,340,2.73,763,148.8,112,12.7,class_0
124,3903,2,1,19318,1,1023,0,1,0,0,0.6,251,3.9,681,57.4,182,10.8,class_0
125,2468,1,0,17233,0,1023,0,1,0,0,1.3,316,3.51,1162,147.3,238,10,class_0
125,2468,1,0,17233,0,315,0,0,0,0,2.4,296,3.72,1188,148.8,208,10.4,class_0
125,2468,1,0,17233,0,724,0,0,0,0,2.2,313,3.74,1214,215.5,172,10.5,class_0
125,2468,1,0,17233,0,908,0,0,0,0,2.4,656,3.72,1155,155,161,10.4,class_0
125,2468,1,0,17233,0,17,0,1,0,0,3.4,411,3.9,1083,189.1,130,10.7,class_0
125,2468,1,0,17233,0,190,0,1,0,0,4,217,3.08,1012,195.3,113,11,class_0
125,2468,1,0,17233,0,299,0,1,0,0.5,3.7,213,3.24,1226,237,169,11.1,class_0
125,2468,1,0,17233,0,446,1,1,0,1,13.4,278,3.09,1235,264,223,12,class_0
125,2468,1,0,17233,0,492,0,1,1,1,13.4,304,3.2,1416,264,327,12.7,class_0
126,824,2,1,19577,0,1023,1,1,1,0,1.2,269,3.12,1441,165.9,166,11.1,class_0
126,824,2,1,19577,0,409,0,1,1,0,0.9,426,2.75,1116,155,105,10.1,class_0
126,824,2,1,19577,0,768,1,1,1,0.5,1.6,368,3.05,1083,148.8,84,11.5,class_0
126,824,2,1,19577,0,916,1,1,1,1,2.3,294,2.81,1097,230,110,11.2,class_0
126,824,2,1,19577,0,985,1,0,1,1,10.8,317,2.81,1036,230,231,13.2,class_0
127,3924,0,0,16109,0,944,0,0,0,0,0.9,335,3.57,2154,142.6,283,9.8,class_0
127,3924,0,0,16109,0,47,0,0,0,0,1.1,364,3.67,2070,164.3,228,10.1,class_0
127,3924,0,0,16109,0,168,0,0,1,0,1.1,355,3.27,1524,102.3,200,9.8,class_0
127,3924,0,0,16109,0,299,0,0,0,0,1.4,488,3.43,1949,137,218,10,class_0
127,3924,0,0,16109,0,394,0,0,0,0,1.1,466,3.33,1675,125,190,10.6,class_0
127,3924,0,0,16109,0,525,0,0,1,0.5,2.9,446,3.6,2070,115,170,10.6,class_0
127,3924,0,0,16109,0,597,0,0,0,0,2.2,410,3.37,1900,117,192,11.3,class_0
127,3924,0,0,16109,0,670,0,0,1,0,2.5,423,3.5,1422,122,149,11.2,class_0
127,3924,0,0,16109,0,742,0,0,0,0,2.3,397,3.34,1391,113,129,11.7,class_0
128,1037,2,1,15322,0,1023,0,1,1,0,16.2,281,2.89,1828,299.2,123,12.6,class_0
128,1037,2,1,15322,0,348,0,1,1,0.5,4.5,741,2.89,2284,308.5,154,12.6,class_0
128,1037,2,1,15322,0,652,0,1,1,1,18.5,168,3.37,1928,398.4,115,13.1,class_0
128,1037,2,1,15322,0,900,0,0,1,1,16.5,424,2.84,1914,186,127,13.2,class_0
128,1037,2,1,15322,0,1017,1,0,1,1,16,115,2.31,2023,327.1,133,21.9,class_0
130,1411,2,0,16154,0,774,0,1,1,0,13.2,466,2.8,3308,213.9,307,11.6,class_0
130,1411,2,0,16154,0,956,1,1,1,1,16.5,253,3.02,3600,254.2,332,11.6,class_0
130,1411,2,0,16154,0,6,1,1,1,0.5,14.2,219,2.9,2524,182.9,401,10.6,class_0
130,1411,2,0,16154,0,139,0,0,0,0.5,27.2,390,1.7,804,182.9,261,28,class_0
131,850,2,0,22646,0,1023,0,1,1,0,2.8,242,3.8,614,136.4,121,13.2,class_0
131,850,2,0,22646,0,321,0,1,1,0,4.5,255,3.87,719,178.3,108,12.9,class_0
131,850,2,0,22646,0,759,0,1,1,0,5.6,342,3.51,977,209.3,111,13.9,class_0
131,850,2,0,22646,0,935,1,1,1,1,16.2,335,2.9,701,139.5,173,13.6,class_0
