@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute class {class_0,class_1}

@data
282,83,48,4043,-71.185,42.1848,35.4,35.4,0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,4,216,14.9,392.23,class_0
283,83,48,4044,-71.1775,42.1735,46,46,0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,4,216,14.9,377.07,class_0
284,30,49,4051,-71.173,42.1475,50,50,0.01501,90,1.21,1,0.401,7.923,24.8,5.885,0,198,13.6,395.52,class_0
285,47,50,4061,-71.18,42.1105,32.2,32.2,0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,0,285,15.3,394.72,class_0
286,51,51,4071,-71.2135,42.1,22,22,0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,0,300,15.3,394.72,class_0
288,79,53,4111,-71.148,42.0775,23.2,23.2,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,5,293,16.6,396.9,class_0
289,79,53,4112,-71.1325,42.094,22.3,22.3,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,5,293,16.6,396.9,class_0
290,79,53,4113,-71.155,42.098,24.8,24.8,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,5,293,16.6,371.72,class_0
291,86,54,4121,-71.1385,42.1235,28.5,28.5,0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,3,245,19.2,396.9,class_0
292,86,54,4122,-71.133,42.1408,37.3,37.3,0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,3,245,19.2,396.9,class_0
293,86,54,4123,-71.107,42.1307,27.9,27.9,0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,3,245,19.2,396.9,class_0
294,60,55,4131,-71.109,42.11,23.9,23.9,0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,3,289,16,396.9,class_0
295,60,55,4132,-71.118,42.1217,21.7,21.7,0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,3,289,16,396.9,class_0
296,60,55,4133,-71.1309,42.1166,28.6,28.6,0.12932,0,13.92,0,0.437,6.678,31.1,5.9604,3,289,16,396.9,class_0
297,60,55,4134,-71.128,42.1108,27.1,27.1,0.05372,0,13.92,0,0.437,6.549,51,5.9604,3,289,16,392.85,class_0
299,71,56,4141,-71.12,42.0725,22.5,22.5,0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,4,358,14.8,368.24,class_0
300,71,56,4142,-71.1,42.059,29,29,0.05561,70,2.24,0,0.4,7.041,10,7.8278,4,358,14.8,371.58,class_0
301,71,56,4143,-71.1035,42.0735,24.8,24.8,0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,4,358,14.8,390.86,class_0
302,24,57,4151,-71.0875,42.095,22,22,0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,6,329,16.1,395.75,class_0
303,24,57,4152,-71.0625,42.102,26.4,26.4,0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,6,329,16.1,383.61,class_0
304,24,57,4153,-71.0865,42.12,33.1,33.1,0.1,34,6.09,0,0.433,6.982,17.7,5.4917,6,329,16.1,390.43,class_0
305,52,58,4161,-71.0465,42.145,36.1,36.1,0.05515,33,2.18,0,0.472,7.236,41.1,4.022,6,222,18.4,393.68,class_0
306,52,58,4162,-71.057,42.1525,28.4,28.4,0.05479,33,2.18,0,0.472,6.616,58.1,3.37,6,222,18.4,393.36,class_0
307,52,58,4163,-71.045,42.159,33.4,33.4,0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,6,222,18.4,396.9,class_0
308,52,58,4164,-71.028,42.1565,28.2,28.2,0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,6,222,18.4,396.9,class_0
309,63,59,4171,-71.0138,42.1555,22.8,22.8,0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,3,304,18.4,396.9,class_0
310,63,59,4172,-71.0201,42.16,20.3,20.3,0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,3,304,18.4,396.24,class_0
311,63,59,4173,-71.016,42.176,16.1,16.1,2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,3,304,18.4,350.45,class_0
312,63,59,4174,-71.0075,42.178,22.1,22.1,0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,3,304,18.4,396.9,class_0
313,63,59,4175,-71.015,42.167,19.4,19.4,0.26169,0,9.9,0,0.544,6.023,90.4,2.834,3,304,18.4,396.3,class_0
314,63,59,4176,-71.0075,42.1613,21.6,21.6,0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,3,304,18.4,393.39,class_0
315,63,59,4177,-71,42.153,23.8,23.8,0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,3,304,18.4,395.69,class_0
316,63,59,4178,-70.9795,42.158,16.2,16.2,0.25356,0,9.9,0,0.544,5.705,77.7,3.945,3,304,18.4,396.42,class_0
319,63,59,4181,-71.01,42.15,23.1,23.1,0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,3,304,18.4,395.21,class_0
321,20,60,4191,-71.0085,42.129,23.8,23.8,0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,4,287,19.6,396.9,class_0
322,20,60,4192,-70.9975,42.134,23.1,23.1,0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,4,287,19.6,396.9,class_0
323,20,60,4193,-70.99,42.1367,20.4,20.4,0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,4,287,19.6,396.9,class_0
324,20,60,4194,-70.9834,42.1375,18.5,18.5,0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,4,287,19.6,391.13,class_0
325,20,60,4195,-70.9895,42.1265,25,25,0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,4,287,19.6,396.9,class_0
326,20,60,4196,-71,42.1066,24.6,24.6,0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,4,287,19.6,393.68,class_0
327,20,60,4197,-70.9995,42.1175,23,23,0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,4,287,19.6,396.9,class_0
329,64,61,4201,-71.0275,42.113,19.3,19.3,0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,3,430,16.9,382.44,class_0
330,64,61,4202,-71.0415,42.115,22.6,22.6,0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,3,430,16.9,375.21,class_0
331,64,61,4203,-71.025,42.098,19.8,19.8,0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,3,430,16.9,368.57,class_0
332,37,62,4211,-71.0115,42.0865,17.1,17.1,0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,0,304,16.9,394.02,class_0
333,37,62,4212,-70.996,42.0895,19.4,19.4,0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,0,304,16.9,362.25,class_0
334,87,63,4221,-70.9795,42.0995,22.2,22.2,0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,4,224,20.2,389.71,class_0
335,87,63,4222,-70.965,42.101,20.7,20.7,0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,4,224,20.2,389.4,class_0
336,87,63,4223,-70.97,42.115,21.1,21.1,0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,4,224,20.2,396.9,class_0
337,87,63,4224,-70.976,42.128,19.5,19.5,0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,4,224,20.2,396.9,class_0
338,87,63,4225,-70.9602,42.127,18.5,18.5,0.03041,0,5.19,0,0.515,5.895,59.6,5.615,4,224,20.2,394.81,class_0
339,87,63,4226,-70.9633,42.1374,20.6,20.6,0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,4,224,20.2,396.14,class_0
340,87,63,4227,-70.9675,42.144,19,19,0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,4,224,20.2,396.9,class_0
341,87,63,4228,-70.965,42.1503,18.7,18.7,0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,4,224,20.2,396.9,class_0
342,26,64,4231,-70.8875,42.1465,32.7,32.7,0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,0,284,15.5,394.74,class_0
343,38,65,5001,-70.915,42.16,16.5,16.5,0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,0,422,15.9,389.96,class_0
344,36,66,5011,-70.937,42.1475,23.9,23.9,0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,4,370,17.6,396.9,class_0
345,36,66,5012,-70.9325,42.123,31.2,31.2,0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,4,370,17.6,387.97,class_0
346,67,67,5021,-70.947,42.0725,17.5,17.5,0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,2,352,18.8,385.64,class_0
348,35,68,5031,-70.9275,42.0795,23.1,23.1,0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,3,351,17.9,392.43,class_0
349,59,69,5041,-70.92,42.1016,24.5,24.5,0.01501,80,2.01,0,0.435,6.635,29.7,8.344,3,280,17,390.94,class_0
350,70,70,5051,-70.855,42.13,26.6,26.6,0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,0,335,19.7,389.85,class_0
351,70,70,5052,-70.833,42.115,22.9,22.9,0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,0,335,19.7,396.9,class_0
352,46,71,5061,-70.83,42.0775,24.1,24.1,0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,3,411,18.3,370.78,class_0
353,46,71,5062,-70.81,42.059,18.6,18.6,0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,3,411,18.3,392.33,class_0
354,31,72,5071,-70.83,42.0485,30.1,30.1,0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,4,187,17,384.46,class_0
355,62,73,5081,-70.853,42.052,18.2,18.2,0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,3,334,22,382.8,class_0
356,62,73,5082,-70.8525,42.03,20.6,20.6,0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,3,334,22,376.04,class_0
359,5,74,3,-71.1007,42.21,22.7,22.7,5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,8,666,20.2,395.43,class_0
361,5,74,5,-71.0905,42.2033,25,25,4.54192,0,18.1,0,0.77,6.398,88,2.5182,8,666,20.2,374.56,class_0
363,5,74,7,-71.081,42.208,20.8,20.8,3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,8,666,20.2,380.79,class_0
365,6,75,101,-71.059,42.2098,21.9,21.9,3.47428,0,18.1,1,0.718,8.78,82.9,1.9047,8,666,20.2,354.55,class_0
366,6,75,102,-71.0595,42.2075,27.5,27.5,4.55587,0,18.1,0,0.718,3.561,87.9,1.6132,8,666,20.2,354.7,class_0
369,6,75,107,-71.048,42.2105,50,50,4.89822,0,18.1,0,0.631,4.97,100,1.3325,8,666,20.2,375.52,class_0
370,6,75,108,-71.0497,42.2125,50,50,5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,8,666,20.2,375.33,class_0
371,7,76,201,-71.0422,42.2144,50,50,6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,8,666,20.2,392.05,class_0
372,7,76,202,-71.0417,42.216,50,50,9.2323,0,18.1,0,0.631,6.216,100,1.1691,8,666,20.2,366.15,class_0
373,7,76,203,-71.0397,42.2182,50,50,8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,8,666,20.2,347.88,class_0
408,10,81,703,-71.0427,42.209,27.9,27.9,11.9511,0,18.1,0,0.659,5.608,100,1.2852,8,666,20.2,332.09,class_0
411,10,81,707,-71.0462,42.2075,15,15,51.1358,0,18.1,0,0.597,5.757,100,1.413,8,666,20.2,2.6,class_0
433,16,82,821,-71.052,42.1854,16.1,16.1,6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,8,666,20.2,97.95,class_0
464,9,84,1008,-71.0358,42.1675,20.2,20.2,5.82115,0,18.1,0,0.713,6.513,89.9,2.8016,8,666,20.2,393.82,class_0
474,12,86,1201,-71.0732,42.184,29.8,29.8,4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,8,666,20.2,374.68,class_0
481,19,87,1301,-71.1008,42.174,23,23,5.82401,0,18.1,0,0.532,6.242,64.7,3.4242,8,666,20.2,396.9,class_0
482,19,87,1302,-71.095,42.173,23.7,23.7,5.70818,0,18.1,0,0.532,6.75,74.9,3.3317,8,666,20.2,393.07,class_0
483,19,87,1303,-71.09,42.1665,25,25,5.73116,0,18.1,0,0.532,7.061,77,3.4106,8,666,20.2,395.28,class_0
484,19,87,1304,-71.0975,42.1608,21.8,21.8,2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,8,666,20.2,392.92,class_0
486,13,88,1402,-71.075,42.1455,21.2,21.2,3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,8,666,20.2,388.62,class_0
488,13,88,1404,-71.065,42.161,20.6,20.6,4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,8,666,20.2,388.22,class_0
494,66,90,1701,-71.0125,42.2462,21.8,21.8,0.17331,0,9.69,0,0.585,5.707,54,2.3817,5,391,19.2,396.9,class_0
502,90,91,1801,-70.986,42.2312,22.4,22.4,0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,0,273,21,391.99,class_0
503,90,91,1802,-70.991,42.2275,20.6,20.6,0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,0,273,21,396.9,class_0
504,90,91,1803,-70.9948,42.226,23.9,23.9,0.06076,0,11.93,0,0.573,6.976,91,2.1675,0,273,21,396.9,class_0
505,90,91,1804,-70.9875,42.224,22,22,0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,0,273,21,393.45,class_0
506,90,91,1805,-70.9825,42.221,11.9,19,0.04741,0,11.93,0,0.573,6.03,80.8,2.505,0,273,21,396.9,class_0
8,68,3,2042,-70.9375,42.31,27.1,22.1,0.14455,12.5,7.87,0,0.524,6.172,96.1,5.9505,4,311,15.2,396.9,class_1
9,68,3,2043,-70.933,42.312,16.5,16.5,0.21124,12.5,7.87,0,0.524,5.631,100,6.0821,4,311,15.2,386.63,class_1
10,68,3,2044,-70.929,42.316,18.9,18.9,0.17004,12.5,7.87,0,0.524,6.004,85.9,6.5921,4,311,15.2,386.71,class_1
11,68,3,2045,-70.935,42.316,15,15,0.22489,12.5,7.87,0,0.524,6.377,94.3,6.3467,4,311,15.2,392.52,class_1
12,68,3,2046,-70.944,42.317,18.9,18.9,0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,4,311,15.2,396.9,class_1
13,68,3,2047,-70.951,42.306,21.7,21.7,0.09378,12.5,7.87,0,0.524,5.889,39,5.4509,4,311,15.2,390.5,class_1
18,41,4,2055,-70.978,42.285,17.5,17.5,0.7842,0,8.14,0,0.538,5.99,81.7,4.2579,3,307,21,386.75,class_1
21,41,4,2058,-70.9835,42.277,13.6,13.6,1.25179,0,8.14,0,0.538,5.57,98.1,3.7979,3,307,21,376.57,class_1
22,41,4,2059,-70.982,42.281,19.6,19.6,0.85204,0,8.14,0,0.538,5.965,89.2,4.0123,3,307,21,392.53,class_1
23,41,4,2060,-70.9775,42.279,15.2,15.2,1.23247,0,8.14,0,0.538,6.142,91.7,3.9769,3,307,21,396.9,class_1
24,41,4,2061,-70.973,42.279,14.5,14.5,0.98843,0,8.14,0,0.538,5.813,100,4.0952,3,307,21,394.54,class_1
25,41,4,2062,-70.9693,42.2816,15.6,15.6,0.75026,0,8.14,0,0.538,5.924,94.1,4.3996,3,307,21,394.33,class_1
26,41,4,2063,-70.964,42.284,13.9,13.9,0.84054,0,8.14,0,0.538,5.599,85.7,4.4546,3,307,21,303.42,class_1
27,41,4,2064,-70.9597,42.287,16.6,16.6,0.67191,0,8.14,0,0.538,5.813,90.3,4.682,3,307,21,376.88,class_1
28,41,4,2065,-70.9597,42.2825,14.8,14.8,0.95577,0,8.14,0,0.538,6.047,88.8,4.4534,3,307,21,306.38,class_1
29,41,4,2066,-70.957,42.28,18.4,18.4,0.77299,0,8.14,0,0.538,6.495,94.4,4.4547,3,307,21,387.94,class_1
31,41,4,2068,-70.967,42.279,12.7,12.7,1.13081,0,8.14,0,0.538,5.713,94.1,4.233,3,307,21,360.17,class_1
32,41,4,2069,-70.964,42.2765,14.5,14.5,1.35472,0,8.14,0,0.538,6.072,100,4.175,3,307,21,376.73,class_1
33,41,4,2070,-70.972,42.2765,13.2,13.2,1.38799,0,8.14,0,0.538,5.95,82,3.99,3,307,21,232.6,class_1
34,41,4,2071,-70.9795,42.276,13.1,13.1,1.15172,0,8.14,0,0.538,5.701,95,3.7872,3,307,21,358.77,class_1
35,41,4,2072,-70.9775,42.272,13.5,13.5,1.61282,0,8.14,0,0.538,6.096,96.9,3.7598,3,307,21,248.31,class_1
47,61,7,2106,-70.965,42.3075,20,20,0.18836,0,6.91,0,0.448,5.786,33.3,5.1004,2,233,17.9,396.9,class_1
48,61,7,2107,-70.956,42.3125,16.6,16.6,0.22927,0,6.91,0,0.448,6.03,85.5,5.6894,2,233,17.9,392.74,class_1
49,61,7,2108,-70.955,42.3165,14.4,14.4,0.25387,0,6.91,0,0.448,5.399,95.3,5.87,2,233,17.9,396.9,class_1
50,61,7,2109,-70.9525,42.3208,19.4,19.4,0.21977,0,6.91,0,0.448,5.602,62,6.0877,2,233,17.9,396.9,class_1
51,28,8,2111,-70.951,42.334,19.7,19.7,0.08873,21,5.64,0,0.439,5.963,45.7,6.8147,3,243,16.8,395.56,class_1
55,50,9,2121,-71.0175,42.3715,18.9,18.9,0.0136,75,4,0,0.41,5.888,47.6,7.3197,2,469,21.1,396.9,class_1
61,4,13,2173,-70.93,42.337,18.7,18.7,0.14932,25,5.13,0,0.453,5.741,66.2,7.2254,7,284,19.7,395.11,class_1
62,4,13,2174,-70.93,42.3275,16,16,0.17171,25,5.13,0,0.453,5.966,93.4,6.8185,7,284,19.7,378.08,class_1
69,88,16,3312,-71.108,42.34,17.4,17.4,0.13554,12.5,6.07,0,0.409,5.594,36.8,6.498,3,345,18.9,396.9,class_1
87,78,20,3353,-71.033,42.305,22.5,22.5,0.05188,0,4.49,0,0.449,6.015,45.1,4.4272,2,247,18.5,395.99,class_1
104,48,24,3394,-71.077,42.249,19.3,19.3,0.21161,0,8.56,0,0.52,6.137,87.4,2.7147,4,384,20.9,394.47,class_1
106,48,24,3396,-71.0662,42.2425,19.5,19.5,0.13262,0,8.56,0,0.52,5.851,96.7,2.1069,4,384,20.9,394.05,class_1
107,48,24,3397,-71.0622,42.2431,19.5,19.5,0.1712,0,8.56,0,0.52,5.836,91.9,2.211,4,384,20.9,395.67,class_1
108,48,24,3398,-71.0553,42.2465,20.4,20.4,0.13117,0,8.56,0,0.52,6.127,85.2,2.1224,4,384,20.9,387.69,class_1
110,48,24,3400,-71.06,42.254,19.4,19.4,0.26363,0,8.56,0,0.52,6.229,91.2,2.5451,4,384,20.9,391.23,class_1
111,48,24,3401,-71.056,42.2605,21.7,21.7,0.10793,0,8.56,0,0.52,6.195,54.4,2.7778,4,384,20.9,393.49,class_1
113,43,25,3412,-71.049,42.253,18.8,18.8,0.12329,0,10.01,0,0.547,5.913,92.9,2.3534,5,432,17.8,394.95,class_1
114,43,25,3413,-71.0428,42.258,18.7,18.7,0.22212,0,10.01,0,0.547,6.092,95.4,2.548,5,432,17.8,396.9,class_1
116,43,25,3415,-71.0355,42.2545,18.3,18.3,0.17134,0,10.01,0,0.547,5.928,88.2,2.4631,5,432,17.8,344.91,class_1
119,43,25,3418,-71.0285,42.258,20.4,20.4,0.13058,0,10.01,0,0.547,5.872,73.1,2.4775,5,432,17.8,338.63,class_1
120,43,25,3419,-71.019,42.2605,19.3,19.3,0.14476,0,10.01,0,0.547,5.731,65.2,2.7592,5,432,17.8,391.5,class_1
121,32,26,3421,-71.0243,42.2483,22,22,0.06899,0,25.65,0,0.581,5.87,69.7,2.2577,1,188,19.1,389.15,class_1
122,32,26,3422,-71.0312,42.2505,20.3,20.3,0.07165,0,25.65,0,0.581,6.004,84.1,2.1974,1,188,19.1,377.67,class_1
123,32,26,3423,-71.0377,42.247,20.5,20.5,0.09299,0,25.65,0,0.581,5.961,92.9,2.0869,1,188,19.1,378.09,class_1
124,32,26,3424,-71.037,42.2435,17.3,17.3,0.15038,0,25.65,0,0.581,5.856,97,1.9444,1,188,19.1,370.31,class_1
125,32,26,3425,-71.0308,42.245,18.8,18.8,0.09849,0,25.65,0,0.581,5.879,95.8,2.0063,1,188,19.1,379.38,class_1
126,32,26,3426,-71.0262,42.2431,21.4,21.4,0.16902,0,25.65,0,0.581,5.986,88.4,1.9929,1,188,19.1,385.02,class_1
127,32,26,3427,-71.0333,42.2395,15.7,15.7,0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,1,188,19.1,359.29,class_1
128,73,27,3501,-71.053,42.2355,16.2,16.2,0.25915,0,21.89,0,0.624,5.693,96,1.7883,3,437,21.2,392.11,class_1
129,73,27,3502,-71.058,42.235,18,18,0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,3,437,21.2,396.9,class_1
130,73,27,3503,-71.0638,42.2368,14.3,14.3,0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,3,437,21.2,396.9,class_1
134,73,27,3507,-71.079,42.245,18.4,18.4,0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,3,437,21.2,388.69,class_1
135,73,27,3508,-71.076,42.2405,15.6,15.6,0.97617,0,21.89,0,0.624,5.757,98.4,2.346,3,437,21.2,262.76,class_1
136,73,27,3509,-71.075,42.2362,18.1,18.1,0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,3,437,21.2,394.67,class_1
137,73,27,3510,-71.0677,42.2335,17.4,17.4,0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,3,437,21.2,378.25,class_1
138,73,27,3511,-71.063,42.2325,17.1,17.1,0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,3,437,21.2,394.08,class_1
139,73,27,3512,-71.062,42.2275,13.3,13.3,0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,3,437,21.2,392.04,class_1
140,73,27,3513,-71.0568,42.23,17.8,17.8,0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,3,437,21.2,396.9,class_1
141,73,27,3514,-71.0518,42.2312,14,14,0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,3,437,21.2,388.08,class_1
142,73,27,3515,-71.0543,42.2265,14.4,14.4,1.62864,0,21.89,0,0.624,5.019,100,1.4394,3,437,21.2,396.9,class_1
143,23,28,3521,-71.048,42.2222,13.4,13.4,3.32105,0,19.58,1,0.871,5.403,100,1.3216,4,403,14.7,396.9,class_1
144,23,28,3522,-71.0519,42.223,15.6,15.6,4.0974,0,19.58,0,0.871,5.468,100,1.4118,4,403,14.7,396.9,class_1
145,23,28,3523,-71.051,42.2205,11.8,11.8,2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,4,403,14.7,396.9,class_1
146,23,28,3524,-71.054,42.219,13.8,13.8,2.37934,0,19.58,0,0.871,6.13,100,1.4191,4,403,14.7,172.91,class_1
147,23,28,3525,-71.059,42.221,15.6,15.6,2.15505,0,19.58,0,0.871,5.628,100,1.5166,4,403,14.7,169.27,class_1
148,23,28,3526,-71.0555,42.2222,14.6,14.6,2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,4,403,14.7,391.71,class_1
149,23,28,3527,-71.0567,42.224,17.8,17.8,2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,4,403,14.7,356.99,class_1
150,23,28,3528,-71.058,42.223,15.4,15.4,2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,4,403,14.7,351.85,class_1
151,23,28,3529,-71.062,42.2236,21.5,21.5,1.6566,0,19.58,0,0.871,6.122,97.3,1.618,4,403,14.7,372.8,class_1
152,23,28,3530,-71.0622,42.2205,19.6,19.6,1.49632,0,19.58,0,0.871,5.404,100,1.5916,4,403,14.7,341.6,class_1
154,23,28,3532,-71.0645,42.215,19.4,19.4,2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,4,403,14.7,261.95,class_1
155,23,28,3533,-71.0662,42.2162,17,17,1.41385,0,19.58,1,0.871,6.129,96,1.7494,4,403,14.7,321.02,class_1
156,23,28,3534,-71.068,42.215,15.6,15.6,3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,4,403,14.7,88.01,class_1
157,23,28,3535,-71.0667,42.22,13.1,13.1,2.44668,0,19.58,0,0.871,5.272,94,1.7364,4,403,14.7,88.63,class_1
171,23,28,3549,-71.081,42.2368,17.4,17.4,1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,4,403,14.7,292.29,class_1
173,0,29,3561,-71.087,42.2416,23.1,23.1,0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,4,296,16.6,396.9,class_1
185,3,30,3576,-71.112,42.23,26.4,26.4,0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,2,193,17.8,391,class_1
186,3,30,3577,-71.1175,42.235,29.6,29.6,0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,2,193,17.8,387.11,class_1
208,80,38,3683,-71.149,42.2268,22.5,22.5,0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,3,277,18.6,389.43,class_1
209,80,38,3684,-71.1503,42.222,24.4,24.4,0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,3,277,18.6,381.32,class_1
210,80,38,3685,-71.143,42.2217,20,20,0.43571,0,10.59,1,0.489,5.344,100,3.875,3,277,18.6,396.9,class_1
211,80,38,3686,-71.1435,42.2177,21.7,21.7,0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,3,277,18.6,393.25,class_1
212,80,38,3687,-71.138,42.2216,19.3,19.3,0.37578,0,10.59,1,0.489,5.404,88.6,3.665,3,277,18.6,395.24,class_1
213,80,38,3688,-71.1335,42.225,22.4,22.4,0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,3,277,18.6,390.94,class_1
215,80,38,3690,-71.127,42.235,23.7,23.7,0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,3,277,18.6,348.93,class_1
217,81,39,3701,-71.1166,42.223,23.3,23.3,0.0456,0,13.89,1,0.55,5.888,56,3.1121,4,276,16.4,392.8,class_1
219,81,39,3703,-71.0933,42.222,21.5,21.5,0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,4,276,16.4,396.9,class_1
222,56,40,3732,-71.121,42.2166,21.7,21.7,0.40771,0,6.2,1,0.507,6.164,91.3,3.048,7,307,17.4,395.24,class_1
246,33,42,3832,-71.2575,42.1618,18.5,18.5,0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,6,330,19.1,389.13,class_1
267,21,45,4010,-71.0725,42.1965,30.7,30.7,0.7857,20,3.97,0,0.647,7.014,84.6,2.1329,4,264,13,384.07,class_1
270,29,46,4021,-71.098,42.154,20.7,20.7,0.09065,20,6.96,1,0.464,5.92,61.5,3.9175,2,223,18.6,391.34,class_1
271,29,46,4022,-71.087,42.141,21.1,21.1,0.29916,20,6.96,0,0.464,5.856,42.1,4.429,2,223,18.6,388.65,class_1
287,57,52,4091,-71.195,42.0675,20.1,20.1,0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,0,241,18.2,341.6,class_1
298,60,55,4135,-71.121,42.1025,20.3,20.3,0.14103,0,13.92,0,0.437,5.79,58,6.32,3,289,16,396.9,class_1
317,63,59,4179,-70.988,42.1485,17.8,17.8,0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,3,304,18.4,390.7,class_1
