@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
2814,761,34,642,492,397,498,831,639,516,646,42,69,48,5,164,class_0
2816,756,34,515,429,357,434,667,567,474,570,52,53,49,1,155,class_0
2820,796,34,543,466,350,446,689,607,457,573,22,14,14,7,57,class_0
2821,797,34,513,427,376,432,635,512,451,524,29,40,36,1,106,class_0
2825,718,34,495,398,349,372,584,478,419,446,12,15,46,8,81,class_0
2829,800,34,627,473,366,488,799,613,472,627,50,56,40,7,153,class_0
2832,804,34,510,408,374,419,617,526,454,515,18,16,26,3,63,class_0
2883,820,34,487,394,339,401,642,520,439,527,27,46,32,0,105,class_0
2895,1048,34,674,517,408,523,879,669,512,674,70,60,66,9,212,class_0
2899,1060,34,457,366,326,368,587,477,438,483,20,17,31,4,72,class_0
2901,1080,34,464,373,318,396,568,454,389,484,21,10,14,0,46,class_0
6791,705,34,534,432,362,437,696,565,468,570,29,52,28,0,114,class_0
7109,700,34,592,480,374,466,758,616,485,599,36,42,40,8,127,class_0
10286,706,34,543,437,361,430,706,562,468,554,33,47,35,3,132,class_0
3011,32,35,426,286,282,304,568,354,447,371,5,6,5,1,17,class_0
3012,33,35,484,418,329,398,624,530,437,515,52,58,58,4,179,class_0
3014,50,35,530,431,360,464,662,552,464,587,74,39,35,0,148,class_0
3016,87,35,368,309,272,312,466,389,347,399,16,13,19,1,49,class_0
3025,139,35,419,364,300,346,527,459,379,436,32,37,60,3,132,class_0
3033,179,35,477,412,339,360,575,482,401,423,10,21,52,17,100,class_0
3036,300,35,445,362,300,349,580,440,405,449,15,32,34,2,83,class_0
3037,193,35,561,411,346,449,735,518,429,575,52,24,44,2,122,class_0
3038,553,35,476,394,325,399,609,508,412,509,25,21,17,7,70,class_0
3041,231,35,373,333,277,326,438,388,330,382,14,18,11,0,46,class_0
3042,235,35,558,414,346,445,757,528,439,584,58,32,55,0,146,class_0
3045,953,35,417,370,301,330,526,470,369,413,18,29,51,7,115,class_0
3046,303,35,457,425,282,345,484,419,395,438,0,0,0,0,39,class_0
3048,358,35,399,334,298,331,491,407,349,397,17,18,24,8,67,class_0
3049,364,35,468,367,302,373,602,469,379,474,28,22,20,11,81,class_0
3065,422,35,608,439,381,480,777,552,475,608,49,36,38,8,131,class_0
3069,464,35,423,330,283,280,518,413,371,361,2,8,15,22,47,class_0
3072,476,35,410,352,306,343,515,441,383,432,20,18,26,4,70,class_0
3073,483,35,445,366,298,370,569,464,367,470,27,18,19,5,69,class_0
3084,557,35,446,365,290,353,574,461,378,453,19,19,28,3,69,class_0
3085,603,35,499,294,269,290,458,346,318,340,5,9,15,0,29,class_0
3086,607,35,588,454,385,507,789,605,491,673,121,69,43,6,239,class_0
3089,610,35,511,431,371,437,639,546,465,550,55,53,39,8,155,class_0
3092,611,35,517,460,335,384,813,567,424,480,3,14,19,3,39,class_0
3093,613,35,482,396,350,375,454,494,441,470,2,19,18,2,41,class_0
3094,614,35,508,424,337,410,622,526,426,510,6,10,9,1,26,class_0
3095,615,35,378,417,353,392,511,518,445,489,4,13,17,2,36,class_0
3109,617,35,541,395,354,453,726,584,500,626,67,25,42,2,136,class_0
3110,628,35,459,372,329,363,600,467,399,457,22,42,56,10,130,class_0
3121,844,35,485,379,334,379,593,470,410,466,6,7,14,0,27,class_0
3133,1040,35,335,266,241,272,425,314,297,333,9,12,14,1,36,class_0
3134,1042,35,413,350,297,306,476,410,361,363,8,10,20,24,62,class_0
3135,1063,35,407,344,278,346,504,427,352,432,17,19,10,0,49,class_0
3142,1123,35,407,357,303,335,481,430,364,401,10,18,32,1,61,class_0
3143,1129,35,546,413,341,438,704,543,436,567,49,55,32,6,142,class_0
12748,751,35,510,439,368,411,658,563,502,537,15,54,35,15,119,class_0
3150,122,36,426,360,329,345,531,452,415,434,44,35,63,34,177,class_0
3151,57,36,487,399,383,264,576,686,322,358,0,0,0,0,26,class_0
3154,251,36,453,407,352,378,538,488,429,456,39,31,64,23,158,class_0
3157,436,36,459,375,313,342,545,454,383,415,12,31,34,29,108,class_0
3161,585,36,455,374,348,377,554,462,431,464,80,49,71,52,257,class_0
3163,598,36,435,397,321,336,522,479,390,407,12,11,30,24,77,class_0
3164,619,36,379,335,282,317,467,420,359,399,22,33,42,5,102,class_0
3165,618,36,432,372,317,385,527,454,371,466,39,18,15,5,77,class_0
3167,924,36,427,369,336,362,528,459,434,454,13,18,11,10,52,class_0
3174,620,36,427,360,311,346,515,444,386,425,15,14,14,11,54,class_0
3175,645,36,365,315,273,317,438,381,327,381,16,10,15,1,42,class_0
1339,1090,37,633,308,252,285,509,451,340,388,3,7,7,5,22,class_0
3191,204,37,401,329,307,349,496,414,389,436,13,15,7,1,36,class_0
3193,265,37,470,363,309,373,612,482,412,492,20,23,17,5,65,class_0
3194,313,37,418,373,302,355,531,468,371,444,20,27,27,3,77,class_0
3198,453,37,481,377,319,397,650,522,448,546,47,47,31,4,129,class_0
3208,594,37,633,348,297,292,505,485,380,409,4,5,2,0,11,class_0
3211,625,37,500,441,391,438,648,574,512,572,38,32,32,7,109,class_0
3217,668,37,596,442,378,495,729,545,463,607,47,20,31,0,98,class_0
3225,1064,37,597,279,216,269,883,340,262,328,4,14,8,0,26,class_0
3227,1115,37,596,390,345,478,758,524,466,621,69,43,28,4,145,class_0
3229,10,38,488,396,359,430,648,514,451,562,39,21,15,3,79,class_0
3230,14,38,576,414,332,415,744,537,418,532,36,46,54,8,144,class_0
3233,17,38,402,315,295,303,506,370,347,361,7,12,30,11,60,class_0
3241,107,38,471,409,354,398,597,429,448,503,15,5,18,3,41,class_0
3243,138,38,475,392,318,375,591,495,392,468,14,17,29,0,60,class_0
3244,154,38,492,397,323,394,628,503,407,500,13,12,16,2,43,class_0
3245,155,38,494,322,277,311,554,400,348,391,5,10,18,4,37,class_0
3247,176,38,493,425,346,377,578,508,420,455,9,22,48,5,84,class_0
3252,232,38,504,411,347,379,649,511,426,473,10,27,21,15,73,class_0
3253,236,38,622,468,380,466,797,601,478,593,35,47,51,7,144,class_0
3262,270,38,552,456,371,448,718,581,465,571,30,39,26,6,105,class_0
3265,304,38,675,481,387,517,902,653,519,694,56,43,44,9,152,class_0
3267,312,38,416,366,312,366,527,475,402,469,17,17,16,0,50,class_0
3268,323,38,627,475,400,485,820,630,516,637,38,65,28,20,151,class_0
3270,343,38,356,316,269,280,428,383,330,341,13,18,51,16,98,class_0
3274,357,38,653,498,392,521,876,702,551,716,40,19,33,3,95,class_0
3275,368,38,480,395,335,364,599,504,432,465,12,14,33,16,75,class_0
3276,385,38,451,406,310,385,572,521,399,492,10,8,8,2,28,class_0
3279,410,38,488,391,316,419,634,497,427,545,36,20,16,2,74,class_0
3282,424,38,498,427,354,409,641,548,444,520,22,28,45,0,95,class_0
3284,429,38,686,517,419,506,873,668,536,647,37,62,71,8,179,class_0
3288,441,38,472,401,362,419,593,512,466,531,28,21,17,1,67,class_0
3290,450,38,516,400,348,393,628,492,433,486,22,26,18,12,87,class_0
3293,470,38,502,436,352,395,656,575,442,507,16,26,33,11,86,class_0
3297,506,38,444,390,312,339,592,497,390,429,15,25,46,15,101,class_0
3298,510,38,481,400,351,393,621,514,446,505,34,37,45,15,131,class_0
3301,542,38,490,406,343,423,624,516,430,537,35,29,19,3,86,class_0
3303,128,38,497,383,314,359,623,490,397,454,8,18,20,7,53,class_0
3304,555,38,589,432,359,449,809,568,463,600,36,31,37,2,115,class_0
3323,456,38,676,544,417,508,820,675,527,631,46,64,61,26,197,class_0
3324,480,38,665,532,428,516,839,690,568,670,47,60,58,14,179,class_0
3354,644,38,538,425,362,417,693,571,452,538,17,28,39,1,85,class_0
3357,651,38,411,331,290,357,519,430,363,452,33,19,17,1,73,class_0
3359,680,38,575,454,406,438,724,576,513,554,11,43,42,7,103,class_0
3362,749,38,489,380,329,368,575,479,403,453,7,23,24,1,56,class_0
3366,714,38,472,392,323,375,573,481,403,463,20,14,24,8,66,class_0
3368,730,38,436,399,317,363,603,540,406,481,14,20,20,10,64,class_0
3369,817,38,534,420,359,422,661,519,443,521,25,26,33,5,89,class_0
3370,818,38,704,519,417,562,868,651,526,699,68,44,47,2,163,class_0
3376,840,38,408,342,287,369,534,443,376,481,33,14,10,1,58,class_0
3380,920,38,489,418,340,373,619,517,419,464,8,14,25,8,55,class_0
3381,921,38,478,401,314,369,602,507,401,467,9,23,14,10,56,class_0
3382,922,38,554,430,322,404,704,538,401,507,16,63,32,17,133,class_0
3385,1041,38,528,419,354,434,686,547,458,563,32,28,29,2,91,class_0
3389,1071,38,549,480,373,473,689,608,494,602,33,29,18,7,87,class_0
3391,1076,38,407,332,297,333,541,453,399,451,20,11,22,11,67,class_0
3392,1104,38,497,410,337,423,603,498,394,508,47,12,24,10,93,class_0
3396,1124,38,322,314,269,294,402,366,315,350,8,9,12,3,32,class_0
3399,1138,38,615,512,414,464,809,664,537,603,13,32,67,1,113,class_0
3986,15,38,486,415,342,365,594,532,429,458,6,19,33,10,68,class_0
3987,427,38,433,364,302,351,518,438,355,419,11,12,21,0,44,class_0
3988,561,38,477,328,296,307,609,457,399,415,5,9,27,3,44,class_0
3402,102,39,632,582,502,556,812,746,629,709,40,43,45,0,135,class_0
3409,673,39,558,427,351,444,739,576,484,598,35,49,34,0,118,class_0
4917,683,39,502,349,298,464,502,388,427,605,0,0,0,0,104,class_0
3419,153,40,429,356,299,327,518,430,359,395,12,20,29,6,72,class_0
3420,69,40,320,260,241,257,381,311,289,308,21,10,29,18,78,class_0
3422,149,40,293,247,214,264,366,311,261,329,20,7,9,0,36,class_0
3427,172,40,425,359,318,358,521,425,378,430,14,9,18,2,43,class_0
3430,199,40,415,355,330,358,515,441,402,442,23,25,15,9,76,class_0
3431,211,40,467,384,317,372,582,495,402,473,12,31,23,3,69,class_0
3432,278,40,420,348,297,355,527,548,366,444,19,5,14,2,40,class_0
3434,308,40,551,414,343,453,719,530,430,583,86,39,54,6,185,class_0
3435,435,40,453,381,343,380,557,472,427,470,34,31,41,4,114,class_0
3436,449,40,277,282,250,264,319,328,287,303,7,8,11,2,28,class_0
3439,546,40,472,278,252,269,831,314,285,303,5,16,21,4,46,class_0
3440,570,40,351,290,243,287,411,344,290,339,11,19,11,5,46,class_0
3445,655,40,503,376,316,397,637,478,395,501,26,22,22,5,75,class_0
3446,765,40,458,379,307,350,561,467,382,432,59,58,77,36,255,class_0
3449,878,40,461,392,317,374,563,481,392,457,30,39,36,12,117,class_0
3451,170,40,437,377,314,340,535,464,389,419,23,43,49,28,143,class_0
3455,1058,40,494,353,254,233,502,521,287,265,1,3,12,14,30,class_0
3457,1130,40,537,413,367,448,662,519,469,560,24,27,11,2,64,class_0
6951,880,40,433,368,303,366,529,452,376,450,49,43,16,21,132,class_0
9226,299,40,476,394,328,387,585,488,410,480,64,37,40,25,166,class_0
3458,40,41,434,382,322,364,576,519,429,487,34,22,45,7,108,class_0
3459,81,41,410,341,303,329,487,409,366,396,24,13,50,11,98,class_0
3461,223,41,711,290,246,257,878,356,302,317,4,11,13,7,36,class_0
3463,222,41,469,357,349,351,554,427,419,420,9,11,24,12,56,class_0
3469,760,41,376,308,289,311,463,388,364,391,7,12,15,2,36,class_0
3480,78,42,287,353,255,262,345,662,307,323,9,4,9,5,27,class_0
3481,131,42,393,334,286,324,475,405,339,390,32,33,41,11,117,class_0
3482,159,42,414,347,312,345,509,435,395,432,22,28,32,4,86,class_0
3486,226,42,453,374,308,365,561,473,374,451,33,22,25,17,97,class_0
3490,288,42,383,369,269,319,451,437,314,375,17,19,17,2,65,class_0
3492,305,42,382,326,271,305,454,401,346,374,16,23,20,9,69,class_0
3498,434,42,316,288,283,294,405,380,363,379,15,9,16,2,42,class_0
3500,442,42,350,320,284,297,431,407,334,360,12,20,29,13,74,class_0
3505,494,42,429,351,289,338,520,419,348,406,12,14,19,4,49,class_0
3511,522,42,398,334,291,347,465,404,337,410,21,16,15,0,52,class_0
3518,772,42,270,261,249,260,348,331,322,334,34,32,19,5,90,class_0
3519,674,42,575,446,353,430,741,566,428,538,23,37,46,4,110,class_0
3527,856,42,353,327,290,314,426,396,340,373,6,7,14,0,27,class_0
3528,861,42,396,361,318,332,496,454,396,414,18,22,52,20,112,class_0
3534,1006,42,578,427,347,485,759,571,447,636,53,20,18,6,99,class_0
3541,22,43,485,425,369,398,618,549,484,517,68,27,40,45,180,class_0
3543,42,43,508,394,320,418,629,500,390,518,37,20,23,4,84,class_0
3564,254,43,377,318,325,329,460,409,403,409,19,9,17,10,55,class_0
3584,439,43,404,343,319,349,525,431,428,449,15,18,11,6,50,class_0
3610,744,43,354,300,257,282,425,363,313,343,12,8,8,12,40,class_0
3620,786,43,627,470,373,478,763,581,465,590,22,33,25,3,83,class_0
3621,795,43,469,385,331,380,552,454,392,448,12,45,24,2,83,class_0
3625,816,43,440,368,310,354,562,474,410,462,34,15,24,8,95,class_0
3641,835,43,458,370,313,365,564,456,386,449,20,13,20,8,61,class_0
3645,838,43,456,536,298,439,570,656,370,544,42,30,15,9,96,class_0
3663,1073,43,433,278,252,311,502,338,362,387,18,19,15,10,62,class_0
9651,830,43,445,432,380,404,570,554,494,522,10,16,18,4,48,class_0
9930,930,43,457,393,348,384,576,501,449,491,21,18,26,6,76,class_0
10298,833,43,570,368,376,393,714,475,482,503,15,15,8,0,63,class_0
11854,944,43,320,321,279,302,611,392,350,368,2,7,8,2,19,class_0
12826,904,43,503,404,336,365,628,507,429,463,20,53,44,1,153,class_0
13231,905,43,484,389,319,355,688,498,411,456,5,11,11,2,29,class_0
29269,255,43,480,373,284,429,616,490,464,556,20,6,2,4,32,class_0
3678,781,44,421,349,290,335,546,473,413,459,33,48,55,11,147,class_0
3680,1077,44,483,388,341,389,633,522,458,518,160,97,124,61,459,class_0
3681,1103,44,445,367,325,359,578,459,399,448,15,25,35,4,79,class_0
3702,44,45,372,319,281,328,454,395,342,400,19,15,11,3,48,class_0
3704,98,45,450,390,332,383,563,483,417,479,22,15,21,4,62,class_0
3706,160,45,509,442,363,412,632,553,458,515,39,44,68,15,166,class_0
3708,261,45,387,335,286,325,480,411,355,402,26,13,15,13,69,class_0
3709,276,45,440,358,296,363,531,439,351,438,18,19,14,3,54,class_0
3711,287,45,415,342,299,353,508,417,362,431,27,21,16,5,69,class_0
3713,346,45,529,397,338,417,631,481,419,502,28,28,13,0,80,class_0
3715,367,45,498,398,306,388,609,512,374,484,18,27,23,3,71,class_0
3719,458,45,487,420,336,393,611,529,431,497,33,50,50,17,150,class_0
3723,488,45,457,370,311,362,551,457,380,443,13,31,25,2,71,class_0
3733,666,45,522,395,313,399,632,484,385,488,22,30,21,6,79,class_0
3734,667,45,495,411,337,409,623,512,424,512,17,28,18,2,65,class_0
3736,679,45,494,408,338,412,624,523,422,522,27,37,28,0,92,class_0
3737,752,45,463,387,330,392,554,464,394,469,32,26,25,6,89,class_0
3739,728,45,319,309,275,290,399,368,341,357,8,9,8,8,33,class_0
3742,819,45,539,433,372,468,666,524,445,572,28,26,11,0,65,class_0
3746,489,45,475,397,325,401,602,507,421,513,59,43,48,0,157,class_0
3747,859,45,445,352,313,350,552,442,397,440,17,14,18,4,58,class_0
3752,1051,45,332,318,279,307,392,373,333,363,7,15,12,0,34,class_0
3753,1052,45,532,446,364,467,668,573,465,590,52,14,24,2,94,class_0
3766,1055,45,401,351,264,283,459,404,302,324,8,15,37,8,78,class_0
3767,1056,45,527,432,356,436,643,534,447,538,28,11,24,9,72,class_0
3768,1072,45,685,487,397,592,842,605,480,728,84,30,24,0,138,class_0
29261,158,45,333,359,279,320,883,545,336,396,1,5,7,0,13,class_0
3682,72,46,491,366,372,373,909,496,339,449,0,0,0,0,46,class_0
3683,134,46,432,355,302,355,580,484,410,480,26,27,34,3,90,class_0
3687,337,46,416,355,309,342,518,448,390,430,9,11,10,5,35,class_0
3688,408,46,423,349,303,342,550,478,429,469,14,21,29,2,66,class_0
3689,472,46,433,366,293,366,584,501,411,500,18,22,17,0,57,class_0
3691,518,46,678,469,398,512,878,599,493,651,68,33,56,14,182,class_0
3694,727,46,501,414,344,404,675,548,457,540,33,38,46,0,122,class_0
3695,851,46,364,340,299,325,432,407,365,392,6,20,11,1,40,class_0
3777,361,47,426,359,319,322,909,437,392,395,4,7,9,8,28,class_0
3794,720,47,378,347,303,325,441,418,360,386,7,14,28,1,50,class_0
3797,983,47,623,469,389,516,788,599,495,655,80,44,51,0,175,class_0
3799,1062,47,333,314,300,312,403,382,367,379,45,20,36,13,117,class_0
3803,1109,47,568,451,372,476,717,571,468,602,37,32,23,1,93,class_0
3804,1111,47,426,349,279,345,513,426,345,420,26,39,18,10,93,class_0
8155,280,47,400,409,353,430,831,662,330,541,0,0,0,0,154,class_0
3832,18,48,438,352,282,314,511,411,332,368,9,31,74,0,114,class_0
3835,67,48,521,409,357,453,660,512,428,565,42,15,22,1,80,class_0
3839,132,48,434,374,319,371,556,485,406,475,28,18,35,0,81,class_0
3842,208,48,416,391,340,348,507,509,434,443,10,14,35,1,74,class_0
3854,432,48,406,399,321,329,489,447,384,393,11,3,19,8,46,class_0
3856,438,48,570,425,364,462,691,521,439,561,42,28,31,3,104,class_0
3861,482,48,440,371,302,334,548,464,373,414,9,17,41,4,71,class_0
3868,526,48,484,411,353,439,609,522,427,551,56,27,20,0,103,class_0
3869,548,48,393,327,282,312,493,393,327,371,8,19,19,6,52,class_0
3875,593,48,375,296,271,325,458,354,344,397,19,15,7,2,44,class_0
3884,677,48,491,380,320,409,619,479,401,515,28,23,17,1,69,class_0
3892,802,48,546,445,353,415,712,585,457,541,15,45,42,7,109,class_0
3911,1057,48,448,366,316,344,553,441,395,423,10,23,28,10,71,class_0
3806,12,49,385,315,272,299,507,402,349,386,9,18,25,11,63,class_0
3808,77,49,397,348,286,340,501,485,358,433,21,6,23,0,50,class_0
3809,86,49,409,315,268,310,483,388,341,384,23,22,34,12,91,class_0
3810,203,49,400,342,284,325,505,438,372,420,29,18,35,12,94,class_0
3811,228,49,373,305,259,299,480,388,339,386,14,10,14,7,46,class_0
3812,283,49,432,362,317,361,526,446,394,445,57,44,45,27,173,class_0
3813,324,49,396,325,274,298,484,405,341,371,12,17,28,16,75,class_0
3818,945,49,385,347,324,333,484,440,413,423,10,21,21,15,67,class_0
3820,732,49,422,353,305,306,509,429,368,369,6,11,17,16,50,class_0
3823,1085,49,417,327,235,337,513,404,294,417,42,62,18,7,130,class_0
3825,1087,49,408,340,297,349,502,419,369,431,54,43,29,11,137,class_0
3830,1089,49,441,383,339,383,572,494,434,495,25,22,24,3,74,class_0
3831,1107,49,403,348,282,315,486,416,348,381,8,20,25,12,65,class_0
1063,864,0,686,560,432,508,914,753,572,677,74,125,118,40,404,class_1
1009,37,1,580,437,374,455,692,527,451,546,366,354,301,66,1109,class_1
1051,939,1,605,447,382,463,746,563,483,580,267,206,206,76,762,class_1
1052,866,1,633,445,366,461,786,569,475,587,106,163,107,19,406,class_1
1108,870,2,563,436,379,452,686,531,461,550,314,198,225,54,806,class_1
1081,27,3,603,449,399,489,723,549,489,593,576,445,251,7,1383,class_1
1082,587,3,511,422,359,412,619,518,446,507,173,192,175,33,608,class_1
1083,940,3,648,462,411,537,771,561,498,645,647,377,272,2,1349,class_1
1131,117,4,970,733,576,866,1204,909,717,1075,173,40,44,0,257,class_1
1305,806,4,952,658,519,824,1144,814,653,1000,533,139,145,0,834,class_1
1312,1007,4,764,513,433,650,939,631,533,799,834,229,209,0,1346,class_1
1313,1008,4,683,478,404,561,840,588,496,689,535,190,234,0,1072,class_1
1314,1009,4,708,488,423,574,870,599,520,705,319,161,138,0,673,class_1
1315,1010,4,741,497,421,609,910,611,517,748,817,267,298,0,1499,class_1
1316,1011,4,670,461,390,514,824,567,479,632,183,80,140,0,441,class_1
1317,1012,4,723,487,401,595,888,598,493,732,405,147,130,0,734,class_1
1319,1013,4,624,449,380,520,767,552,467,639,154,83,74,0,314,class_1
1320,1014,4,712,473,401,578,875,581,493,711,371,125,145,0,694,class_1
1321,1015,4,677,464,391,537,832,570,481,660,186,93,92,0,413,class_1
1328,925,4,802,574,484,641,1016,751,636,825,485,354,286,27,1165,class_1
1349,919,5,480,390,333,385,565,463,399,458,151,111,129,35,467,class_1
1350,198,5,598,447,403,517,714,534,481,617,483,255,188,0,926,class_1
1370,898,5,652,494,421,528,797,615,519,649,457,301,227,93,1081,class_1
1371,950,5,623,479,430,509,756,588,525,620,142,106,101,6,378,class_1
1426,1137,6,928,522,444,708,1127,643,548,863,404,118,191,6,767,class_1
1434,19,7,746,520,417,555,897,641,505,673,165,119,125,37,446,class_1
1437,136,7,611,449,385,482,718,533,459,570,123,141,104,6,374,class_1
1444,315,7,729,542,447,610,874,653,536,733,316,175,134,12,637,class_1
1445,317,7,857,552,427,618,1080,710,546,785,192,157,154,25,528,class_1
1448,374,7,656,483,403,481,780,591,494,587,241,282,189,111,891,class_1
1431,949,8,723,531,422,556,922,693,554,721,341,319,217,65,953,class_1
1489,294,9,564,399,378,473,729,525,494,616,510,316,192,16,1038,class_1
1535,954,9,613,430,399,501,790,567,527,653,981,721,510,49,2261,class_1
1536,965,9,693,510,408,513,895,654,514,659,291,200,147,20,769,class_1
1537,993,9,571,418,369,455,735,547,483,591,387,319,239,45,1038,class_1
1564,275,10,796,547,451,608,972,686,567,753,203,177,161,8,549,class_1
1569,319,10,684,517,462,558,862,665,594,711,235,206,167,17,626,class_1
1574,321,10,666,474,390,502,817,594,493,624,258,254,241,40,793,class_1
1598,955,10,619,444,378,489,768,553,464,607,650,552,391,64,1658,class_1
1610,902,11,713,532,458,570,887,677,587,719,442,285,272,100,1099,class_1
1869,398,12,684,506,404,534,842,635,514,666,467,353,284,84,1188,class_1
1892,960,12,706,509,432,579,872,643,549,723,486,308,260,10,1064,class_1
1626,958,13,514,408,373,438,640,514,472,550,217,165,155,9,546,class_1
1691,382,14,680,480,452,512,836,606,558,636,93,81,73,11,287,class_1
1692,383,14,548,436,373,460,638,514,445,541,289,187,244,0,720,class_1
1710,467,14,761,536,433,570,924,664,536,701,164,230,163,6,563,class_1
1737,588,14,578,435,375,440,667,509,443,515,314,266,246,112,944,class_1
1739,600,14,860,596,496,712,1045,735,602,868,460,209,203,0,872,class_1
1758,775,14,564,436,359,422,657,517,431,500,272,255,313,33,977,class_1
1774,946,14,894,586,515,742,1104,724,636,916,467,138,161,36,802,class_1
1775,907,14,682,493,421,570,783,574,494,659,927,520,393,1,1868,class_1
1776,906,14,656,476,411,513,755,555,483,596,401,369,296,20,1135,class_1
1786,51,15,517,410,332,384,666,537,438,501,297,160,350,155,965,class_1
1809,388,15,674,479,399,540,852,615,507,685,624,344,305,1,1361,class_1
1825,659,15,721,485,423,562,920,631,548,722,603,411,400,29,1443,class_1
1840,978,15,798,562,470,637,985,701,573,787,274,195,164,11,644,class_1
9563,387,15,500,394,343,423,647,513,438,545,248,133,151,16,548,class_1
1928,413,16,550,419,368,440,686,530,466,554,305,231,259,63,858,class_1
1948,961,16,579,422,367,485,714,529,458,603,474,297,204,6,981,class_1
1989,962,17,634,473,418,521,760,574,504,628,470,416,308,6,1200,class_1
1999,964,17,584,442,368,476,715,547,449,584,276,208,169,12,674,class_1
2010,462,18,594,437,379,464,711,527,461,559,561,387,313,178,1439,class_1
2029,855,18,713,514,418,564,876,646,514,699,172,166,115,3,456,class_1
2031,881,18,533,409,359,402,633,493,434,483,147,136,167,98,548,class_1
2128,89,19,784,569,496,614,964,717,604,761,165,245,126,10,556,class_1
2133,95,19,687,493,403,550,859,619,496,686,142,71,40,3,299,class_1
2155,354,19,1009,559,500,793,1236,723,653,989,654,149,255,8,1172,class_1
2161,909,19,664,539,464,587,805,662,577,717,223,191,52,10,476,class_1
2178,497,19,903,637,528,757,1124,806,678,951,583,177,164,36,989,class_1
2199,586,19,688,525,460,543,880,689,599,705,236,260,176,0,730,class_1
2219,854,19,735,549,447,592,964,710,607,777,148,157,98,2,405,class_1
2221,873,19,704,537,438,607,880,680,557,762,650,306,146,7,1172,class_1
2077,406,20,798,542,435,593,972,677,551,734,330,110,160,52,767,class_1
2103,1025,20,703,487,406,539,865,608,505,669,535,388,163,133,1285,class_1
2105,1024,20,638,455,395,464,783,571,491,577,87,119,104,32,353,class_1
2053,1021,21,574,436,366,449,716,552,463,566,122,197,102,19,452,class_1
2290,514,22,651,493,413,555,843,663,569,732,949,494,350,47,1840,class_1
2329,1075,22,683,525,447,535,846,664,560,669,317,267,216,8,925,class_1
2330,1096,22,603,489,396,502,755,620,505,633,285,233,189,24,731,class_1
9092,1027,22,777,577,460,605,955,731,595,760,850,419,472,9,1968,class_1
3969,876,23,662,468,418,557,842,613,552,719,785,468,271,12,1538,class_1
2506,719,24,657,475,402,500,783,575,484,600,133,111,120,31,395,class_1
2516,1030,24,603,456,407,485,729,560,499,592,336,256,244,63,899,class_1
2517,1032,24,663,508,454,564,802,626,557,686,114,79,56,4,253,class_1
2518,1031,24,580,445,381,473,702,545,467,577,151,167,107,9,434,class_1
2519,1033,24,576,460,412,476,699,561,503,579,86,103,110,5,304,class_1
2520,1070,24,782,534,451,601,952,652,540,730,264,136,175,18,620,class_1
2423,528,25,540,432,389,455,649,521,471,548,278,191,155,40,669,class_1
2440,966,25,558,428,384,440,676,524,471,537,138,111,158,29,439,class_1
2441,1036,25,562,438,352,438,664,520,420,520,183,162,160,58,563,class_1
2532,538,26,497,397,346,407,602,487,427,498,154,146,144,24,468,class_1
2536,968,26,446,365,323,392,537,442,395,474,200,79,95,16,390,class_1
2920,247,27,854,584,459,699,1055,728,553,862,330,149,141,0,620,class_1
2972,577,27,665,475,417,505,797,578,508,610,463,345,200,12,1235,class_1
2974,911,27,701,512,410,565,837,620,498,678,572,329,212,18,1268,class_1
2976,913,27,610,443,377,435,735,540,461,529,140,178,135,8,572,class_1
3005,918,28,460,391,345,379,572,489,431,473,130,124,163,27,472,class_1
2565,1034,29,661,477,410,523,792,584,505,635,436,344,316,31,1127,class_1
2573,225,30,785,536,429,610,1002,686,532,774,163,89,114,5,371,class_1
2589,972,30,587,454,375,482,729,575,483,607,196,253,127,0,576,class_1
2627,656,31,963,564,437,749,1154,686,534,901,402,66,179,16,702,class_1
6964,691,31,846,611,478,665,1045,780,624,838,601,393,258,90,1374,class_1
2654,566,32,538,421,405,448,648,512,494,544,39,32,29,5,108,class_1
2657,567,32,524,433,360,434,641,531,444,533,202,167,196,17,582,class_1
10313,877,32,579,431,379,466,693,521,459,561,314,268,195,0,837,class_1
2568,970,33,647,480,390,508,741,558,458,589,145,133,95,5,403,class_1
2699,167,34,703,515,475,563,875,658,593,707,55,58,43,5,161,class_1
2707,201,34,882,554,452,687,1136,767,646,915,477,185,199,11,923,class_1
2711,215,34,787,562,482,627,1047,748,640,834,447,189,148,3,914,class_1
2711,216,34,651,511,431,549,847,691,598,732,318,231,105,41,707,class_1
2722,295,34,744,573,444,590,945,729,557,748,166,183,140,9,498,class_1
2732,366,34,757,550,470,584,956,692,579,731,127,131,141,7,406,class_1
2785,569,34,887,591,507,683,1172,785,674,905,532,337,252,42,1231,class_1
2803,671,34,750,548,475,640,922,703,601,799,190,118,61,0,369,class_1
2835,707,34,732,526,407,576,934,679,524,739,260,217,125,0,638,class_1
2836,708,34,705,511,407,555,902,665,528,716,172,175,82,0,460,class_1
2838,710,34,755,534,414,589,961,688,526,751,346,216,183,24,801,class_1
