@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute class {class_0,class_1}

@data
13.325,0,1,66,9.677848,10.085818,6.084863,6.728388,5.200284,5.4465,11.308002,10.332876,6.020461,9.030698,6.846483,5.276099,7.372612,7.23116,7.606123,8.025221,6.688899,12.875924,13.111074,class_0
5.066667,0,1,72,8.669083,9.028889,6.067179,6.603473,5.026704,5.26737,10.960132,10.471566,5.962302,8.602955,6.358386,5.213816,7.234528,6.725856,6.8997,9.107371,7.418339,12.411001,12.742121,class_0
1.933333,0,1,59,8.541234,8.584212,6.457379,6.819021,5.756457,5.938872,11.439481,9.39346,5.884029,7.891475,5.862713,5.318998,7.374936,7.493888,8.11093,9.277116,6.517697,12.566551,12.918849,class_0
4.925833,1,1,70,9.855023,9.95932,6.774027,7.333083,6.09523,6.472775,10.402224,10.043921,6.056152,7.85497,6.139796,5.585303,7.507847,7.690339,8.233979,8.352552,6.400819,13.307505,13.665182,class_0
4.298333,0,1,58,9.688124,10.030672,6.653267,7.094322,6.94901,7.1476,11.823571,9.965705,5.926286,7.90221,6.166401,5.268902,7.433344,6.519069,6.330302,8.002423,6.570937,12.833754,13.347001,class_0
0.55,1,1,82,9.309151,9.513311,6.314828,6.734189,5.175406,5.219255,11.250033,10.653909,5.898587,7.93267,6.043789,5.266732,7.259953,7.17316,8.147413,7.659083,7.019995,12.404667,12.785936,class_0
4.5775,1,1,62,8.812146,8.947762,6.447363,7.094767,6.441039,6.016135,11.355895,9.725984,5.870144,7.747221,5.998118,6.185568,7.510765,7.462879,8.514453,9.902544,6.372951,13.024726,13.326962,class_0
0.811667,1,1,82,10.108127,10.602172,5.73001,6.705537,5.310868,5.264869,11.511322,11.199085,6.004488,8.589914,6.771091,5.23194,7.346556,7.272395,7.620419,9.265898,6.281436,12.431697,12.738954,class_0
4.906667,0,1,68,8.630836,8.955199,5.827111,6.733233,4.944646,5.170764,11.01667,10.550336,6.010593,8.301428,6.412394,5.20329,7.2895,7.312124,7.98469,8.301442,7.041615,11.88156,12.223197,class_0
4.3175,0,1,58,8.766232,9.17782,6.14319,6.796161,6.066775,6.566123,10.950971,9.471874,5.796336,8.038807,5.842867,5.805806,7.405699,7.678643,8.20135,11.096519,6.408342,13.382098,13.601445,class_0
1.79,1,1,63,9.040806,9.227972,6.018166,6.450686,5.382324,5.256531,11.243441,10.56218,5.996436,7.498057,5.980375,5.2254,7.018637,7.617391,8.509504,8.954015,6.557476,12.174741,12.603582,class_0
0.531667,1,1,78,9.428642,9.899636,6.401439,6.946212,5.668147,6.073996,10.723892,9.721751,5.829525,9.070805,6.678329,5.25854,7.242616,7.458658,8.188024,9.508181,6.502989,13.005638,13.37006,class_0
4.695833,0,1,73,8.780913,9.019797,6.339909,7.161048,6.404112,6.677404,11.129594,9.523102,5.744713,7.551947,5.958962,5.227805,7.326989,6.59576,6.820927,9.82828,6.702682,13.228181,13.473557,class_0
6.113333,0,1,66,8.635312,8.824831,5.870579,6.648276,5.731382,5.84411,11.441144,9.71967,6.02924,8.542768,6.620709,5.36145,7.405595,6.804618,7.300665,10.218603,6.94943,13.509369,13.866739,class_0
1.658333,1,1,76,9.25132,9.326983,6.055331,6.787945,5.248904,5.22971,10.813196,11.530699,6.135392,8.33538,6.196607,5.270982,7.39244,6.476968,6.450275,8.018719,6.774878,11.429945,12.159347,class_0
3.7775,1,1,73,9.845754,9.942949,6.107122,6.787363,5.235278,5.318683,11.163365,10.337199,5.914876,8.750439,6.254478,5.236743,7.150142,8.143053,9.187058,7.815003,6.197806,12.391133,12.809437,class_0
0.973333,1,1,67,8.765564,8.785659,6.337213,7.306227,5.842073,5.827351,11.093656,10.841587,5.951043,9.295653,7.145794,5.417797,7.79149,7.504776,7.451912,9.292669,6.247085,12.876752,13.095774,class_0
0.186667,1,1,43,8.538761,8.750555,5.704782,7.074451,5.023645,5.244431,11.396452,8.344144,6.061699,7.85205,6.263534,5.506259,7.330741,8.45742,9.339209,9.784634,6.444547,12.982544,13.187113,class_0
2.080833,1,1,59,8.549905,8.821198,5.96544,6.996651,5.448177,5.725872,11.117013,8.686237,5.846495,8.628686,6.533652,5.945592,7.624444,7.623492,7.904947,10.385315,6.732523,12.972069,13.37672,class_0
3.503333,1,1,62,8.574408,8.910932,6.338117,6.702423,5.793383,5.677741,11.266595,9.000712,5.928923,8.144103,6.25413,5.234837,7.121976,7.816041,8.46346,10.303468,6.575804,12.664252,13.035199,class_0
1.016667,1,1,70,8.352687,8.549429,6.312673,6.98242,6.050687,6.044933,11.407808,9.589736,5.906897,9.053695,6.822806,5.413199,7.21881,7.294367,7.968851,11.126456,6.462331,13.13016,13.437618,class_0
0.225,1,1,74,8.30656,8.14401,6.491511,7.226562,6.054332,5.891798,11.195388,9.545169,6.293991,9.477935,6.84318,5.580604,7.597409,7.586197,7.903879,9.54527,6.59941,13.139297,13.567516,class_0
8,1,1,46,9.263574,9.765562,6.087998,6.779326,6.256592,6.62358,11.253441,10.454498,6.038699,9.096728,6.78152,5.723317,7.899913,7.059547,7.227687,9.525676,6.763133,12.856694,13.233212,class_0
5.508333,1,1,67,8.480218,8.557314,6.222843,6.696158,5.735177,5.718797,11.166878,9.008591,5.909266,8.66543,6.273072,5.53681,7.318441,7.910204,8.66348,8.96253,6.652339,12.745666,13.140719,class_0
5.716667,1,1,60,8.677364,8.991499,6.424049,6.861768,5.857098,6.082038,11.346131,9.137596,5.967017,7.48423,6.009719,5.449238,7.229617,7.935621,8.560026,8.986209,6.529221,12.919627,13.341614,class_0
4,1,1,75,9.302764,9.520161,6.519514,7.005544,6.302046,6.760441,11.321443,10.479818,5.944675,8.933026,6.821999,6.00064,7.366992,7.231572,7.76962,9.123358,6.232681,13.282856,13.661957,class_0
2.896667,1,1,79,9.049124,8.971014,6.213172,6.862345,5.476491,5.345397,10.887299,10.554296,5.951765,9.35705,5.953163,5.325582,7.443928,6.89016,7.392464,7.980997,6.298869,11.711525,12.532965,class_0
0.7175,1,1,67,8.26339,8.26159,6.063802,6.895194,5.949847,6.347705,10.919908,9.538747,5.697522,8.35967,6.121184,5.78017,7.232194,7.207944,7.779214,9.730487,6.417875,12.660418,12.902405,class_0
8.881667,0,1,50,8.661448,8.866685,6.490622,6.989466,5.512748,5.473542,11.167996,9.700678,6.155774,8.323866,6.158293,5.307823,7.608275,6.755878,7.047265,7.129787,6.334302,13.003697,13.264372,class_0
10.275,0,1,40,8.609367,8.570855,5.825671,6.728484,5.441733,5.577823,11.190162,10.008415,5.675353,8.172542,5.596857,5.579627,7.455227,7.026433,7.818108,7.41207,5.842314,12.474939,12.718963,class_0
4.733333,1,1,79,8.549964,8.998132,6.04786,6.919947,5.159383,5.257527,10.800571,10.658609,5.830467,8.109718,6.451304,5.276043,7.556003,7.217785,7.473495,7.372431,6.544644,13.005124,13.16709,class_0
1.738333,1,1,49,9.271864,9.562631,6.932483,7.502892,6.156923,6.377477,11.407445,9.497735,5.709932,8.308572,6.25471,5.795081,7.555475,7.044559,7.605072,9.288505,6.224264,13.096087,13.142678,class_0
2.3025,1,1,62,9.705273,10.074621,6.086682,6.873875,5.68359,5.807582,11.111474,10.839321,5.820046,8.17257,6.210408,5.307454,7.45434,6.618688,6.377173,7.655589,6.693364,12.77558,13.239904,class_0
6.181667,1,1,66,8.429851,8.491367,6.141592,6.734686,5.561414,5.699114,11.087324,9.931153,5.832641,8.354365,6.259402,5.344671,7.348943,6.688029,6.880549,6.75857,6.233325,12.852218,13.018169,class_0
0.470833,1,1,82,8.626878,8.720294,6.010305,7.003472,5.611836,5.72505,11.270761,11.171406,5.894714,9.271632,7.035746,5.343295,7.263482,6.826911,7.619727,9.907616,6.15165,12.375525,12.975756,class_0
0.035833,1,1,77,8.915198,9.156496,6.003172,6.774214,5.468013,5.582047,11.33244,10.104082,5.878984,8.393661,6.275122,5.392086,7.421593,6.657295,6.727539,7.889952,6.242213,13.2521,13.454011,class_0
5.100833,1,1,81,9.306572,9.661254,5.59957,6.70921,5.323013,5.345133,10.945057,10.713633,5.881205,9.009358,7.00505,5.37339,7.321814,7.018577,7.611873,8.66179,6.506735,12.582747,12.901673,class_0
1.365833,1,1,76,10.306879,10.863902,6.10225,7.110972,6.131424,6.440169,10.979284,9.890043,5.681433,8.36263,6.212061,6.013968,7.425094,7.136185,7.434474,8.705534,5.915419,13.191298,13.368621,class_0
7.846667,0,1,70,8.632707,8.747998,5.753021,6.575202,4.955606,5.13864,11.14852,12.008961,6.047768,8.889529,6.479894,5.395823,7.364353,6.579744,6.988924,7.063758,6.282858,11.855548,12.009932,class_0
3.77,1,1,70,8.242521,7.947803,6.207887,7.004811,5.482745,5.607417,10.786612,9.728472,5.716778,9.040658,6.212655,5.478283,7.337805,6.872787,7.37104,6.533383,6.245579,12.493606,13.115507,class_0
0.0025,1,1,63,9.221398,9.116407,6.151379,6.955802,5.50445,5.701458,11.105936,10.314987,5.86033,8.360918,6.061046,5.444679,7.236298,7.759742,8.46806,8.845335,6.414523,12.394355,12.84296,class_0
3.255,1,1,76,9.56641,10.039429,6.34255,6.997087,5.436373,5.492637,10.384533,10.631989,5.795037,8.619246,6.523614,5.122344,7.155619,6.821335,6.987656,7.793117,6.373694,12.567833,12.911685,class_0
6.466667,1,1,49,8.769738,8.946202,5.975142,6.849272,5.287333,5.224095,11.385282,9.527116,5.874171,9.458084,7.236291,5.396738,7.422806,6.787228,6.639687,7.298404,6.473329,12.854506,13.107346,class_0
0.189167,1,1,61,9.446557,9.797156,5.857872,6.825845,5.583949,5.728444,10.490555,10.08683,5.727699,8.722669,6.346946,5.267167,7.185143,6.617087,7.051555,7.898759,6.549106,12.625694,13.061051,class_0
7.036667,0,1,71,8.695887,8.964588,6.055086,6.715562,5.390618,5.438612,11.385298,11.134538,5.735066,9.276023,6.544148,5.273977,7.205632,7.26318,8.015371,8.257796,6.262774,11.619469,12.426719,class_0
3.515,1,1,60,10.278755,10.498954,6.852471,7.487265,6.134235,6.26583,11.38644,9.043499,5.816408,8.560917,6.326692,5.779783,7.663373,7.991264,9.049574,8.322018,6.005451,12.646654,13.12371,class_0
7.71,0,1,47,9.354008,9.46237,6.765954,7.253805,6.337182,6.254369,10.808416,10.859618,5.770451,7.39967,5.731561,5.230442,7.262808,6.679757,6.982912,9.289834,6.257543,12.830182,13.452683,class_0
3.28,1,1,64,8.722244,9.174225,6.620983,7.499404,7.184172,7.834647,11.104514,10.281813,5.789474,7.33869,5.49982,5.331754,7.205517,7.028527,7.737923,6.25093,6.102278,13.374187,13.557555,class_0
2.641667,0,1,48,10.003867,10.130886,6.256647,7.115068,6.206769,5.997389,11.046611,10.071489,5.677803,8.06742,6.021838,5.399022,7.59929,7.26805,8.310531,7.523396,6.026767,12.408803,12.975545,class_0
3.501667,1,1,79,9.822317,10.159957,6.149326,7.04302,5.382226,5.388314,10.594117,10.767396,5.625206,8.332918,6.048271,5.237295,7.313219,6.681749,6.899489,7.853655,6.238293,12.570338,12.824387,class_0
4.903333,0,1,70,10.363501,10.418503,6.02263,6.82403,5.278789,5.436004,11.160439,10.978197,5.626825,8.718292,5.444278,5.319911,7.479348,7.180933,8.412613,9.095074,6.06412,9.903286,11.767346,class_0
6.795,0,1,75,9.223135,9.409865,6.281197,6.978319,6.42478,6.590505,10.376148,10.554014,5.779414,8.837232,6.2929,5.28572,7.140848,6.461613,6.554946,8.669853,5.983132,12.695797,13.115928,class_0
6.343333,0,1,73,8.816824,9.254627,5.993925,6.868694,5.469389,5.626003,11.395893,11.003439,5.774673,10.708237,8.749071,5.259406,7.150044,7.322994,8.14619,6.726903,6.134622,12.921668,13.134256,class_0
6.053333,1,1,77,8.952289,9.20079,5.869848,6.69509,5.227552,5.305165,10.817076,10.861052,5.796598,9.916274,7.064148,5.388749,7.323562,7.208716,8.073141,9.50573,6.108139,12.702092,13.108848,class_0
0.999167,1,1,50,8.791969,8.718872,6.383506,6.994207,5.855233,5.809931,11.322389,10.011032,5.772118,8.553108,6.380657,5.28873,7.241489,6.759216,7.480417,7.769893,5.909428,13.036147,13.366469,class_0
1.823333,1,1,70,9.895268,10.275301,6.000422,6.789395,5.714066,5.427994,10.582493,10.715951,5.819082,9.279912,7.025829,5.299387,7.338007,6.809808,6.6978,8.47757,6.399723,12.806552,13.22711,class_0
6.570833,0,1,58,8.436423,8.456972,6.405751,7.029955,5.357259,5.602092,11.094611,9.310352,6.015541,8.553351,6.178818,5.390146,7.414546,8.246398,8.722343,9.383528,6.625849,12.730158,12.922417,class_0
6.004167,0,1,60,8.996652,9.217344,6.21175,7.04291,5.896437,6.000795,11.61861,10.479456,5.844192,8.144133,6.281455,5.446952,7.258793,6.934668,7.419292,6.721861,6.236884,12.903644,13.278704,class_0
2.354167,1,1,72,9.225532,9.636607,6.108648,7.128592,5.562957,5.671321,11.113378,10.307369,5.729778,8.487297,6.194894,5.5197,7.517339,6.956558,7.954919,9.128812,6.120206,12.866143,13.011628,class_0
4.35,1,1,82,9.436628,10.048811,6.029532,6.668783,5.174866,5.296586,11.055977,10.041706,5.795261,7.705563,5.976572,5.157864,7.241538,7.410219,7.927962,7.215449,6.164105,12.832373,13.103122,class_0
1.314167,1,1,73,8.566344,8.692023,6.521085,6.969123,6.422468,6.438427,11.382739,10.838147,5.782098,7.700687,6.228814,5.29165,7.044901,6.774794,7.207024,6.986073,5.991394,12.757883,12.91727,class_0
2.4725,1,1,73,8.739276,8.647927,5.904647,6.857179,5.25884,5.470096,11.10614,9.545047,5.657314,8.872729,6.673925,5.608615,7.386167,6.824265,7.427383,9.739797,6.108955,12.366384,12.600247,class_0
12.515,0,1,53,8.918123,8.777721,6.744371,7.247497,6.547891,6.434976,11.266245,9.603452,5.856586,7.703202,5.709976,5.513706,7.29246,7.318124,8.028534,6.600551,6.434298,13.231755,13.617762,class_0
1.289167,1,1,75,8.815723,8.738759,6.053814,6.902526,5.267523,5.440077,11.093183,9.88382,5.772586,7.919759,5.821159,5.427492,7.499366,7.615545,7.321572,6.031174,6.468014,12.967505,13.433019,class_0
1.374167,1,1,36,9.761604,9.905789,6.48657,6.899552,6.433513,6.701402,11.386695,10.328578,5.780239,7.919678,5.862297,5.740328,7.325664,7.466045,8.679655,9.48058,6.078842,13.153562,13.502348,class_0
1.516667,1,1,65,8.315411,8.278909,6.990208,8.389032,5.909831,6.272519,11.116757,9.046824,5.82512,7.73045,5.819987,5.385634,7.511082,7.20946,6.693191,10.460758,6.712061,13.51123,13.818034,class_0
2.558333,1,1,62,8.044911,7.978452,5.653703,6.744176,5.335496,5.479251,11.265662,10.722472,5.979223,7.957851,6.163321,5.581605,7.608277,7.040419,7.724556,8.29769,6.899266,12.539978,13.117085,class_0
6.741667,1,1,72,8.492761,8.89923,6.575926,7.013116,6.281369,6.387207,11.321926,9.590424,5.961377,7.159241,5.87926,5.280397,7.293003,6.706265,6.87374,10.52437,6.647256,12.538031,12.917641,class_0
0.975,1,1,69,8.649824,8.931505,6.151655,6.773258,5.713689,5.816802,11.37534,9.691959,6.042853,8.295585,6.273541,5.759211,7.68875,7.414455,7.776783,10.464871,6.644715,12.850542,13.212067,class_0
2.766667,1,1,68,8.504613,8.684651,5.978894,6.505142,5.687665,5.73456,10.805944,10.927094,5.968597,7.598375,6.02111,5.314894,7.44138,7.367456,7.872531,9.537788,6.277116,12.303437,12.761266,class_0
3.541667,1,1,57,8.988954,8.920261,5.799041,6.527492,5.210592,5.337233,11.185955,10.29349,5.951951,8.932387,6.969706,5.368645,7.39928,6.494363,6.743595,7.899865,6.329645,12.164328,12.682601,class_0
10.2,1,1,69,8.393869,8.447266,6.004801,6.73542,5.415786,5.544718,10.965632,9.997051,6.158503,8.598511,6.489529,6.195951,7.552069,7.20799,7.615508,9.770401,6.247987,12.815126,13.110466,class_0
2.516667,1,1,58,8.931951,9.250512,6.245387,7.044386,5.544097,5.64495,10.76558,8.522509,6.130861,8.313292,6.338672,5.572361,7.600273,7.900579,8.441841,9.755813,7.326373,13.394777,13.811646,class_0
6.541667,1,1,72,8.434079,8.416369,6.518195,6.901066,5.554991,5.683114,11.07235,9.358999,5.854503,8.038409,6.020997,5.398976,7.388253,7.653527,8.756789,10.801236,6.351312,13.015336,13.455314,class_0
6.1,1,1,47,8.904892,9.256423,5.807319,6.700309,5.030421,5.121218,11.214163,9.644176,5.982157,8.986248,6.834085,5.304516,7.264043,6.692546,6.844379,7.295922,6.547784,12.505322,12.81824,class_0
5.433333,1,1,64,9.261155,9.717328,5.630871,6.476153,5.382963,5.337545,11.072928,9.464959,5.800579,9.042115,6.651883,5.578941,7.313549,6.750765,6.78198,8.962766,6.421114,12.893933,13.260749,class_0
12.15,0,1,59,9.484404,9.695808,6.720241,7.189869,8.058048,8.183102,11.164849,10.228763,6.036998,7.948248,6.051751,6.628234,7.535967,6.785749,7.023707,11.168545,6.413364,13.261259,13.647236,class_0
6.141667,1,1,69,9.030226,9.311481,6.119818,6.710694,5.529071,5.3524,11.091234,10.066816,5.819123,8.173097,6.092967,5.269084,7.301237,7.765504,8.344692,9.515259,6.52534,12.131001,12.619387,class_0
0.275,1,1,77,8.523296,8.603342,6.442195,6.990106,5.880042,6.367383,11.3496,7.957343,5.827369,8.377138,6.076359,5.228297,7.292766,8.133285,8.771975,9.371484,6.325547,13.11463,13.532319,class_0
1.625,1,1,77,8.876949,9.055119,6.161946,7.02486,5.291161,5.175913,10.838633,10.550849,5.905634,8.23978,6.058166,5.230798,7.625509,7.204359,7.705717,8.43093,6.7459,12.288613,12.7795,class_0
0.7,1,1,70,9.258544,9.475976,6.965088,7.182811,6.982082,6.947968,11.386194,9.000444,5.790205,7.514056,5.621268,5.508238,7.277971,8.315369,9.283946,9.88285,6.207312,13.348694,13.644607,class_0
2.241667,1,1,57,8.441282,8.728506,6.141569,6.835558,5.774862,6.350347,10.824686,8.866238,5.915362,8.090852,6.163309,5.901778,7.619634,7.073821,7.638439,9.458758,6.188346,12.867526,13.183259,class_0
10.816667,0,1,67,8.528829,8.55567,6.33738,6.953979,5.939646,6.017752,11.092037,9.005945,5.817395,7.969423,6.027359,5.920263,7.599364,7.95566,8.625275,8.583325,6.425184,13.177973,13.491079,class_0
1.633333,1,1,66,8.476713,8.321935,6.176532,6.839224,5.667475,5.507094,10.788433,10.188965,5.89064,9.312533,6.438071,5.442376,7.450524,7.624545,8.620277,8.303859,6.534386,12.669274,13.063885,class_0
8.783333,1,1,78,8.488239,8.629854,6.439833,6.882554,5.231603,5.283538,11.130691,10.03137,5.994473,7.757249,5.709166,5.314983,7.154935,7.587805,8.582754,9.81038,6.268445,12.889575,13.218283,class_0
13.125,1,1,46,8.34421,8.408067,6.790351,7.03091,6.394445,5.936898,11.213053,10.33895,5.992887,9.006892,6.121079,5.979577,7.505496,6.589952,6.733171,9.445073,6.20837,13.218931,13.531362,class_0
10.041667,1,1,62,9.939804,10.01025,6.663263,6.741099,5.618154,5.365031,10.823449,10.27463,5.776239,8.436576,5.991582,5.489258,7.308666,6.900162,7.574486,8.58363,6.774682,12.891461,13.306706,class_0
3.983333,1,1,66,9.416464,9.378681,6.025586,6.618882,5.170967,5.167671,11.12283,10.98428,6.180364,8.365452,6.013893,6.496854,7.630578,6.860236,6.484506,9.615059,6.786774,12.303757,12.676287,class_0
10.833333,1,1,65,8.669983,8.635733,6.606833,6.68981,5.790018,5.573056,10.98811,10.088367,6.118525,8.245008,5.922647,5.445206,7.12242,6.924294,7.60363,9.925478,6.269019,13.246751,13.539372,class_0
2.1625,1,1,60,8.782314,8.859092,6.360847,7.316502,6.031808,5.871847,11.747068,9.10529,6.524308,7.2318,7.085529,5.212482,8.107464,7.603138,7.08206,10.091323,7.709024,12.753894,13.269158,class_0
10.15,0,1,77,8.906574,8.928576,6.841524,7.027037,6.857433,7.067524,10.764889,11.695774,5.989781,8.505753,6.178704,5.284024,6.986694,7.413733,8.522113,9.823429,5.969093,13.381128,13.740647,class_0
2.716667,1,1,44,9.176049,9.408675,6.356592,7.00412,5.942145,5.808283,11.291175,9.337676,5.676784,8.608529,5.871814,5.48864,7.410589,6.820839,7.518524,9.864784,6.409525,13.466946,13.706725,class_0
3.35,1,1,49,8.567449,8.647503,6.558743,6.867364,6.318988,6.434335,11.232706,9.938868,5.779045,8.474595,5.957589,5.416743,7.066921,7.314799,7.68115,10.202706,6.329106,13.540812,13.894816,class_0
1.208333,1,1,70,8.656917,8.543447,6.270752,6.916177,5.904342,5.698823,11.03864,9.182295,5.819978,8.516986,6.114341,5.284015,7.216791,7.161816,8.039373,10.56339,6.460635,13.603395,13.982841,class_0
0.766667,1,1,68,8.926448,9.108602,6.987152,7.384871,6.563344,7.580966,11.023929,9.050809,5.740143,8.960934,6.374475,5.431614,7.508474,6.766352,7.021483,9.29871,6.792853,13.460579,13.664053,class_0
1.583333,1,1,66,8.599449,8.695359,6.744834,6.91035,7.020865,7.185973,11.095994,10.088512,5.787572,7.944646,5.783938,6.68496,7.305307,7.152713,7.823898,11.05532,6.838629,12.88273,13.229031,class_0
10.1,0,1,74,8.980968,9.187072,6.438356,7.030723,5.603555,5.876468,11.226926,10.417205,6.039557,8.55578,6.229163,5.513926,7.350092,7.322577,8.10827,7.442906,6.1972,13.011702,13.442829,class_0
0.75,1,1,62,8.126207,7.848929,7.006948,7.431898,7.426488,7.481721,11.557356,9.753439,5.833784,7.530417,5.852624,5.272875,7.245624,7.174043,7.741008,9.072892,6.618818,13.194358,13.588576,class_0
8.133333,0,1,81,9.299965,9.590955,6.686315,6.95896,5.683752,5.696791,11.20703,9.703218,6.072694,7.962444,6.075872,5.836868,7.479651,6.855478,7.443098,8.242756,6.545242,13.209319,13.611384,class_0
14.658333,0,1,65,9.154585,9.406348,5.806154,6.737589,5.204523,5.265853,11.069205,10.823329,6.099664,8.100858,6.196986,6.487165,7.699379,6.814849,6.563154,9.638145,6.524066,12.229677,12.543207,class_0
3.775,1,1,61,9.0577,9.499512,6.431821,6.875916,5.865215,6.380833,11.301104,11.22888,5.921839,8.543743,6.426199,5.327399,7.327581,7.015118,7.416105,8.395655,6.456531,12.874226,13.301041,class_0
3.916667,0,1,70,8.65411,9.1201,5.496528,6.884961,4.96412,5.149911,10.788714,9.277472,5.964901,8.866053,6.314171,5.366511,7.575214,8.094832,8.962269,8.743071,6.149654,12.075454,12.431824,class_1
3.25,1,1,56,8.880685,8.555622,7.072603,7.464366,5.734274,5.551422,10.837512,9.900216,5.950588,8.570126,6.460559,5.507631,7.531487,7.924064,8.659408,8.650434,6.09766,13.143629,13.560265,class_1
3.666667,0,1,81,8.36254,8.48798,5.785976,6.686242,5.110605,5.029123,11.157255,8.867141,5.791376,8.442445,6.09923,5.222821,7.552635,7.069738,7.274368,9.749265,6.667514,12.02674,12.397772,class_1
5.833333,0,1,65,8.257821,8.021406,5.719569,6.915816,4.982889,4.983238,10.349797,8.128699,5.851804,8.290994,5.654031,5.42591,7.965151,6.895914,7.417667,9.138258,6.247308,11.77335,12.409531,class_1
6.25,0,1,73,8.207052,8.176005,6.079918,6.8314,5.246857,5.494085,11.176045,11.430331,6.045918,8.566089,6.342157,5.413034,7.565305,7.476133,8.166152,7.995199,6.225059,12.371515,12.871899,class_1
5.75,0,1,82,7.996171,7.776983,6.48975,7.16934,5.602001,5.624624,11.792786,6.730398,5.918406,7.733005,6.059338,7.475243,8.374161,7.419017,8.352834,11.8216,6.115412,13.137424,13.569515,class_1
1.75,1,1,48,8.061339,8.044839,7.049125,7.262254,5.628157,5.527092,10.714809,8.671091,5.841493,8.274981,6.278631,5.30184,7.402323,6.95312,7.053035,7.8273,6.567072,13.209232,13.562214,class_1
2.416667,1,1,82,8.880735,8.672334,6.540667,7.020308,5.221639,5.291749,11.437266,10.863739,6.029335,8.620846,6.33142,5.483867,7.487233,7.301605,8.426758,9.172523,6.223232,12.542599,13.051574,class_1
1.166667,1,1,52,8.759457,9.100976,6.069204,6.913666,5.304399,5.30759,10.984832,8.963555,5.79549,8.425982,5.958353,5.369367,7.641849,8.007035,8.715178,8.968565,6.294614,12.640503,12.919507,class_1
1.25,0,1,50,10.889305,10.317274,5.742034,6.664054,4.984058,5.101296,10.835403,9.637617,5.936233,8.996236,6.380565,5.32949,7.362575,7.370386,8.591593,7.797183,6.38274,12.093383,12.747689,class_1
2.75,0,1,55,8.308917,8.604771,5.986207,6.763127,5.365084,5.398152,10.619388,7.80238,5.922736,8.275937,6.194513,5.529879,7.522682,9.12855,9.776576,8.992928,6.300151,12.708678,13.04795,class_1
9.5,1,1,64,8.105385,8.041947,6.584347,7.33053,5.171861,5.444914,10.962751,10.749412,6.085388,8.244922,6.116922,5.380038,7.637463,7.030059,6.569329,7.580427,6.588287,13.327938,13.649171,class_1
0.333333,1,1,58,8.535766,8.805101,6.331047,7.17296,5.322013,5.314869,11.259027,9.967357,5.796627,9.295373,7.102819,5.422767,7.472836,7.048302,7.115044,9.100095,6.179659,13.091807,13.429055,class_1
4.333333,1,1,57,8.529525,8.803871,6.20496,7.108041,5.310138,5.064237,11.017508,9.675079,6.043904,8.744042,6.188047,5.640936,7.791295,6.938913,7.038083,7.75728,6.459026,12.466069,13.097284,class_1
7.75,0,1,67,9.166475,9.844571,6.037175,6.914393,5.331818,5.263055,10.94869,10.600595,5.915713,8.019061,5.873402,5.393358,7.571682,7.46437,7.861879,8.268739,6.279503,12.743748,12.938432,class_1
1.166667,1,1,74,9.241563,9.787542,5.959755,7.176999,5.329259,5.468656,11.897815,9.96447,6.04074,8.367793,6.371589,5.506245,7.784132,7.106871,6.96357,9.59044,6.488959,13.430988,13.647281,class_1
8.333333,0,1,59,8.4519,8.754728,6.250203,6.894482,5.176466,5.224445,11.126077,9.590644,5.970288,8.776908,6.539788,5.430519,7.495746,7.743267,8.27824,9.150318,6.607994,12.807442,12.995901,class_1
2.75,0,1,66,9.803405,10.415349,5.683515,6.578272,4.994687,5.132547,11.573528,10.563262,5.776362,8.485643,6.444059,5.220624,7.215175,6.900997,7.416336,7.635837,6.294357,12.315248,12.649816,class_1
5,0,1,57,8.370326,8.557435,5.870465,6.735592,5.129532,5.147361,11.110199,10.734452,5.963492,8.256747,6.513225,5.251761,7.433037,7.638124,7.973877,8.214047,6.488021,12.572698,12.810662,class_1
1.25,1,1,59,8.459407,8.815326,6.759338,7.201619,5.946096,6.095571,11.188486,9.549115,5.834775,8.708366,6.785942,5.684326,7.571902,7.506666,7.812587,8.690019,6.128995,12.785906,13.01505,class_1
3.083333,0,1,76,8.3689,8.393635,5.684645,6.645332,5.10252,5.07995,10.750092,9.591387,5.888526,8.219449,5.863621,5.26151,7.664334,7.377516,7.999457,8.816357,6.423995,12.539146,12.907319,class_1
4.5,0,1,82,9.592259,9.752631,5.557665,6.690044,4.95999,5.155478,11.261908,9.97849,5.813069,8.185203,6.130092,5.306538,7.450082,7.180361,8.1316,8.923151,6.451466,11.857509,12.239714,class_1
9.583333,0,1,49,9.300149,9.475824,6.092009,6.790084,5.15127,5.117317,10.934801,10.104202,5.858935,9.286262,6.644527,5.289258,7.576471,6.985553,7.20208,9.131554,6.441463,12.121685,12.600342,class_1
