@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute class {class_0,class_1}

@data
2398,85,25,2,284,259,338,263,347,315,461,322,6,12,5,2,class_0
2403,234,25,1,400,337,314,337,487,413,386,413,60,32,47,36,class_0
2414,525,25,2,498,376,322,387,615,478,381,475,25,27,29,4,class_0
2422,529,25,1,400,247,306,324,492,478,379,400,33,5,44,30,class_0
2424,530,25,2,359,331,287,297,456,423,370,382,25,17,38,26,class_0
2433,689,25,2,341,280,302,285,382,313,337,318,11,8,24,18,class_0
2439,845,25,2,300,267,244,262,370,327,289,318,17,22,18,9,class_0
2526,130,26,2,394,343,285,326,478,413,344,394,12,23,29,0,class_0
2527,178,26,2,361,305,258,299,459,367,312,364,10,19,7,7,class_0
2530,263,26,1,409,358,292,348,500,440,364,430,47,41,48,5,class_0
2531,537,26,1,481,395,336,420,583,484,416,512,45,17,18,6,class_0
2533,591,26,1,403,342,309,332,493,425,384,411,15,19,41,3,class_0
2537,1097,26,1,388,330,289,313,473,407,359,386,8,12,22,4,class_0
2907,910,27,2,533,436,350,417,647,532,430,510,40,41,37,4,class_0
2908,58,27,2,348,312,299,311,411,372,349,365,18,25,37,3,class_0
2909,53,27,2,352,312,287,297,412,360,335,347,13,12,14,13,class_0
2910,65,27,2,348,316,281,309,434,392,350,384,8,21,17,0,class_0
2911,71,27,2,351,377,300,323,418,437,346,375,9,16,16,11,class_0
2914,135,27,2,395,326,288,342,490,394,345,418,30,12,23,1,class_0
2918,227,27,2,626,460,356,506,801,591,440,644,60,34,32,4,class_0
2926,269,27,2,472,415,338,398,580,510,420,489,32,32,16,3,class_0
2927,272,27,2,459,388,331,372,572,482,401,456,30,38,64,6,class_0
2928,284,27,1,525,437,375,407,640,536,460,499,27,72,50,4,class_0
2929,311,27,2,348,305,294,312,414,357,349,371,39,7,26,15,class_0
2930,338,27,2,377,331,309,333,456,400,367,404,11,21,10,2,class_0
2931,341,27,2,492,414,338,410,615,505,407,503,32,22,29,5,class_0
2933,362,27,2,475,397,330,349,591,496,407,435,14,25,35,9,class_0
2936,407,27,2,408,357,303,327,485,427,367,394,11,27,34,12,class_0
2941,444,27,2,377,323,295,345,462,410,357,426,47,26,17,1,class_0
2942,455,27,2,522,257,263,259,505,292,298,294,5,12,22,14,class_0
2944,486,27,2,356,308,259,309,426,378,309,372,35,16,18,11,class_0
2945,507,27,2,440,373,328,366,517,442,387,431,26,30,31,16,class_0
2946,511,27,2,348,309,295,316,416,371,353,379,21,21,19,1,class_0
2948,540,27,2,480,304,274,299,526,393,355,393,4,12,8,0,class_0
2951,578,27,2,384,317,299,320,478,385,360,389,10,13,20,2,class_0
2954,639,27,1,538,403,341,413,655,495,421,505,49,32,31,2,class_0
2955,643,27,2,395,322,269,337,471,381,321,401,23,9,15,2,class_0
2957,661,27,2,427,360,319,350,511,437,384,422,14,21,20,8,class_0
2960,733,27,2,378,349,283,324,466,451,349,407,9,15,17,3,class_0
2962,750,27,2,417,321,293,292,714,383,348,345,5,19,43,25,class_0
2979,1065,27,2,484,369,421,283,836,541,434,352,0,0,0,0,class_0
2985,1125,27,2,380,308,301,320,469,385,366,394,23,25,24,7,class_0
2986,1127,27,2,480,421,365,407,587,516,451,500,39,48,30,6,class_0
2989,237,28,2,402,342,302,316,506,432,376,397,9,14,33,13,class_0
2993,498,28,2,415,417,313,340,519,585,399,429,9,4,21,3,class_0
2994,527,28,1,457,383,331,347,563,477,416,436,34,41,68,16,class_0
3008,1045,28,2,403,368,313,340,501,462,383,425,12,14,16,6,class_0
2539,151,29,1,491,404,329,390,593,500,406,476,33,20,19,19,class_0
2540,187,29,2,477,321,293,300,507,395,347,362,5,13,19,6,class_0
2541,207,29,2,352,316,282,320,423,390,357,393,22,16,15,1,class_0
2543,224,29,2,338,300,276,300,404,368,336,364,11,11,11,3,class_0
2544,239,29,2,436,392,326,360,521,465,391,431,17,7,28,5,class_0
2548,356,29,2,426,359,305,353,516,434,369,426,19,19,24,4,class_0
2553,519,29,2,372,467,278,301,449,553,346,371,14,4,25,9,class_0
2555,560,29,2,454,381,327,396,548,468,400,481,37,23,25,2,class_0
2559,642,29,2,483,402,308,367,584,493,385,452,14,8,19,9,class_0
2563,860,29,2,290,293,272,288,358,359,334,354,18,14,7,1,class_0
2566,1074,29,1,481,411,324,394,585,501,399,482,46,25,41,13,class_0
9743,64,29,2,379,340,289,317,449,404,346,378,6,12,23,0,class_0
9862,166,29,2,378,407,377,368,632,469,434,425,1,6,8,11,class_0
2572,173,30,2,397,380,277,329,488,468,349,410,9,9,19,1,class_0
2575,302,30,2,470,382,323,399,605,487,412,510,28,29,17,2,class_0
2579,562,30,2,423,329,251,327,551,437,313,423,20,20,23,2,class_0
2580,563,30,1,567,425,356,459,728,558,464,597,31,32,15,5,class_0
2584,602,30,2,335,299,261,286,393,383,312,349,6,11,13,4,class_0
2586,678,30,1,449,363,331,365,541,419,392,429,12,29,18,7,class_0
2587,713,30,2,512,403,338,381,633,508,435,483,16,35,51,7,class_0
2590,416,30,2,494,417,337,426,622,532,439,542,61,46,40,2,class_0
2591,649,30,2,518,405,354,431,650,518,458,548,59,55,38,6,class_0
2597,83,31,2,476,434,354,406,602,547,443,510,12,13,17,4,class_0
2599,140,31,2,333,305,252,266,674,371,310,326,1,10,16,9,class_0
2600,185,31,2,426,388,322,365,490,437,384,420,9,19,16,3,class_0
2603,244,31,1,603,463,386,529,762,580,479,664,61,28,15,4,class_0
2608,322,31,2,490,425,373,403,592,509,450,487,19,13,30,8,class_0
2610,285,31,2,501,351,311,320,493,422,375,385,1,14,24,5,class_0
2613,403,31,2,649,525,405,520,840,697,558,692,80,66,90,1,class_0
2616,536,31,1,616,509,408,519,783,668,523,669,41,55,29,1,class_0
2628,676,31,1,636,552,511,564,764,668,604,677,59,103,41,1,class_0
2638,729,31,2,477,391,317,404,600,498,412,514,46,42,21,5,class_0
2639,810,31,1,647,494,415,544,807,634,525,685,66,37,30,4,class_0
4741,690,31,1,860,633,510,648,1060,805,664,820,61,73,61,6,class_0
9344,665,31,2,645,527,407,532,835,701,563,706,49,40,41,1,class_0
9345,813,31,2,656,496,393,492,790,607,490,603,47,58,65,8,class_0
2093,715,32,2,509,462,305,442,616,546,464,587,0,0,0,0,class_0
2651,264,32,1,497,377,321,360,605,466,399,446,21,42,63,11,class_0
2653,565,32,1,435,362,305,349,541,454,386,439,26,32,59,0,class_0
2654,566,32,0,538,421,405,448,648,512,494,544,39,32,29,5,class_0
2667,242,34,2,661,596,484,563,891,822,679,776,25,29,36,3,class_0
2668,13,34,1,520,427,367,439,641,538,467,548,46,25,36,6,class_0
2671,54,34,2,657,460,365,521,860,605,481,683,40,15,29,0,class_0
2681,124,34,1,542,480,370,468,679,599,450,582,57,73,51,0,class_0
2685,137,34,2,443,354,295,337,549,445,374,423,8,13,21,3,class_0
2699,167,34,0,703,515,475,563,875,658,593,707,55,58,43,5,class_0
2701,175,34,2,669,505,406,539,848,637,497,677,78,61,56,3,class_0
2703,180,34,2,546,388,336,366,613,476,410,450,5,24,20,7,class_0
2704,181,34,1,539,449,391,447,693,579,499,574,11,38,17,1,class_0
2705,188,34,1,456,408,329,374,534,503,403,455,19,50,46,14,class_0
2708,55,34,2,733,516,395,508,943,652,509,654,49,19,56,6,class_0
2709,204,34,2,352,289,275,303,436,366,363,387,11,6,14,1,class_0
2710,212,34,2,684,514,433,607,872,673,600,784,35,18,6,0,class_0
2712,221,34,2,404,385,327,359,485,456,390,427,15,22,32,7,class_0
2713,240,34,2,655,400,354,365,734,508,438,454,4,10,19,9,class_0
2718,271,34,2,497,342,306,359,666,449,395,472,13,24,26,0,class_0
2728,344,34,2,631,478,377,478,801,608,475,604,46,37,54,12,class_0
2729,353,34,2,505,423,340,419,628,517,409,513,50,23,36,0,class_0
2731,365,34,2,605,462,352,495,749,579,431,614,61,39,34,3,class_0
2734,372,34,2,370,323,265,327,487,424,343,428,30,29,17,1,class_0
2735,363,34,2,318,434,261,278,376,562,315,336,6,3,12,7,class_0
2737,397,34,1,594,462,393,461,756,594,496,587,42,81,59,10,class_0
2744,423,34,2,403,346,283,338,473,412,335,399,15,8,19,0,class_0
2748,440,34,2,542,455,365,445,684,576,465,564,30,50,36,3,class_0
2758,478,34,1,595,500,388,488,767,627,495,621,45,74,50,3,class_0
2765,484,34,2,580,485,373,417,741,643,481,542,16,34,91,0,class_0
2768,491,34,2,426,349,297,357,546,442,383,455,17,24,13,2,class_0
2769,492,34,2,477,407,332,382,660,495,407,464,4,26,19,0,class_0
2772,505,34,2,524,399,341,416,640,493,423,511,53,38,48,6,class_0
2775,535,34,2,541,435,353,381,697,551,463,494,16,20,58,22,class_0
2777,502,34,2,435,371,276,349,525,446,322,418,11,16,13,2,class_0
2778,550,34,2,514,407,349,395,633,505,424,482,14,8,23,6,class_0
2779,559,34,2,513,428,343,430,634,533,425,532,37,33,35,0,class_0
2788,571,34,1,503,430,376,443,612,524,448,537,39,43,24,2,class_0
2810,688,34,1,487,409,351,397,609,506,435,493,19,56,37,6,class_0
2813,743,34,2,623,478,398,541,779,610,495,677,39,14,13,0,class_0
2814,761,34,2,642,492,397,498,831,639,516,646,42,69,48,5,class_0
2816,756,34,2,515,429,357,434,667,567,474,570,52,53,49,1,class_0
2817,791,34,1,492,398,377,425,642,535,495,562,56,51,43,4,class_0
2820,796,34,2,543,466,350,446,689,607,457,573,22,14,14,7,class_0
2821,797,34,2,513,427,376,432,635,512,451,524,29,40,36,1,class_0
2825,718,34,2,495,398,349,372,584,478,419,446,12,15,46,8,class_0
2829,800,34,2,627,473,366,488,799,613,472,627,50,56,40,7,class_0
2832,804,34,2,510,408,374,419,617,526,454,515,18,16,26,3,class_0
2843,696,34,1,530,411,341,432,691,537,439,563,85,76,66,0,class_0
2844,697,34,1,562,438,350,450,731,569,451,585,93,65,54,15,class_0
2845,698,34,1,541,411,348,405,704,536,448,525,48,78,79,23,class_0
2850,704,34,1,531,413,337,424,691,539,436,552,78,63,52,9,class_0
2883,820,34,2,487,394,339,401,642,520,439,527,27,46,32,0,class_0
2889,860,34,1,638,508,399,512,841,677,501,667,60,50,54,9,class_0
2895,1048,34,2,674,517,408,523,879,669,512,674,70,60,66,9,class_0
2899,1060,34,2,457,366,326,368,587,477,438,483,20,17,31,4,class_0
2901,1080,34,2,464,373,318,396,568,454,389,484,21,10,14,0,class_0
4804,568,34,1,569,492,410,491,726,642,546,639,68,106,43,11,class_0
6791,705,34,2,534,432,362,437,696,565,468,570,29,52,28,0,class_0
6792,693,34,1,536,457,414,444,701,591,529,573,8,48,19,8,class_0
7109,700,34,2,592,480,374,466,758,616,485,599,36,42,40,8,class_0
10286,706,34,2,543,437,361,430,706,562,468,554,33,47,35,3,class_0
3011,32,35,2,661,286,357,304,884,354,434,371,5,6,5,1,class_0
3012,33,35,2,484,418,329,398,624,530,437,515,52,58,58,4,class_0
3014,50,35,2,530,431,360,464,662,552,464,587,74,39,35,0,class_0
3016,87,35,2,368,309,272,312,466,389,347,399,16,13,19,1,class_0
3023,125,35,1,563,405,334,424,704,540,429,543,54,36,57,11,class_0
3025,139,35,2,419,364,300,346,527,459,379,436,32,37,60,3,class_0
3033,179,35,2,477,412,339,360,575,482,401,423,10,21,52,17,class_0
3036,300,35,2,445,362,300,349,580,440,405,449,15,32,34,2,class_0
3037,193,35,2,561,411,346,449,735,518,429,575,52,24,44,2,class_0
3038,553,35,2,476,394,325,399,609,508,412,509,25,21,17,7,class_0
3041,231,35,2,373,333,277,326,438,388,330,382,14,18,11,0,class_0
3042,235,35,2,558,414,346,445,757,528,439,584,58,32,55,0,class_0
3045,953,35,2,417,370,301,330,526,470,369,413,18,29,51,7,class_0
3046,303,35,2,333,349,426,345,619,402,544,438,0,0,0,0,class_0
3048,358,35,2,399,334,298,331,491,407,349,397,17,18,24,8,class_0
3049,364,35,2,468,367,302,373,602,469,379,474,28,22,20,11,class_0
3050,405,35,1,587,473,389,465,717,586,490,576,59,56,74,14,class_0
3065,422,35,2,608,439,381,480,777,552,475,608,49,36,38,8,class_0
3069,464,35,2,501,330,283,280,680,413,371,361,2,8,15,22,class_0
3072,476,35,2,410,352,306,343,515,441,383,432,20,18,26,4,class_0
3073,483,35,2,445,366,298,370,569,464,367,470,27,18,19,5,class_0
3084,557,35,2,446,365,290,353,574,461,378,453,19,19,28,3,class_0
3085,603,35,2,535,294,269,290,661,346,318,340,5,9,15,0,class_0
3086,607,35,2,588,454,385,507,789,605,491,673,121,69,43,6,class_0
3089,610,35,2,511,431,371,437,639,546,465,550,55,53,39,8,class_0
3092,611,35,2,485,460,335,384,581,567,424,480,3,14,19,3,class_0
3093,613,35,2,522,396,350,375,493,494,441,470,2,19,18,2,class_0
3094,614,35,2,508,424,337,410,622,526,426,510,6,10,9,1,class_0
3095,615,35,2,541,417,353,392,505,518,445,489,4,13,17,2,class_0
3109,617,35,2,541,395,354,453,726,584,500,626,67,25,42,2,class_0
3110,628,35,2,459,372,329,363,600,467,399,457,22,42,56,10,class_0
3121,844,35,2,485,379,334,379,593,470,410,466,6,7,14,0,class_0
3133,1040,35,2,335,266,241,272,425,314,297,333,9,12,14,1,class_0
3134,1042,35,2,413,350,297,306,476,410,361,363,8,10,20,24,class_0
3135,1063,35,2,407,344,278,346,504,427,352,432,17,19,10,0,class_0
3142,1123,35,2,407,357,303,335,481,430,364,401,10,18,32,1,class_0
3143,1129,35,2,546,413,341,438,704,543,436,567,49,55,32,6,class_0
3144,1135,35,1,571,473,378,449,712,586,467,557,58,75,78,19,class_0
8795,24,35,1,441,348,300,316,571,457,398,418,30,15,17,3,class_0
12748,751,35,2,510,439,368,411,658,563,502,537,15,54,35,15,class_0
3150,122,36,2,426,360,329,345,531,452,415,434,44,35,63,34,class_0
3151,57,36,2,319,476,338,264,484,440,544,358,0,0,0,0,class_0
3154,251,36,2,453,407,352,378,538,488,429,456,39,31,64,23,class_0
3157,436,36,2,459,375,313,342,545,454,383,415,12,31,34,29,class_0
3161,585,36,2,455,374,348,377,554,462,431,464,80,49,71,52,class_0
3163,598,36,2,435,397,321,336,522,479,390,407,12,11,30,24,class_0
3164,619,36,2,379,335,282,317,467,420,359,399,22,33,42,5,class_0
3165,618,36,2,432,372,317,385,527,454,371,466,39,18,15,5,class_0
3167,924,36,2,427,369,336,362,528,459,434,454,13,18,11,10,class_0
3174,620,36,2,427,360,311,346,515,444,386,425,15,14,14,11,class_0
3175,645,36,2,365,315,273,317,438,381,327,381,16,10,15,1,class_0
3179,770,36,1,464,407,348,363,558,493,425,440,33,17,61,37,class_0
3181,811,36,1,464,429,382,393,567,528,474,485,56,33,65,44,class_0
1339,1090,37,2,509,308,252,285,489,451,340,388,3,7,7,5,class_0
3191,204,37,2,401,329,307,349,496,414,389,436,13,15,7,1,class_0
3193,265,37,2,470,363,309,373,612,482,412,492,20,23,17,5,class_0
3194,313,37,2,418,373,302,355,531,468,371,444,20,27,27,3,class_0
3197,447,37,1,601,442,362,477,749,570,440,598,74,36,47,6,class_0
3198,453,37,2,481,377,319,397,650,522,448,546,47,47,31,4,class_0
3208,594,37,2,604,443,372,292,670,402,490,409,4,5,2,0,class_0
3209,1099,37,1,439,354,315,361,575,470,417,472,60,40,33,2,class_0
3211,625,37,2,500,441,391,438,648,574,512,572,38,32,32,7,class_0
3212,635,37,1,441,381,341,370,561,469,421,461,28,32,41,7,class_0
3217,668,37,2,596,442,378,495,729,545,463,607,47,20,31,0,class_0
3219,778,37,1,460,371,315,393,598,491,417,517,72,49,25,12,class_0
3224,982,37,1,587,437,387,436,716,542,470,536,26,57,42,2,class_0
3225,1064,37,2,375,279,216,269,884,340,262,328,4,14,8,0,class_0
3227,1115,37,2,596,390,345,478,758,524,466,621,69,43,28,4,class_0
3229,10,38,2,488,396,359,430,648,514,451,562,39,21,15,3,class_0
3230,14,38,2,576,414,332,415,744,537,418,532,36,46,54,8,class_0
3233,17,38,2,402,315,295,303,506,370,347,361,7,12,30,11,class_0
3235,61,38,1,496,405,353,381,652,532,462,500,12,20,32,2,class_0
3237,103,38,1,620,466,379,511,767,605,478,639,65,23,20,3,class_0
3238,104,38,1,658,497,415,528,840,637,542,678,84,85,73,1,class_0
3241,107,38,2,471,382,354,398,597,533,448,503,15,5,18,3,class_0
3243,138,38,2,475,392,318,375,591,495,392,468,14,17,29,0,class_0
3244,154,38,2,492,397,323,394,628,503,407,500,13,12,16,2,class_0
3245,155,38,2,777,322,277,311,505,400,348,391,5,10,18,4,class_0
3247,176,38,2,493,425,346,377,578,508,420,455,9,22,48,5,class_0
3252,232,38,2,504,411,347,379,649,511,426,473,10,27,21,15,class_0
3253,236,38,2,622,468,380,466,797,601,478,593,35,47,51,7,class_0
3259,257,38,1,442,342,329,363,636,413,398,473,19,17,17,4,class_0
3262,270,38,2,552,456,371,448,718,581,465,571,30,39,26,6,class_0
3265,304,38,2,675,481,387,517,902,653,519,694,56,43,44,9,class_0
3266,310,38,1,453,377,341,365,586,489,434,469,35,54,76,17,class_0
3267,312,38,2,416,366,312,366,527,475,402,469,17,17,16,0,class_0
3268,323,38,2,627,475,400,485,820,630,516,637,38,65,28,20,class_0
3270,343,38,2,356,316,269,280,428,383,330,341,13,18,51,16,class_0
3274,357,38,2,653,498,392,521,876,702,551,716,40,19,33,3,class_0
3275,368,38,2,480,395,335,364,599,504,432,465,12,14,33,16,class_0
3276,385,38,2,451,406,310,385,572,521,399,492,10,8,8,2,class_0
3278,842,38,1,475,505,428,441,454,678,558,578,5,9,24,18,class_0
3279,410,38,2,488,391,316,419,634,497,427,545,36,20,16,2,class_0
3282,424,38,2,498,427,354,409,641,548,444,520,22,28,45,0,class_0
3284,429,38,2,686,517,419,506,873,668,536,647,37,62,71,8,class_0
3287,428,38,1,585,482,426,470,733,616,543,597,30,80,95,4,class_0
3288,441,38,2,472,401,362,419,593,512,466,531,28,21,17,1,class_0
3290,450,38,2,516,400,348,393,628,492,433,486,22,26,18,12,class_0
3293,470,38,2,502,436,352,395,656,575,442,507,16,26,33,11,class_0
3296,496,38,1,514,429,356,412,635,524,443,508,25,41,52,3,class_0
3297,506,38,2,444,390,312,339,592,497,390,429,15,25,46,15,class_0
3298,510,38,2,481,400,351,393,621,514,446,505,34,37,45,15,class_0
3301,542,38,2,490,406,343,423,624,516,430,537,35,29,19,3,class_0
3303,128,38,2,497,383,314,359,623,490,397,454,8,18,20,7,class_0
3304,555,38,2,589,432,359,449,809,568,463,600,36,31,37,2,class_0
3317,156,38,1,692,554,379,550,884,732,530,725,35,35,21,7,class_0
3323,456,38,2,676,544,417,508,820,675,527,631,46,64,61,26,class_0
3324,480,38,2,665,532,428,516,839,690,568,670,47,60,58,14,class_0
3354,644,38,2,538,425,362,417,693,571,452,538,17,28,39,1,class_0
3357,651,38,2,411,331,290,357,519,430,363,452,33,19,17,1,class_0
3359,680,38,2,575,454,406,438,724,576,513,554,11,43,42,7,class_0
3362,749,38,2,489,380,329,368,575,479,403,453,7,23,24,1,class_0
3366,714,38,2,472,392,323,375,573,481,403,463,20,14,24,8,class_0
3367,799,38,1,594,484,427,487,764,628,539,623,39,50,63,2,class_0
3368,730,38,2,436,399,317,363,603,540,406,481,14,20,20,10,class_0
3369,817,38,2,534,420,359,422,661,519,443,521,25,26,33,5,class_0
3370,818,38,2,704,519,417,562,868,651,526,699,68,44,47,2,class_0
3376,840,38,2,408,342,287,369,534,443,376,481,33,14,10,1,class_0
3380,920,38,2,489,418,340,373,619,517,419,464,8,14,25,8,class_0
3381,921,38,2,478,401,314,369,602,507,401,467,9,23,14,10,class_0
3382,922,38,2,554,430,322,404,704,538,401,507,16,63,32,17,class_0
3384,990,38,1,565,479,437,475,736,632,571,621,51,86,95,5,class_0
3385,1041,38,2,528,419,354,434,686,547,458,563,32,28,29,2,class_0
3389,1071,38,2,549,480,373,473,689,608,494,602,33,29,18,7,class_0
3391,1076,38,2,407,332,297,333,541,453,399,451,20,11,22,11,class_0
3392,1104,38,2,497,410,337,423,603,498,394,508,47,12,24,10,class_0
3394,1114,38,1,499,430,338,409,612,534,408,502,31,53,53,0,class_0
3396,1124,38,2,322,314,269,294,402,366,315,350,8,9,12,3,class_0
3399,1138,38,2,615,512,414,464,809,664,537,603,13,32,67,1,class_0
3986,15,38,2,486,415,342,365,594,532,429,458,6,19,33,10,class_0
3987,427,38,2,433,364,302,351,518,438,355,419,11,12,21,0,class_0
3988,561,38,2,508,328,296,307,501,457,399,415,5,9,27,3,class_0
3402,102,39,2,632,582,502,556,812,746,629,709,40,43,45,0,class_0
3406,658,39,1,633,526,418,489,827,712,544,646,43,68,93,15,class_0
3409,673,39,2,558,427,351,444,739,576,484,598,35,49,34,0,class_0
3411,735,39,1,495,397,327,385,620,496,406,481,29,43,37,14,class_0
4917,683,39,2,319,522,357,464,513,611,442,605,0,0,0,0,class_0
3419,153,40,2,429,356,299,327,518,430,359,395,12,20,29,6,class_0
3420,69,40,2,320,260,241,257,381,311,289,308,21,10,29,18,class_0
3422,149,40,2,293,247,214,264,366,311,261,329,20,7,9,0,class_0
3423,161,40,1,469,405,332,421,576,502,415,520,65,59,24,0,class_0
3427,172,40,2,425,359,318,358,521,425,378,430,14,9,18,2,class_0
3430,199,40,2,415,355,330,358,515,441,402,442,23,25,15,9,class_0
3431,211,40,2,467,384,317,372,582,495,402,473,12,31,23,3,class_0
3432,278,40,2,420,352,297,355,527,446,366,444,19,5,14,2,class_0
3434,308,40,2,551,414,343,453,719,530,430,583,86,39,54,6,class_0
3435,435,40,2,453,381,343,380,557,472,427,470,34,31,41,4,class_0
3436,449,40,2,277,282,250,264,319,328,287,303,7,8,11,2,class_0
3439,546,40,2,482,278,252,269,581,314,285,303,5,16,21,4,class_0
3440,570,40,2,351,290,243,287,411,344,290,339,11,19,11,5,class_0
3445,655,40,2,503,376,316,397,637,478,395,501,26,22,22,5,class_0
3446,765,40,2,458,379,307,350,561,467,382,432,59,58,77,36,class_0
3449,878,40,2,461,392,317,374,563,481,392,457,30,39,36,12,class_0
3451,170,40,2,437,377,314,340,535,464,389,419,23,43,49,28,class_0
3455,1058,40,2,705,396,254,233,761,501,287,265,1,3,12,14,class_0
3456,1128,40,1,464,378,327,378,578,474,413,474,73,78,70,19,class_0
3457,1130,40,2,537,413,367,448,662,519,469,560,24,27,11,2,class_0
6951,880,40,2,433,368,303,366,529,452,376,450,49,43,16,21,class_0
9226,299,40,2,476,394,328,387,585,488,410,480,64,37,40,25,class_0
3458,40,41,2,434,382,322,364,576,519,429,487,34,22,45,7,class_0
3459,81,41,2,410,341,303,329,487,409,366,396,24,13,50,11,class_0
3461,223,41,2,440,290,246,257,550,356,302,317,4,11,13,7,class_0
3463,222,41,2,469,357,349,351,554,427,419,420,9,11,24,12,class_0
3466,592,41,1,417,333,297,337,498,402,362,407,27,30,35,12,class_0
3469,760,41,2,376,308,289,311,463,388,364,391,7,12,15,2,class_0
3470,766,41,1,473,414,362,419,562,495,435,500,45,28,26,5,class_0
3478,43,42,1,482,362,314,374,581,445,390,458,86,47,102,17,class_0
3479,66,42,1,484,372,315,382,573,445,377,455,42,54,45,7,class_0
3480,78,42,2,287,359,255,262,345,513,307,323,9,4,9,5,class_0
3481,131,42,2,393,334,286,324,475,405,339,390,32,33,41,11,class_0
3482,159,42,2,414,347,312,345,509,435,395,432,22,28,32,4,class_0
3486,226,42,2,453,374,308,365,561,473,374,451,33,22,25,17,class_0
3490,288,42,2,383,369,269,319,451,437,314,375,17,19,17,2,class_0
3492,305,42,2,382,326,271,305,454,401,346,374,16,23,20,9,class_0
3498,434,42,2,316,288,283,294,405,380,363,379,15,9,16,2,class_0
3500,442,42,2,350,320,284,297,431,407,334,360,12,20,29,13,class_0
3505,494,42,2,429,351,289,338,520,419,348,406,12,14,19,4,class_0
3511,522,42,2,398,334,291,347,465,404,337,410,21,16,15,0,class_0
3518,772,42,2,270,261,249,260,348,331,322,334,34,32,19,5,class_0
3519,674,42,2,575,446,353,430,741,566,428,538,23,37,46,4,class_0
3527,856,42,2,353,327,290,314,426,396,340,373,6,7,14,0,class_0
3528,861,42,2,396,361,318,332,496,454,396,414,18,22,52,20,class_0
3531,1038,42,1,473,409,337,413,615,509,426,527,103,57,48,17,class_0
3534,1006,42,2,578,427,347,485,759,571,447,636,53,20,18,6,class_0
6725,928,42,0,605,461,403,486,757,576,502,607,53,60,40,11,class_0
3537,0,43,1,424,375,339,376,555,491,418,494,68,42,36,14,class_0
3541,22,43,2,485,425,369,398,618,549,484,517,68,27,40,45,class_0
3543,42,43,2,508,394,320,418,629,500,390,518,37,20,23,4,class_0
3564,254,43,2,377,318,325,329,460,409,403,409,19,9,17,10,class_0
3565,256,43,1,494,378,351,418,625,487,456,536,107,66,58,13,class_0
3571,350,43,1,378,311,295,330,457,380,357,400,39,11,25,9,class_0
3576,373,43,1,408,363,314,345,507,456,397,434,34,19,43,15,class_0
3584,439,43,2,404,343,319,349,525,431,428,449,15,18,11,6,class_0
3592,520,43,1,491,418,362,399,613,528,463,505,42,45,54,20,class_0
3598,631,43,1,499,405,346,379,577,469,399,437,24,25,30,21,class_0
3610,744,43,2,354,300,257,282,425,363,313,343,12,8,8,12,class_0
3620,786,43,2,627,470,373,478,763,581,465,590,22,33,25,3,class_0
3621,795,43,2,469,385,331,380,552,454,392,448,12,45,24,2,class_0
3623,801,43,1,652,474,383,502,744,560,452,585,58,57,49,5,class_0
3625,816,43,2,440,368,310,354,562,474,410,462,34,15,24,8,class_0
3630,654,43,1,485,421,347,369,616,542,455,481,34,58,64,73,class_0
3631,823,43,1,446,399,347,354,570,516,455,462,42,48,48,62,class_0
3639,832,43,1,467,393,348,386,589,502,450,494,72,51,41,12,class_0
3641,835,43,2,458,370,313,365,564,456,386,449,20,13,20,8,class_0
3645,838,43,2,456,536,298,439,570,656,370,544,42,30,15,9,class_0
3647,852,43,1,696,477,389,548,860,610,497,686,95,61,57,3,class_0
3651,947,43,1,474,432,364,395,578,550,446,489,23,35,25,1,class_0
3663,1073,43,2,433,278,252,311,502,338,362,387,18,19,15,10,class_0
3665,1086,43,1,467,358,326,340,583,457,419,435,65,35,58,58,class_0
9651,830,43,2,445,432,380,404,570,554,494,522,10,16,18,4,class_0
9741,934,43,0,661,505,451,557,810,634,571,692,89,58,59,1,class_0
9930,930,43,2,457,393,348,384,576,501,449,491,21,18,26,6,class_0
10298,833,43,2,570,368,376,393,714,475,482,503,15,15,8,0,class_0
11161,831,43,1,475,396,334,400,604,513,440,517,49,44,45,4,class_0
11163,936,43,1,522,421,359,409,666,548,496,538,39,37,24,0,class_0
11711,903,43,1,558,479,409,467,696,605,520,590,48,65,45,4,class_0
11854,944,43,2,333,321,279,302,553,392,350,368,2,7,8,2,class_0
12826,904,43,2,503,404,336,365,628,507,429,463,20,53,44,1,class_0
13231,905,43,2,403,389,319,355,688,498,411,456,5,11,11,2,class_0
29269,255,43,2,480,373,274,429,616,490,466,556,20,6,2,4,class_0
3678,781,44,2,421,349,290,335,546,473,413,459,33,48,55,11,class_0
3681,1103,44,2,445,367,325,359,578,459,399,448,15,25,35,4,class_0
3702,44,45,2,372,319,281,328,454,395,342,400,19,15,11,3,class_0
3704,98,45,2,450,390,332,383,563,483,417,479,22,15,21,4,class_0
3706,160,45,2,509,442,363,412,632,553,458,515,39,44,68,15,class_0
3708,261,45,2,387,335,286,325,480,411,355,402,26,13,15,13,class_0
