@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute value_23 numeric
@attribute value_24 numeric
@attribute value_25 numeric
@attribute value_26 numeric
@attribute value_27 numeric
@attribute value_28 numeric
@attribute value_29 numeric
@attribute value_30 numeric
@attribute value_31 numeric
@attribute value_32 numeric
@attribute value_33 numeric
@attribute value_34 numeric
@attribute value_35 numeric
@attribute value_36 numeric
@attribute value_37 numeric
@attribute value_38 numeric
@attribute class {class_0,class_1}

@data
112,17,52,48201,2,1,2,1,1,3,2,1,0,1,3,2,2,1,2,2,62,52,16,15,78,0.75,28,5.9,1400,58.8,35.3,4,0,2.5,0.8,40,4,103.22,2,class_0
104,232,62,34556,1,1,2,1,1,1,0,1,0,1,3,3,2,2,0,1,37.5,42,3,16,70,0.375,28,0,2400,58.8,41.2,3,0,3,0.8,30,4,106.45,2,class_0
108,75,24,35525,2,1,2,1,1,3,2,1,0,1,3,2,2,1,2,1,40,54,8,22.2,77,0.625,32,6.25,1000,56.25,37.5,0,0,3,1.2,40,4,106.45,2,class_0
112,362,64,25502,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,2,52,52,8,16,78,0.75,30,14.1,1250,50.5,53.4,0,0,3,0.9,34,4,103.22,2,class_0
217,147,17,37001,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,2,45,62,6,15,76,0.75,50,0,1500,58.8,41.2,0,0,3,1.2,38,4,103.225,2,class_0
218,361,27,35462,1,1,2,1,1,1,0,1,0,0,2,5,2,3,2,1,40,58,3,17,75,0.05625,30,0,1900,58.8,41.2,0,0,2.6,1.4,30,4,103.225,2,class_0
235,282,33,37018,1,1,2,1,1,1,0,1,0,1,3,3,2,2,2,2,42.5,47,3,16.2,78,0.75,30,0,2100,56.2,43.8,0,0,2.5,1.2,33,4,110,2,class_0
216,266,4,39200,2,1,2,1,1,3,2,1,0,0,3,2,2,1,1,1,40,68,3,14.8,90,1,30,0,1440,58.8,41.2,0,0,2.5,1,40,4,103.13,2,class_0
214,428,47,37371,1,1,2,1,1,3,0,1,0,1,3,3,2,3,2,1,40,60,3,15,85,1,25,6.9,2100,54,39.1,0,0,2.5,1.2,35,4,103.13,2,class_0
228,243,35,39027,2,1,2,1,1,3,2,1,0,1,3,3,2,1,0,2,50,65,11,16,80,0.5,28,12.5,1550,50,37.5,0,0,2.5,1.5,34,4,106.45,2,class_0
227,261,35,39027,2,1,2,1,1,3,2,1,0,0,3,3,9,1,2,1,50,60,8,16,78,0.5,28,4.5,1520,53,42,0,0,2.5,1.5,34,4,106.2,2,class_0
224,118,5,37189,1,1,2,1,1,1,0,1,0,1,3,2,2,3,2,1,40,63,6,15.8,80,0.75,30,10.5,2000,52.6,36.9,0,0,3,1,33,4,109.7,2,class_0
212,247,68,37510,1,1,2,1,1,1,0,1,0,1,3,2,9,1,2,1,40,60,3,14.5,85,1,35,0,1250,58.8,41.2,2.5,0,1.5,1,30,4,100,2,class_0
207,88,10,37964,1,1,2,1,1,3,0,1,0,1,3,2,2,1,2,1,40,69,3,14.5,76,0.625,22,0,1250,58.8,41.2,1,0,2.5,1,35,4,100,2,class_0
210,102,68,37510,1,1,2,1,1,1,0,1,0,0,3,2,2,1,2,1,45,61,3,14,98,0.75,30,0,1600,58.8,41.2,2,0,2.4,0.9,30,4,100,2,class_0
210,161,10,37965,1,1,2,1,1,3,0,1,0,0,3,3,9,1,2,1,55,61,9,21,78,1,28,0,1500,58.8,41.2,3,0,2.5,0.7,35,4,100,2,class_0
234,283,33,37018,1,1,2,1,1,1,0,1,0,1,3,3,9,2,2,2,42.5,52,3,16,82,0.75,30,0,2150,58.8,41.2,0,0,2.5,1,33,4,110,2,class_0
236,163,17,34250,2,1,2,1,1,3,1,1,0,0,3,3,2,1,2,2,50,47,3,15,80,0.625,28,0,1750,59,41,0,0,1,1,38,4,91.89,2,class_0
239,168,52,47301,2,1,2,1,1,3,2,1,0,1,3,3,2,1,2,1,50,44,3,14.3,78,0.25,32,0,1650,56.8,43.2,3,0,2.5,2.5,40,4,100,2,class_0
238,168,52,47301,1,1,2,1,1,3,2,1,0,1,3,3,2,1,2,2,40,43,3,15.2,78,0.75,32,8.2,1500,51,40.8,2,0,2.7,1.8,40,4,106.25,2,class_0
237,168,52,47301,2,1,2,1,1,3,2,1,0,1,3,3,2,1,0,2,55,44,3,15,70,0.625,28,8.2,1700,51,40.8,0,0,2.5,2,40,4,100,2,class_0
231,130,63,35880,1,1,1,1,1,1,0,1,0,1,3,3,2,1,0,1,40,38,3,16.5,85,0.625,30,4.3,1900,53.2,42.5,0,0,3,1,30,4,103.13,2,class_0
230,130,63,35880,1,1,1,1,1,1,0,1,0,1,3,3,2,3,2,1,40,40,10,15.7,85,0.3125,27,4.3,2050,53.2,42.5,1,0,2.5,1.5,30,4,103.13,2,class_0
229,135,63,35880,1,1,1,1,1,1,0,1,0,1,3,3,2,3,0,2,40,40,10,14.9,75,0.625,28,4.3,2000,53.2,42.5,4,0,2.5,1.5,30,4,117.86,2,class_0
233,389,64,25550,2,1,2,1,1,3,2,1,0,1,2,4,7,3,2,2,40,47,3,14.5,85,0.75,25,10.5,1850,52.6,36.9,2,0,0,0,34,4,110,2,class_0
226,295,12,37068,1,1,2,1,1,1,0,1,0,1,2,4,2,3,0,2,40,49,10,17,75,0.625,30,0,1600,58.8,41.2,0,0,2.5,0.65,33,4,109.6,2,class_0
221,231,61,35529,2,1,2,1,1,3,2,1,0,1,0,0,7,2,2,2,47.5,58,5,13.1,70,0.625,55,10,1660,50,40,0,0,2.9,1,34,4,96.88,2,class_0
243,110,46,29442,2,1,2,1,1,3,1,1,0,1,3,3,2,3,0,1,50,40,3,15.2,78,1,24,0,1850,58.8,41.2,0,0,2.9,1.1,40,4,103.13,2,class_0
208,90,65,35522,2,1,2,1,1,3,2,1,0,0,0,0,2,1,0,2,40,65,3,15,80,0.625,50,10.4,1640,47.2,42.4,1,0,3,1.5,32,4,103.13,2,class_0
225,307,21,37575,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,30,60,10,17,78,0.8125,30,0,1700,58.8,41.2,0,0,2.5,1.2,30,4,106.25,2,class_0
240,378,21,34272,2,1,2,1,1,1,0,1,0,1,2,5,9,3,2,1,30,40,3,14,73,0.5625,30,0,1800,58.8,41.2,0,0,0,0,30,4,100,2,class_0
217,151,17,37001,2,1,2,1,1,3,2,1,0,1,0,0,7,1,0,2,50,62,8,11.2,80,0.625,50,0,1570,58.8,41.2,0,0,3,1,38,4,103.23,2,class_0
219,238,61,35529,2,1,2,1,1,3,2,1,0,1,0,0,7,2,2,1,45,63,8,15,80,0.75,50,0,1470,58.8,41.2,2,0,3,1,34,4,100,2,class_0
208,199,65,35522,2,1,2,1,1,3,2,1,0,0,0,0,7,1,2,2,37.5,65,3,16,80,0.625,50,6.6,1640,54.9,38.5,3,0,3,1,32,4,103.13,2,class_0
242,3,47,34514,1,1,2,1,1,3,0,1,0,1,2,4,7,3,0,1,40,39,3,15,83,0.625,30,0,2000,58.1,41.9,1,0,2.5,0.6,35,4,100,2,class_0
241,5,47,34514,1,1,2,1,1,3,0,1,0,1,2,4,7,3,2,2,40,39,3,15,72,0.375,30,0,2000,58.1,41.9,1,0,2.5,0.3,35,4,109.9,2,class_0
211,299,64,25532,2,1,2,1,1,3,2,1,0,1,2,4,2,3,0,1,40,59,7,15,80,0.75,40,13.3,1750,51,35.7,0,0,2.2,0.7,34,4,100,2,class_0
249,251,10,37998,1,1,2,1,1,3,0,1,0,1,3,2,2,1,2,1,30,50,6,16.1,79,0.625,25,17.5,1400,50,41.2,0,0,2.5,1,40,4,106,2,class_0
247,320,32,23233,2,1,2,1,1,3,0,1,0,1,2,4,7,3,1,2,40,40,10,14.5,72,0.625,34,0,1620,53.8,41.2,1,0,2.5,1.3,30,4,102,2,class_0
244,9,47,34518,1,1,1,1,1,3,0,1,0,0,2,4,7,3,2,2,45,36,3,14,76,0.625,20,15,1700,50.5,40,5,0,2,0.9,30,4,100,2,class_0
247,171,56,34014,1,1,2,1,1,3,0,1,0,1,3,3,9,3,1,1,40,40,10,15.5,75,0.75,25,5.5,1100,58.8,36.1,0,0,2.5,1,30,4,102.941,2,class_0
248,294,69,34227,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,35,42,3,15,78,0.5625,40,3.6,1750,58.8,41.2,2,0,2.3,1,40,4,103,2,class_0
250,132,58,36423,1,1,2,1,1,1,0,1,0,1,3,2,2,3,2,1,55,51,7,16.4,78,0.5,29,0,1800,62.5,41.2,0,0,1.5,1,40,4,100,2,class_0
246,376,58,34294,1,1,2,1,1,1,0,1,0,1,2,4,2,3,0,1,35,48,8,16,72,0.75,20,0,1650,55,41,8,0,1.5,1.1,40,4,83.33,2,class_0
245,108,58,34293,1,1,2,1,1,1,0,1,0,1,3,3,2,3,2,1,47.5,50,3,17,70,0.5,30,8.2,2000,58.8,37.5,0,0,2.2,0.7,34,4,103.225,2,class_0
251,295,63,34156,1,1,2,1,1,1,0,1,0,1,2,5,10,3,0,2,40,52,3,13.5,85,0.75,30,0,1900,53.4,34.7,0,0,0,0,38,4,94.4,2,class_0
252,216,62,34453,1,1,2,1,1,3,0,1,0,1,2,6,2,2,0,2,47.5,53,6,17,80,0.625,20,0,1850,68,41.2,0,0,2,1.5,33,4,105.7,2,class_0
253,234,62,34453,1,1,1,1,1,3,0,1,0,1,3,3,9,2,2,1,50,56,10,15,80,0.1875,26,7.4,1950,51,31.4,0,0,2.5,1.5,30,4,102.857,2,class_0
254,356,23,34763,2,1,2,1,1,3,2,1,0,1,2,5,2,3,0,2,55,56,10,21,80,0.875,35,0,1650,62.5,37.5,0,0,2.1,0.6,34,4,100,2,class_0
255,313,23,34763,2,1,2,1,1,3,2,1,0,1,2,5,2,3,2,1,55,54,10,17.5,82,0.8125,28,4.3,1600,50,34,10,0,2.5,1,38,4,102.94,2,class_0
256,341,63,34157,1,1,1,1,1,3,2,1,0,1,2,5,2,3,2,1,40,57,10,16,86,0.8125,30,4.5,1700,58.8,41.2,1,0,2.5,1,34,4,102.94,2,class_0
257,228,62,34465,1,1,2,1,1,1,0,1,0,1,3,3,1,2,2,1,35,56,8,15.1,81,0.75,32,0,2000,58.8,35.1,0,0,2.5,1,30,4,102.94,2,class_0
258,8,47,34527,2,1,2,1,1,3,0,1,0,1,2,4,7,2,2,1,50,66,10,14.8,80,0.625,30,6.25,1840,56.8,39.8,0,0,2.5,1,35,4,100,2,class_0
259,157,52,47304,2,1,2,1,1,3,2,1,0,1,3,2,9,1,2,2,50,67,10,14.5,86,0.75,22,10.5,1300,52.1,37.5,2,0,2.5,2,34,4,102.77,2,class_0
261,0,40,36567,1,1,2,1,1,1,0,1,0,0,0,3,2,1,0,1,35,62,12,14.5,84,0.75,23,10.4,1200,58.8,32,0,0,2.5,1.1,33,4,103.22,2,class_0
262,6,47,34533,2,1,2,1,1,2,2,1,0,1,2,4,2,3,2,1,40,63,6,15.5,79,0.625,35,14.6,1760,58.8,40,1,0,2.4,1,40,4,106.25,2,class_0
263,48,35,34905,1,1,1,1,1,1,0,1,0,1,0,3,9,1,0,1,40,67,11,15.1,80,0.75,28,0,1780,62.5,41.9,0,0,2.5,1,33,4,106.25,2,class_0
264,12,47,34534,1,1,1,1,1,2,2,1,0,1,2,4,7,2,2,2,47.5,50,12,15.7,82,0.5625,30,0,1850,52.6,41.2,0,0,3,1.1,40,4,103.22,2,class_0
265,10,47,34534,1,1,1,1,1,2,2,1,0,1,2,4,7,2,0,2,47.5,60,11,15,82,0.5,22,10.5,1800,47.6,36.9,0,0,2.5,1,30,4,96.8,2,class_0
266,7,47,34534,1,1,1,1,1,2,2,1,0,1,2,4,7,2,2,2,45,60,8,14.8,80,0.625,25,10.5,1850,56.8,41.2,0,0,2.5,1,30,4,96.9,2,class_0
267,9,47,34534,1,1,2,1,1,2,2,1,0,1,2,4,7,2,2,2,50,56,11,14.1,82,0.625,40,0,1800,52.8,41.2,0,0,2.5,0.9,40,4,96.9,2,class_0
260,164,41,36568,2,1,2,1,1,2,2,1,0,1,0,3,2,1,0,2,40,56,14,15.1,78,0.5,29,6.9,1320,55.6,35.5,0,0,2.5,1,33,4,96.9,2,class_0
268,260,10,36054,1,1,2,1,1,2,2,1,0,1,0,3,2,1,2,2,50,47,4,15,85,0.5,24,5.7,1470,58.8,41.2,1,0,1.8,1.7,40,4,96.9,2,class_0
269,2,66,24780,2,1,1,1,1,2,2,1,0,1,2,4,7,3,1,2,40,55,14,15.5,76,0.75,30,0,1750,53.8,41.2,0,0,2.5,1.2,33,4,96.9,2,class_0
270,143,40,36569,1,1,2,1,1,2,1,1,0,1,0,3,2,1,2,1,35,53,11,14.2,72,1,28,10.5,1600,56.25,37.5,1,0,2.7,1.5,30,4,106.1,2,class_0
271,166,40,36569,1,1,2,1,1,2,1,1,0,1,0,3,2,1,0,1,42.5,39,11,15.1,71,0.625,30,0,1700,50,41.2,0,0,2.5,1.5,33,4,106.1,2,class_0
272,146,52,47401,1,1,2,1,1,1,0,1,0,1,0,3,2,1,0,2,42.5,46,11,17,80,0.25,25,8.2,1700,58.8,40.8,0,0,2.5,1.5,35,0,117.7,1,class_0
273,232,62,35502,2,1,2,1,1,2,2,1,0,1,0,2,2,2,0,1,32.5,35,11,16.2,88,0.5,28,14.6,1750,41.7,41.9,1,0,2.3,1,34,4,106,2,class_0
274,276,45,35986,1,1,2,1,1,1,0,1,0,1,3,0,7,2,0,1,35,40,12,14.5,70,0.75,60,2.5,1250,56.25,39.4,5,0,2,1.5,30,4,112.5,2,class_0
275,259,19,37046,1,1,2,1,1,1,0,1,0,1,3,0,7,1,0,2,40,39,11,16,72,0.75,50,0,1350,58.8,35.7,5,0,2.5,2.2,32,4,106.6,1,class_0
276,196,10,35831,1,1,2,1,1,2,1,1,0,1,0,2,2,1,3,2,65,40,11,16.5,84,0.625,26,0,1565,58.8,39.8,2,0,2.5,1,33,4,106.6,1,class_0
277,11,47,85725,2,1,2,1,1,2,2,1,0,1,2,4,7,3,2,1,47.5,44,0,16.22,74,0.75,30,0,2200,47.6,44.3,0,0,2.8,0.8,33,4,106.6,1,class_0
278,113,63,35661,2,1,2,1,1,3,2,1,0,1,0,3,2,3,0,1,70,47,6,16.5,86,0.25,24,0,1750,58.8,41.2,2,0,2.1,2.1,34,4,109.6,1,class_0
279,401,27,37392,1,1,2,1,1,3,2,1,0,1,2,5,2,3,2,1,40,45,4,17,84,0.8125,27,10,1865,56.25,42.5,0,0,1.5,0.7,40,4,109.1,1,class_0
280,167,52,47403,1,1,2,1,1,1,0,1,0,1,0,3,2,1,1,2,45,52,4,16,75,0.3125,25,4.3,1500,59,34.7,0,0,2.5,0.6,35,4,109.1,2,class_0
281,424,47,85741,1,1,2,1,1,3,2,1,0,1,0,3,2,3,2,2,40,62,11,15,80,0.5,30,4.5,2020,53.2,41.2,0,0,2.9,0.5,30,4,110.3,2,class_0
282,22,47,85750,1,1,2,1,1,2,2,1,0,1,2,6,2,3,2,2,45,54,11,16.5,88,0.75,25,0,1850,47.2,41.2,0,0,3,2,30,4,107.14,1,class_0
283,148,52,47405,1,1,2,1,1,1,0,1,0,1,0,2,2,1,2,2,35,56,11,14,91,1.125,27,10.4,1650,58.8,41.2,0,0,3,1.5,33,4,100,1,class_0
284,255,63,37191,1,1,2,1,1,1,0,1,0,1,0,2,2,1,0,2,47.5,50,4,16.5,74,0.625,34,6.9,1750,62.5,42.5,0,0,2.6,1,30,4,103.125,1,class_0
285,255,40,35069,2,1,2,1,1,1,0,1,0,1,0,3,9,1,0,2,45,56,4,17,75,0.75,25,17.5,1600,68,42.5,0,0,2,1,40,4,103.125,1,class_0
286,193,63,37191,1,1,2,1,1,1,0,1,0,1,0,2,9,1,2,1,55,55,4,17,95,0.625,27,10,1600,62.5,41.2,1,0,2.5,1,40,4,106.25,2,class_0
287,42,43,35425,1,1,2,1,1,2,2,1,0,1,2,4,7,3,1,2,45,54,8,15.5,80,0.75,40,10.5,2000,56.8,39.8,0,0,1.8,1.3,38,4,107.14,2,class_0
288,331,67,71331,2,1,2,1,1,2,2,1,0,1,2,5,2,3,0,2,55,54,11,15.5,78,0.8125,30,0,2100,54.3,37.5,0,0,1.2,1,35,4,97.05,2,class_0
291,16,47,85813,2,1,2,1,1,2,0,1,0,1,2,7,2,3,2,1,40,53,10,17,73,0.75,35,0,2100,53.2,37.5,0,0,2.6,1.3,34,4,113.3,2,class_0
290,33,26,38240,1,1,2,1,1,3,2,1,0,0,2,7,2,3,0,2,40,53,3,16,83,0.8125,28,5.6,2400,47.6,37.5,0,0,2.5,1,33,4,112.5,2,class_0
289,25,26,38240,1,1,2,1,1,3,2,1,0,1,2,7,9,3,2,2,45,60,4,14.9,76,1,30,4.5,2500,53.8,41.2,0,0,0.5,0.5,40,4,112.5,2,class_0
293,14,47,85813,2,1,2,1,1,2,2,1,0,1,2,6,2,3,2,1,50,56,11,18.3,80,1,32,3.6,1900,62.5,41.2,0,0,2.5,1.5,40,4,110,2,class_0
292,13,47,85813,1,1,2,1,1,2,2,1,0,1,2,6,9,3,2,1,37.5,52,7,18,82,1,25,3.2,1880,53.8,27.5,8,0,1,1,30,4,112.5,2,class_0
294,178,9,38064,2,1,2,1,1,2,0,1,0,1,0,2,1,3,2,1,42.5,41,4,16.1,76,0.5,34,0,2100,51,42.5,0,0,0,0,30,4,110,2,class_0
294,12,47,85814,1,1,2,1,1,2,0,1,0,1,2,6,2,3,0,1,40,46,11,16.5,70,1,34,10.5,1903,58.8,37.5,2,0,2.7,2.8,38,4,108,2,class_0
295,15,47,85814,1,1,2,1,1,2,2,1,0,1,2,7,2,3,2,1,40,46,8,16.4,76,1,34,15.2,1903,58.8,34.7,8,0,1.5,2.3,40,4,108,2,class_0
295,185,9,38064,2,1,2,1,1,2,2,1,0,1,0,2,1,3,2,1,35,46,4,14.2,75,0.75,25,13.3,2050,58.8,37.5,5,0,2.5,1,33,4,108.1,2,class_0
116,333,64,25503,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,1,55,46,10,15,80,0.75,20,6.6,1900,54.9,38.5,0,0,2.5,0.7,34,4,105,2,class_1
114,20,52,47201,2,1,2,1,1,3,0,1,0,1,3,2,9,1,2,1,62,40,16,16,80,0.625,30,6.5,1850,53.8,39.8,0,0,2.8,0.9,40,4,103.87,2,class_1
114,244,50,39039,2,1,2,1,1,3,2,1,0,1,3,3,9,1,2,1,52,40,10,16,75,0.3125,30,5.6,1467,55.6,38.8,0,0,2.5,1.3,40,4,108.06,2,class_1
117,173,47,37351,1,1,2,1,1,3,0,1,0,1,3,3,2,3,2,1,50,46,10,17,80,0.75,30,0,2100,57.5,42.5,5,0,2.3,0.6,35,4,106.67,2,class_1
114,250,50,38039,2,1,2,1,1,3,2,1,0,1,3,3,2,1,2,1,50,40,8,16.8,76,0.4375,28,8.6,1467,53.8,37.6,5,0,2.5,0.8,40,4,103.87,2,class_1
117,327,58,35751,1,1,2,1,1,1,0,1,0,1,2,6,2,3,0,2,50,46,10,16.5,75,0.75,30,0,2600,62.5,37.5,6,0,2.5,0.6,30,4,106.67,2,class_1
117,396,58,35751,1,1,2,1,1,1,0,1,0,1,2,6,9,3,0,2,50,46,3,16.5,75,0.75,28,0,2600,62.5,37.5,6,0,2.5,1.1,30,4,106.67,2,class_1
120,150,17,37000,2,1,2,1,1,3,2,1,0,1,3,2,2,1,2,2,65,43,12,16,75,1,32,22.7,1750,45.5,31.8,0,0,3,1,38,4,106.66,2,class_1
120,154,17,37000,2,1,2,1,1,3,2,1,0,1,3,2,9,1,2,1,65,43,3,16,68,0.75,30,15.5,1750,48.5,35.9,0,0,3,1,38,4,106.6,2,class_1
121,336,37,35539,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,2,50,43,8,16,75,1,20,15.8,1600,49.5,34.7,0,0,2.5,1,38,4,103.22,2,class_1
126,60,40,38064,1,1,2,1,1,1,0,1,0,0,1,1,5,1,0,2,30,45,3,14,65,0.625,25,0,1600,62.5,37.5,0,0,2.5,0.8,33,4,100,2,class_1
126,67,40,38064,1,1,2,1,1,1,0,1,0,0,1,1,1,1,0,2,30,45,3,15.5,65,0.8125,30,5.9,1600,58.8,35.3,0,0,2.5,1.8,33,4,100,2,class_1
123,242,65,35521,2,1,2,1,1,3,2,1,0,1,1,1,5,1,0,1,60,38,8,16.4,64,0.75,30,11,1400,54.9,34.1,0,0,2.5,1,32,4,103.22,2,class_1
123,83,65,35521,2,1,2,1,1,3,2,1,0,1,1,1,1,1,0,2,60,38,12,16.5,66,0.75,30,6.7,1400,56.2,37.1,0,0,1.1,1.4,32,4,103.22,2,class_1
127,401,20,37571,1,1,2,1,1,1,0,1,1,0,2,5,2,3,0,2,50,45,6,16,70,0.8125,30,0,2400,58.8,41.2,0,0,1.7,1,30,4,107.4,2,class_1
127,411,20,35751,1,1,2,1,1,1,0,1,1,1,2,5,9,3,0,2,40,45,3,15,76,0.8125,30,0,2400,62.5,37.5,0,0,1,1,30,4,107.4,2,class_1
121,308,68,37340,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,2,30,43,3,16.3,70,0.8125,25,1.2,2200,58.1,40.7,4,0,2,1,30,4,96.875,2,class_1
127,30,47,37352,1,1,2,1,1,3,0,1,0,1,2,6,9,3,3,2,50,45,10,15,76,1,30,8,2150,57.5,34.5,0,0,2.5,1,35,4,107.4,2,class_1
127,24,47,37352,1,1,2,1,1,3,0,1,0,1,2,6,2,3,3,2,50,45,10,15.2,72,1,25,5.9,2150,58.8,35.3,0,0,2.5,1,35,4,107.4,2,class_1
130,186,47,37352,1,1,2,1,1,3,0,1,0,1,3,2,2,3,2,2,37.5,44,3,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,4,107.4,2,class_1
130,180,47,37352,1,1,2,1,1,3,0,1,0,1,3,2,9,3,2,2,37.5,44,3,16.5,91,0.75,30,21.7,2050,43.5,34.8,0,0,2.7,0.8,35,4,107.4,2,class_1
130,300,64,25507,2,1,2,1,1,3,2,1,0,1,2,4,2,3,2,2,45,44,8,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,4,114.28,2,class_1
130,407,64,25507,2,1,2,1,1,3,2,1,0,1,2,4,7,3,2,1,40,44,3,14,69,0.625,20,8.5,1510,53.2,38.3,2,0,2.5,0.9,34,4,110,2,class_1
132,190,3,27490,1,1,2,1,1,1,0,1,0,1,1,1,1,1,0,2,30,42,3,15.4,64,0.875,32,0,1425,63,37,0,0,1,1.3,34,4,107.4,2,class_1
119,172,8,35334,2,1,2,1,1,3,2,1,0,1,3,3,2,3,2,2,40,43,8,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,4,103.12,2,class_1
134,177,8,35334,2,1,2,1,1,3,2,1,0,1,3,3,9,3,2,2,32.5,43,3,15,82,1,31,7.6,1500,54.3,38,4,0,2.5,1,40,4,103.12,2,class_1
133,161,59,37869,1,1,2,1,1,3,0,1,0,1,3,2,9,1,2,2,37.5,44,10,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,4,103.12,2,class_1
133,159,59,37869,1,1,2,1,1,3,0,1,0,1,3,2,2,1,2,1,35,44,10,16,80,1,32,7,1400,58.1,34.9,0,0,3,1,28,4,103.12,2,class_1
132,190,3,27490,1,1,2,1,1,1,0,1,0,1,1,1,1,1,2,2,30,42,3,15.4,64,0.875,30,0,1425,61.7,38.3,0,0,1,1.3,34,4,107.4,2,class_1
135,340,58,35752,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,50,43,3,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,4,103.22,2,class_1
135,294,58,35752,1,1,2,1,1,1,0,1,0,1,2,5,2,3,0,1,50,43,10,16.3,80,0.8125,30,0,2270,55.6,44.4,12,0,1.5,1.5,30,4,103.22,2,class_1
135,343,44,35794,1,1,2,1,1,3,0,1,0,1,2,6,2,3,2,2,60,43,8,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,4,103.12,2,class_1
135,301,44,35794,1,1,2,1,1,3,0,1,0,1,2,6,9,3,2,2,52.5,43,6,16.6,58,0.75,20,7.9,1480,56.2,36,0,0,1.7,0.7,33,4,103.12,2,class_1
134,294,58,35752,1,1,2,1,1,1,0,1,0,1,2,5,2,3,2,1,50,43,10,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,4,103.22,2,class_1
136,23,16,37441,1,1,2,1,1,1,0,1,0,1,2,4,2,3,0,2,25,38,3,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,4,103.12,2,class_1
136,28,16,37441,1,1,2,1,1,1,0,1,0,1,2,4,7,3,0,2,25,38,6,14,70,0.625,25,0,1600,58.8,41.2,5,0,1.7,0.9,30,4,103.12,2,class_1
139,176,47,37354,1,1,2,1,1,3,2,1,0,1,3,3,9,3,3,2,40,46,12,15.9,78,0.5,34,2.4,2000,61,36.6,0,0,2.4,1.3,35,4,103.22,2,class_1
138,290,63,35870,1,1,1,1,1,1,0,1,0,0,2,5,2,3,0,1,40,46,3,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,4,103.22,2,class_1
138,412,63,35870,1,1,1,1,1,1,0,1,0,0,2,5,9,3,0,2,40,46,8,16.5,68,0.875,25,0,1700,58.8,41.2,0,0,1,1,33,4,103.125,2,class_1
137,227,62,35811,1,1,2,1,1,1,0,1,0,1,3,2,9,2,0,2,40,35,6,18,85,0.625,30,0,2000,62.5,37.5,0,0,2.5,0.9,30,4,103.125,2,class_1
134,340,58,35752,1,1,2,1,1,1,0,1,0,1,2,5,9,3,0,1,50,43,3,17,84,1,35,0,2300,55.6,44.4,0,0,2,0.8,30,4,103.22,2,class_1
136,160,59,37869,1,1,2,1,1,3,0,1,0,1,0,0,7,1,2,2,35,38,15,12,62,0.75,46,4.7,1400,58.8,36.5,0,0,2,1,28,4,103.125,2,class_1
136,162,59,37869,1,1,2,1,1,3,0,1,0,1,0,0,2,1,2,2,35,38,16,16,70,0.75,50,0,1400,62.5,37.5,0,0,2.8,1.5,28,4,103.125,2,class_1
142,29,47,37386,2,1,2,1,1,3,2,1,0,1,2,6,2,3,4,1,40,39,6,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,4,103.22,2,class_1
142,32,47,37386,2,1,2,1,1,3,2,1,0,1,2,6,9,3,4,1,40,39,3,15,79,0.75,20,11.8,2000,49,39.2,0,0,2.5,1,40,4,103.22,2,class_1
141,39,47,37254,1,1,2,1,1,3,0,1,0,1,2,4,7,3,2,2,42.5,41,10,14,70,0.625,20,2.3,1750,57.5,40,4,0,2.5,0.7,35,4,96.97,2,class_1
143,334,26,35457,1,1,2,1,1,1,0,1,0,1,2,7,9,3,0,1,35,39,3,16.2,84,1,30,0,2100,62.5,37.5,4,0,2,0.9,30,4,94.117,2,class_1
147,69,52,47202,1,1,2,1,1,1,2,1,0,1,1,1,9,1,2,1,35,45,10,14.1,65,1,30,0,1500,59.5,40.5,0,0,2.6,1,40,4,109.67,2,class_1
