@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute class {class_0,class_1,class_2}

@data
1307,10,1107,3927,459,1104,229,32,61,391,325,403,0.281,0.339,0.402,0.977,3,class_1
445,17,1683,6277,1006,1541,260,65,98,649,792,799,0.245,0.341,0.354,0.949,5,class_1
880,21,2275,9072,1333,2645,411,135,47,1345,464,90,0.292,0.328,0.382,0.938,6,class_1
992,15,1682,5821,718,1364,232,68,31,621,616,100,0.234,0.316,0.314,0.92,5,class_1
1219,15,865,1518,174,379,62,1,42,229,222,181,0.25,0.348,0.375,0.98,1,class_1
1303,10,736,2321,293,644,83,39,30,272,238,250,0.277,0.348,0.386,0.962,3,class_1
833,19,2353,7917,1036,2251,391,94,165,1077,898,1031,0.284,0.358,0.42,0.974,3,class_1
839,10,1156,3859,557,916,113,27,23,279,478,508,0.237,0.324,0.299,0.983,4,class_1
1268,15,1704,6184,730,1729,334,46,94,884,579,497,0.28,0.343,0.394,0.973,4,class_1
1142,10,1181,3879,627,1072,209,32,110,599,853,399,0.276,0.408,0.432,0.969,3,class_1
746,12,1141,3362,525,980,177,26,64,436,599,369,0.291,0.406,0.417,0.993,2,class_1
514,12,1516,5621,629,1487,195,89,25,653,300,242,0.265,0.305,0.344,0.965,4,class_1
93,21,2443,9031,1589,2457,413,163,84,1233,1064,269,0.272,0.357,0.382,0.927,5,class_1
44,12,1137,4045,470,1056,174,37,82,569,390,401,0.261,0.329,0.383,0.99,2,class_1
265,13,630,2222,280,541,74,22,2,262,208,208,0.243,0.314,0.299,0.912,0,class_1
1,12,951,4172,813,1202,217,81,43,407,204,359,0.288,0.323,0.41,0.863,3,class_1
250,12,1079,3042,243,710,98,23,55,327,387,403,0.233,0.324,0.335,0.987,0,class_1
1255,16,1564,5684,1024,1582,262,103,49,811,687,401,0.278,0.362,0.387,0.931,4,class_1
589,10,890,2971,363,847,162,26,57,397,187,217,0.285,0.33,0.415,0.985,0,class_1
8,14,1828,7219,1064,2089,358,72,126,757,430,534,0.289,0.334,0.411,0.96,5,class_1
658,15,2014,7673,1117,2326,250,165,56,722,623,489,0.303,0.36,0.401,0.991,2,class_1
1096,10,1140,3829,448,984,193,3,43,372,297,219,0.257,0.313,0.343,0.987,4,class_1
1286,16,1458,4017,509,1122,160,37,36,329,212,422,0.279,0.317,0.364,0.986,3,class_1
708,13,1501,4427,552,1142,177,37,77,456,382,673,0.258,0.32,0.367,0.964,6,class_1
590,22,1755,6653,1001,1841,363,145,75,951,525,45,0.277,0.335,0.409,0.98,2,class_1
1240,18,1999,7223,811,2121,272,35,153,1052,381,754,0.294,0.332,0.405,0.97,3,class_1
738,10,1082,3585,364,877,164,11,127,490,333,712,0.245,0.31,0.403,0.987,0,class_1
956,10,963,2999,419,778,161,16,91,371,236,537,0.259,0.316,0.415,0.968,3,class_1
1198,16,1458,4255,388,1312,244,22,77,647,386,326,0.308,0.369,0.43,0.984,0,class_1
1321,18,2429,9174,1217,2561,395,138,182,1053,418,977,0.279,0.314,0.412,0.978,3,class_1
219,10,851,2930,295,752,104,34,11,318,135,121,0.257,0.293,0.327,0.958,6,class_1
575,11,648,1850,170,494,81,16,11,234,148,119,0.267,0.323,0.346,0.982,0,class_1
370,15,1649,5809,778,1505,312,29,237,879,618,904,0.259,0.333,0.445,0.958,6,class_1
631,15,1371,4602,595,1167,175,48,21,324,466,664,0.254,0.324,0.326,0.963,5,class_1
709,13,1186,4091,520,1159,191,59,19,489,378,24,0.283,0.356,0.373,0.946,4,class_1
710,10,822,2461,322,627,112,21,40,286,299,251,0.255,0.34,0.366,0.989,3,class_1
748,11,1121,3441,322,813,114,23,49,281,168,511,0.236,0.275,0.325,0.967,5,class_1
455,12,1155,4144,578,1241,190,36,72,591,359,269,0.299,0.357,0.415,0.978,3,class_1
358,11,1109,3443,467,912,147,17,163,563,180,658,0.265,0.309,0.459,0.99,3,class_1
502,11,922,3615,537,1096,130,35,17,497,174,35,0.303,0.34,0.373,0.948,4,class_1
1103,24,1766,4692,525,1093,223,12,96,471,592,736,0.233,0.321,0.347,0.988,0,class_1
670,13,1237,4946,714,1286,238,76,74,667,173,602,0.26,0.287,0.384,0.882,6,class_1
177,12,1392,4512,451,1114,169,23,40,423,328,349,0.247,0.3,0.321,0.976,5,class_1
147,10,904,2483,374,634,92,16,23,152,222,301,0.255,0.318,0.333,0.982,3,class_1
501,13,712,2012,211,469,73,11,3,187,232,168,0.233,0.315,0.285,0.989,0,class_1
36,10,1313,4412,603,1185,164,57,10,505,576,105,0.269,0.363,0.338,0.938,6,class_1
167,13,993,3274,327,834,162,5,87,452,198,429,0.255,0.3,0.387,0.986,0,class_1
955,12,800,2000,314,530,67,25,6,129,142,197,0.265,0.316,0.333,0.975,3,class_1
352,11,1399,5640,1046,1680,308,57,87,618,750,571,0.298,0.383,0.419,0.978,3,class_1
1289,10,1110,3849,491,959,209,24,125,584,412,837,0.249,0.324,0.413,0.981,3,class_1
268,10,835,3187,429,858,99,37,10,316,229,13,0.269,0.322,0.333,0.931,3,class_1
957,12,1049,3854,669,1282,176,97,51,543,312,39,0.333,0.385,0.468,0.924,3,class_1
711,11,660,2411,324,552,57,28,2,234,170,144,0.229,0.284,0.278,0.862,6,class_1
1023,17,1821,7496,1318,2253,207,75,16,736,453,131,0.301,0.347,0.355,0.941,3,class_1
1083,15,1290,4004,333,961,139,31,10,344,155,87,0.24,0.271,0.298,0.957,0,class_1
946,13,1728,5977,513,1376,244,81,15,554,370,376,0.23,0.279,0.306,0.94,5,class_1
958,10,715,2924,443,802,112,34,4,328,118,179,0.274,0.303,0.34,0.867,3,class_1
1024,10,1233,4558,678,1294,138,78,17,413,378,326,0.284,0.346,0.36,0.935,3,class_1
1212,11,1074,4127,665,1201,220,38,29,396,443,312,0.291,0.364,0.384,0.972,3,class_1
1241,10,1320,5511,903,1492,163,88,24,501,369,200,0.271,0.319,0.345,0.933,3,class_1
168,20,2344,7853,1188,2099,360,28,275,1073,1197,1127,0.267,0.373,0.425,0.995,1,class_1
645,17,1564,6039,971,1806,315,64,26,924,437,132,0.299,0.351,0.385,0.975,2,class_1
869,14,1766,6509,960,1887,299,123,74,793,625,274,0.29,0.357,0.408,0.949,4,class_1
291,15,1732,5479,746,1464,282,23,153,763,761,719,0.267,0.359,0.411,0.995,2,class_1
1304,13,1288,4124,478,1113,168,22,152,704,328,582,0.27,0.327,0.432,0.992,2,class_1
456,10,915,2665,248,619,104,14,26,240,171,342,0.232,0.281,0.311,0.977,5,class_1
747,14,1447,5410,665,1516,277,46,42,571,250,418,0.28,0.317,0.372,0.957,6,class_1
307,11,929,2885,274,617,79,4,109,341,252,677,0.214,0.28,0.357,0.984,0,class_1
476,12,965,3974,759,1159,224,53,41,366,283,263,0.292,0.34,0.406,0.924,4,class_1
892,10,1067,3587,522,992,192,40,147,530,444,679,0.277,0.358,0.475,0.994,2,class_1
896,17,1637,5350,575,1320,210,56,24,567,377,480,0.247,0.299,0.32,0.961,5,class_1
712,18,1328,2761,409,719,115,17,77,349,402,402,0.26,0.357,0.398,0.979,3,class_1
376,14,722,1993,151,441,74,11,30,173,228,415,0.221,0.307,0.315,0.992,0,class_1
694,22,2282,8046,1108,2256,453,90,108,1071,958,849,0.28,0.365,0.399,0.952,6,class_1
959,14,1151,3677,465,1078,189,25,118,522,321,696,0.293,0.353,0.454,0.974,3,class_1
174,10,591,1675,191,429,67,20,39,241,190,179,0.256,0.335,0.39,0.982,0,class_1
576,11,735,2191,285,613,116,41,51,276,208,264,0.28,0.343,0.44,0.981,3,class_1
784,14,1470,4577,430,1106,202,32,81,524,465,635,0.242,0.314,0.353,0.992,0,class_1
1256,10,373,979,74,196,25,3,22,91,80,336,0.2,0.267,0.299,0.987,0,class_1
857,14,1292,4561,647,1235,169,56,10,535,427,4,0.271,0.352,0.339,0.92,5,class_1
148,15,1978,7141,1064,2061,382,94,170,1195,967,604,0.289,0.375,0.44,0.947,6,class_1
810,13,883,2672,259,699,116,13,69,391,190,403,0.262,0.315,0.392,0.989,2,class_1
165,14,1341,5159,655,1331,149,68,24,586,257,108,0.258,0.295,0.327,0.923,5,class_1
1333,12,1261,4746,801,1356,236,52,32,422,571,536,0.286,0.366,0.378,0.957,5,class_1
322,14,1903,7254,985,2063,358,69,288,1284,597,719,0.284,0.341,0.472,0.969,3,class_1
1165,10,560,792,130,164,27,2,8,73,145,127,0.207,0.333,0.277,0.957,6,class_1
713,12,710,1855,194,453,85,3,33,207,231,171,0.244,0.33,0.347,0.984,0,class_1
375,11,701,2837,387,741,120,34,6,203,70,129,0.261,0.284,0.334,0.884,6,class_1
27,15,948,2618,245,615,101,17,49,309,246,529,0.235,0.308,0.343,0.987,0,class_1
12,12,704,2053,188,514,70,23,13,211,243,206,0.25,0.332,0.326,0.979,0,class_1
295,21,2687,8973,1344,2223,329,36,414,1354,1605,1410,0.248,0.364,0.431,0.946,6,class_1
385,20,2606,8996,1470,2446,483,73,385,1384,1391,1697,0.272,0.373,0.47,0.987,3,class_1
750,11,733,2043,306,529,71,31,3,210,212,152,0.259,0.329,0.328,0.971,3,class_1
617,12,1142,3801,556,1055,187,41,98,565,415,420,0.278,0.353,0.426,0.983,3,class_1
95,11,383,934,75,225,26,2,7,83,74,93,0.241,0.298,0.296,0.989,0,class_1
1127,21,2442,7184,931,1913,307,33,215,1044,1052,877,0.266,0.363,0.408,0.991,2,class_1
64,12,1353,4652,655,1463,300,59,69,784,412,279,0.314,0.372,0.449,0.967,3,class_1
379,18,1563,5679,826,1563,211,123,51,912,477,246,0.275,0.337,0.383,0.938,0,class_1
646,11,884,3613,584,877,148,55,23,370,197,205,0.243,0.283,0.333,0.899,4,class_1
751,14,1013,3001,407,719,121,11,122,445,562,607,0.24,0.361,0.409,0.987,0,class_1
234,11,644,1963,282,506,91,12,6,167,240,264,0.258,0.346,0.326,0.945,4,class_1
909,15,1270,4631,643,1329,203,85,31,494,329,186,0.287,0.336,0.388,0.961,3,class_1
960,10,517,941,109,207,29,6,3,68,92,142,0.22,0.293,0.273,0.959,5,class_1
412,12,807,2086,199,542,82,10,19,217,185,235,0.26,0.324,0.336,0.975,0,class_1
961,10,848,2316,220,545,95,9,48,293,292,432,0.235,0.323,0.346,0.99,0,class_1
940,12,1411,5252,783,1461,212,72,35,391,474,253,0.278,0.342,0.366,0.972,3,class_1
626,13,1218,4139,644,1202,262,50,40,450,467,288,0.29,0.37,0.407,0.974,3,class_1
1230,11,972,2473,255,631,77,25,9,209,277,293,0.255,0.338,0.317,0.982,4,class_1
37,13,1533,5541,684,1534,238,77,32,675,203,348,0.277,0.319,0.365,0.939,5,class_1
421,12,1415,4879,723,1323,228,58,79,616,851,495,0.271,0.384,0.39,0.993,2,class_1
1187,12,743,2852,376,682,129,34,21,294,53,461,0.239,0.253,0.33,0.913,0,class_1
272,15,1759,6357,851,1861,271,44,85,636,444,609,0.293,0.344,0.389,0.987,3,class_1
659,10,583,1693,229,433,75,18,16,201,190,139,0.256,0.333,0.35,0.967,4,class_1
371,11,1308,3853,288,918,115,39,7,284,151,320,0.238,0.267,0.294,0.986,4,class_1
577,11,608,1455,171,353,59,10,46,166,170,295,0.243,0.323,0.392,0.986,0,class_1
1231,16,1696,6047,576,1515,241,20,25,501,265,399,0.251,0.286,0.309,0.973,5,class_1
900,12,937,3404,518,1075,203,50,31,485,186,199,0.316,0.355,0.432,0.994,2,class_1
53,10,687,2127,191,489,103,10,57,230,136,287,0.23,0.279,0.368,0.985,0,class_1
316,10,768,2950,323,623,80,15,1,209,131,261,0.211,0.245,0.249,0.908,5,class_1
292,11,1153,4163,598,1123,214,38,121,566,303,722,0.27,0.326,0.427,0.974,3,class_1
614,15,1446,4833,484,1269,200,55,16,494,351,354,0.263,0.316,0.337,0.96,5,class_1
1078,12,924,2957,299,758,117,13,61,324,203,363,0.256,0.308,0.367,0.985,0,class_1
394,13,1500,5652,732,1490,191,71,6,451,528,255,0.264,0.329,0.326,0.93,6,class_1
516,18,1977,7023,986,1925,307,47,348,1239,666,1419,0.274,0.341,0.48,0.984,3,class_1
149,12,1106,3269,453,1064,225,52,36,582,202,177,0.325,0.368,0.459,0.961,3,class_1
647,15,1530,5208,822,1631,252,113,136,859,587,408,0.313,0.392,0.483,0.984,2,class_1
308,13,1135,4533,784,1253,186,91,31,548,300,136,0.276,0.323,0.378,0.977,2,class_1
1045,13,1461,5636,895,1678,314,75,65,694,392,471,0.298,0.347,0.415,0.977,3,class_1
1234,15,1719,5121,650,1395,224,34,125,656,544,694,0.272,0.346,0.403,0.984,3,class_1
1220,10,708,1731,163,474,74,6,16,143,65,119,0.274,0.302,0.351,0.992,2,class_1
96,15,1774,6073,706,1591,241,35,200,758,626,753,0.262,0.342,0.412,0.993,0,class_1
180,11,1126,4208,588,1235,199,131,82,713,272,2,0.293,0.346,0.462,0.95,3,class_1
503,12,1115,3446,429,877,161,28,115,432,243,535,0.254,0.307,0.418,0.934,6,class_1
714,18,1902,6523,844,1726,264,78,151,706,715,1097,0.265,0.34,0.398,0.963,5,class_1
904,14,1535,5517,848,1482,263,69,61,549,752,525,0.269,0.359,0.374,0.973,4,class_1
62,14,1299,4169,544,1170,181,44,38,471,471,498,0.281,0.356,0.373,0.953,6,class_1
1235,13,1499,5566,610,1491,211,46,45,438,298,561,0.268,0.309,0.347,0.974,4,class_1
197,15,1806,6378,895,1910,324,56,192,1058,514,436,0.299,0.356,0.458,0.979,3,class_1
1051,12,702,1411,150,336,50,7,14,159,163,184,0.238,0.319,0.313,0.969,4,class_1
323,10,548,1608,218,438,75,36,14,185,149,156,0.272,0.342,0.39,0.985,2,class_1
42,16,1742,5937,1004,1706,336,74,100,830,979,393,0.287,0.39,0.419,0.981,3,class_1
235,10,1076,3583,391,946,136,46,17,407,274,224,0.264,0.317,0.342,0.943,5,class_1
1013,17,1584,4502,656,1195,188,31,200,666,610,546,0.265,0.358,0.454,0.977,3,class_1
715,17,1801,6189,726,1696,262,38,47,568,383,501,0.274,0.322,0.351,0.985,4,class_1
220,14,786,2984,421,774,91,45,10,412,161,121,0.259,0.301,0.33,0.934,0,class_1
860,10,619,1470,162,351,56,16,12,112,95,285,0.239,0.287,0.323,0.961,5,class_1
282,11,1032,3914,490,1108,183,27,36,323,130,322,0.283,0.311,0.371,0.98,4,class_1
70,10,1034,3544,356,841,159,18,41,271,246,439,0.237,0.293,0.327,0.978,4,class_1
870,17,1923,6688,866,1931,301,129,27,934,654,282,0.289,0.355,0.384,0.948,6,class_1
320,12,1010,3111,438,910,141,39,17,328,288,161,0.293,0.355,0.379,0.966,3,class_1
1052,16,1860,6136,780,1594,299,82,109,738,564,842,0.26,0.326,0.389,0.974,4,class_1
1069,13,1317,5108,717,1562,212,64,75,408,246,445,0.306,0.34,0.416,0.968,3,class_1
1309,10,1092,3285,438,786,107,22,61,340,561,529,0.239,0.352,0.341,0.956,6,class_1
1205,19,2332,8835,1143,2599,440,43,272,1308,479,1003,0.294,0.333,0.446,0.996,2,class_1
247,11,1026,3120,314,799,106,30,91,387,185,693,0.256,0.3,0.397,0.97,3,class_1
1097,13,1033,3159,331,795,176,12,88,382,236,509,0.252,0.307,0.399,0.984,0,class_1
490,12,954,2569,388,633,91,29,77,283,341,466,0.246,0.339,0.394,0.986,3,class_1
1294,15,1522,5099,558,1309,172,46,7,476,465,357,0.257,0.323,0.313,0.943,5,class_1
752,12,986,3770,448,854,112,51,7,229,162,187,0.227,0.261,0.289,0.913,4,class_1
334,11,835,2493,357,632,104,8,103,402,363,462,0.254,0.352,0.426,0.99,2,class_1
210,15,1522,3780,460,977,161,50,51,392,354,746,0.258,0.327,0.368,0.988,3,class_1
1025,10,676,1961,237,513,92,26,20,249,188,231,0.262,0.331,0.366,0.974,0,class_1
660,10,538,1639,157,382,53,8,25,146,120,231,0.233,0.291,0.321,0.986,0,class_1
517,14,1213,3776,295,893,142,49,15,345,286,132,0.236,0.295,0.312,0.977,0,class_1
716,14,1956,7119,1163,1889,304,71,65,558,1036,416,0.265,0.361,0.355,0.979,4,class_1
50,10,521,1865,215,386,68,23,3,167,147,235,0.207,0.265,0.273,0.912,0,class_1
753,13,695,1716,168,414,59,8,20,182,226,135,0.241,0.334,0.32,0.983,0,class_1
648,17,1736,7030,1163,2040,313,98,27,825,439,212,0.29,0.337,0.374,0.91,5,class_1
858,22,1966,7452,1020,1944,216,80,15,823,500,131,0.261,0.31,0.317,0.938,4,class_1
1269,12,1559,5195,690,1485,238,57,103,615,467,706,0.286,0.353,0.413,0.987,3,class_1
962,17,1042,2829,283,717,123,19,13,263,231,198,0.253,0.314,0.324,0.98,0,class_1
786,11,805,2363,227,662,98,29,7,293,206,141,0.28,0.342,0.355,0.973,0,class_1
1318,11,749,2364,324,609,84,44,9,187,190,243,0.258,0.322,0.342,0.942,3,class_1
630,10,1107,3928,609,1104,188,85,95,525,382,380,0.281,0.352,0.445,0.975,3,class_1
71,16,1623,5644,807,1691,299,44,19,591,669,329,0.3,0.377,0.378,0.972,4,class_1
754,11,1566,5707,914,1530,264,52,253,975,759,702,0.268,0.357,0.466,0.97,4,class_1
1186,13,1475,4992,735,1415,220,43,202,805,731,356,0.283,0.377,0.466,0.985,3,class_1
518,14,1310,5357,1327,1612,262,94,46,618,717,332,0.301,0.386,0.411,0.876,3,class_1
717,10,705,1815,197,411,67,16,30,177,217,316,0.226,0.311,0.331,0.985,3,class_1
840,10,389,988,106,257,38,3,6,70,61,127,0.26,0.309,0.323,0.944,5,class_1
578,17,1050,2735,270,738,124,27,21,322,311,247,0.27,0.351,0.358,0.975,0,class_1
963,11,918,3000,486,881,155,67,35,449,311,40,0.294,0.373,0.425,0.946,0,class_1
5,10,913,2073,236,512,90,10,12,163,206,192,0.247,0.32,0.317,0.968,5,class_1
649,14,1402,4705,706,1178,219,79,18,420,712,345,0.25,0.354,0.342,0.953,3,class_1
395,10,990,3385,399,844,79,30,5,277,233,181,0.249,0.3,0.295,0.942,6,class_1
519,13,1444,4989,912,1508,292,93,105,712,717,526,0.302,0.392,0.461,0.949,4,class_1
889,12,1136,2956,461,788,138,27,47,253,368,260,0.267,0.353,0.379,0.984,3,class_1
335,12,1288,4007,427,960,145,23,80,422,345,785,0.24,0.305,0.347,0.983,4,class_1
128,17,2008,6890,1033,1833,320,47,224,864,1087,1278,0.266,0.373,0.424,0.984,4,class_1
846,19,2097,7229,1129,2143,364,77,152,859,719,898,0.296,0.361,0.431,0.981,3,class_1
964,12,1511,5914,1405,1753,313,108,42,625,809,206,0.296,0.388,0.407,0.956,3,class_1
1242,13,1401,4947,589,1383,208,72,52,619,351,262,0.28,0.328,0.382,0.956,3,class_1
811,11,706,2638,350,705,119,37,16,296,85,77,0.267,0.302,0.359,0.943,0,class_1
222,20,2166,7917,908,2299,394,108,79,1078,578,410,0.29,0.341,0.397,0.993,2,class_1
336,14,1929,7484,829,2138,352,67,39,707,490,512,0.286,0.332,0.366,0.961,5,class_1
604,16,1676,6074,918,1774,308,87,26,566,696,345,0.292,0.373,0.384,0.967,6,class_1
554,17,1809,3745,449,1073,130,46,7,308,523,250,0.287,0.375,0.351,0.982,3,class_1
1310,11,1106,3125,373,727,126,9,121,396,482,496,0.233,0.339,0.395,0.941,6,class_1
671,16,1421,4339,352,1092,160,22,39,404,399,600,0.252,0.318,0.326,0.991,0,class_1
787,15,1248,3808,480,1064,197,31,60,486,419,329,0.279,0.353,0.395,0.987,3,class_1
788,16,1424,4154,553,1153,207,29,99,475,566,558,0.278,0.369,0.413,0.981,3,class_1
1040,15,1536,5392,730,1618,267,29,215,898,609,862,0.3,0.374,0.48,0.988,2,class_1
447,12,1261,4582,553,1214,222,47,38,480,369,427,0.265,0.322,0.359,0.955,4,class_1
359,12,1151,4202,586,1075,200,64,39,391,309,444,0.256,0.308,0.362,0.964,4,class_1
996,12,1168,4303,706,1257,254,45,43,496,433,299,0.292,0.359,0.402,0.984,3,class_1
1199,16,1938,7278,1239,2193,363,81,57,642,1092,466,0.301,0.394,0.397,0.957,6,class_1
672,14,859,1699,216,438,91,6,30,205,282,240,0.258,0.366,0.371,0.963,3,class_1
1008,10,1062,3701,551,1071,240,51,73,573,353,315,0.289,0.352,0.441,0.959,4,class_1
1166,10,883,2915,422,880,157,54,30,392,130,218,0.302,0.336,0.424,0.939,6,class_1
1257,12,1294,3935,461,1011,153,31,134,504,477,593,0.257,0.342,0.414,0.992,0,class_1
97,14,1503,6012,937,1634,234,81,21,769,425,283,0.272,0.325,0.348,0.94,4,class_1
552,17,1531,5839,711,1529,272,62,104,708,351,432,0.262,0.304,0.383,0.946,5,class_1
881,10,968,3356,418,902,122,45,15,297,267,204,0.269,0.323,0.345,0.949,6,class_1
871,12,480,919,68,198,30,1,12,73,44,175,0.215,0.254,0.289,0.985,0,class_1
457,10,849,3272,410,747,122,39,13,166,170,211,0.228,0.267,0.301,0.875,6,class_1
1000,13,1267,5074,930,1317,159,79,30,517,471,357,0.26,0.325,0.34,0.891,3,class_1
1128,15,1384,4311,446,1007,156,17,106,501,551,643,0.234,0.323,0.351,0.968,5,class_1
176,12,852,2533,314,786,155,58,29,376,217,165,0.31,0.372,0.452,0.983,0,class_1
1058,10,650,1601,177,445,91,16,39,265,140,165,0.278,0.339,0.428,0.976,0,class_1
965,12,1666,5564,783,1614,266,28,80,686,965,550,0.29,0.4,0.391,0.991,2,class_1
1221,10,547,1125,164,262,31,12,4,72,117,175,0.233,0.312,0.292,0.989,4,class_1
520,11,1073,3398,505,1030,158,43,91,528,389,208,0.303,0.38,0.455,0.957,3,class_1
1243,15,1810,6269,972,1609,256,36,146,567,753,1080,0.257,0.34,0.379,0.986,3,class_1
1236,17,2155,7402,1115,1954,307,40,195,918,1153,868,0.264,0.368,0.395,0.963,6,class_1
189,16,1533,4744,539,1120,136,45,7,267,633,653,0.236,0.329,0.288,0.969,5,class_1
755,10,970,3035,461,963,201,64,47,517,413,188,0.317,0.404,0.472,0.989,2,class_1
178,12,1263,4736,722,1297,224,64,9,506,472,310,0.274,0.352,0.354,0.965,4,class_1
686,12,1125,3783,518,1052,148,29,170,578,380,573,0.278,0.348,0.467,0.929,6,class_1
557,14,569,1319,135,353,60,11,3,144,127,97,0.268,0.339,0.337,0.968,0,class_1
1275,14,1356,4848,826,1336,182,92,31,341,837,247,0.276,0.383,0.37,0.956,3,class_1
1143,11,1290,4548,503,1146,112,55,12,397,455,118,0.252,0.327,0.309,0.959,3,class_1
1129,14,1192,3440,348,914,172,7,71,438,385,378,0.266,0.343,0.382,0.993,0,class_1
947,12,1130,3377,348,946,172,20,38,375,164,246,0.28,0.316,0.377,0.983,3,class_1
550,12,1312,4206,562,1068,166,33,91,533,646,430,0.254,0.355,0.374,0.956,6,class_1
448,14,1364,4493,545,1164,213,32,119,628,564,627,0.259,0.343,0.4,0.977,0,class_1
637,14,1091,4040,494,1069,196,33,20,493,309,241,0.265,0.318,0.344,0.976,4,class_1
1290,12,1495,5249,767,1402,282,36,143,696,712,804,0.267,0.357,0.416,0.983,3,class_1
1079,15,699,2062,220,546,92,16,5,238,198,188,0.265,0.331,0.332,0.987,0,class_1
667,14,1383,4937,777,1447,279,102,194,887,593,670,0.293,0.37,0.509,0.972,3,class_1
966,14,1325,4212,462,1061,173,27,86,469,278,616,0.252,0.302,0.367,0.981,0,class_1
254,15,1415,4443,653,1222,206,55,42,448,367,325,0.275,0.333,0.375,0.971,3,class_1
1094,18,1908,6144,865,1694,273,57,203,890,687,741,0.276,0.356,0.438,0.946,6,class_1
285,13,883,1961,208,503,96,6,30,229,220,242,0.257,0.334,0.357,0.986,3,class_1
360,11,743,2526,275,610,99,19,6,248,270,218,0.241,0.317,0.303,0.973,4,class_1
718,17,1666,4772,550,1087,187,46,92,525,456,742,0.228,0.296,0.344,0.99,0,class_1
967,12,965,2080,281,504,73,18,53,229,311,489,0.242,0.343,0.371,0.995,2,class_1
150,11,499,1144,104,283,43,3,1,86,47,77,0.247,0.281,0.293,0.945,5,class_1
1332,14,1390,4019,524,963,150,22,179,559,508,944,0.24,0.333,0.421,0.96,5,class_1
1244,14,1435,4997,414,1342,223,21,34,477,231,301,0.269,0.303,0.342,0.983,4,class_1
223,11,1242,4541,580,1230,117,68,22,421,435,186,0.271,0.337,0.341,0.944,3,class_1
1125,19,1593,5047,562,1321,257,72,31,555,357,395,0.262,0.311,0.36,0.978,0,class_1
1194,11,961,2694,459,736,137,41,51,263,456,248,0.273,0.39,0.411,0.962,5,class_1
847,16,1444,4553,595,1168,216,26,122,576,589,763,0.257,0.346,0.396,0.977,3,class_1
1206,12,1085,3484,459,976,162,49,68,428,386,677,0.28,0.354,0.413,0.968,3,class_1
521,18,2048,7129,941,1980,343,27,267,1111,567,1013,0.278,0.333,0.446,0.985,3,class_1
600,11,922,2910,434,896,157,46,48,413,239,243,0.308,0.364,0.443,0.986,2,class_1
422,12,711,1888,205,415,66,7,62,230,229,319,0.22,0.308,0.361,0.99,0,class_1
192,11,740,2101,258,611,96,21,40,268,192,156,0.291,0.361,0.414,0.971,0,class_1
1245,11,1284,4603,901,1297,269,73,183,795,712,383,0.282,0.382,0.491,0.981,3,class_1
45,13,1552,5603,882,1818,399,110,181,997,520,553,0.324,0.383,0.532,0.961,3,class_1
841,17,2088,7370,1124,2182,426,60,162,1071,1070,1012,0.296,0.388,0.436,0.994,2,class_1
872,14,1537,4877,605,1334,186,76,107,550,353,793,0.274,0.325,0.409,0.972,3,class_1
1258,13,1514,5349,676,1450,254,41,28,574,627,584,0.271,0.35,0.35,0.989,4,class_1
413,11,922,2729,247,654,92,4,80,320,260,361,0.24,0.312,0.364,0.987,0,class_1
968,11,1150,3572,398,900,150,22,26,344,319,311,0.252,0.319,0.328,0.98,3,class_1
181,13,1493,5284,705,1370,191,75,20,445,427,307,0.259,0.329,0.335,0.954,4,class_1
224,12,1081,3982,478,1176,217,92,59,614,153,317,0.295,0.33,0.44,0.968,2,class_1
719,13,1421,3974,518,1002,163,25,159,560,491,832,0.252,0.337,0.426,0.976,3,class_1
1059,14,1802,6636,930,1941,375,50,140,1075,800,590,0.292,0.37,0.427,0.935,6,class_1
28,13,1314,4400,618,1250,195,65,44,482,425,130,0.284,0.35,0.388,0.956,6,class_1
925,14,737,1809,146,404,62,3,34,198,185,243,0.223,0.298,0.317,0.99,0,class_1
98,10,908,3043,364,793,128,69,20,369,298,174,0.261,0.336,0.368,0.954,3,class_1
1034,16,1481,6253,1083,1881,368,84,56,751,366,304,0.301,0.343,0.413,0.887,3,class_1
245,11,1353,3968,518,1048,152,47,113,443,416,685,0.264,0.335,0.412,0.979,3,class_1
873,14,1197,4205,652,1146,193,32,166,674,462,941,0.273,0.35,0.452,0.978,3,class_1
997,13,1020,3147,384,854,141,33,28,401,252,298,0.271,0.328,0.364,0.965,3,class_1
361,11,1263,4322,598,1144,214,44,89,498,523,530,0.265,0.347,0.396,0.959,6,class_1
337,11,1318,4706,591,1310,194,88,27,593,407,256,0.278,0.341,0.374,0.987,2,class_1
540,18,2071,7030,1105,1921,295,48,370,1274,943,1137,0.273,0.361,0.487,0.992,2,class_1
1130,12,666,1426,119,342,56,2,19,147,224,217,0.24,0.345,0.322,0.978,0,class_1
1195,14,1194,4072,554,1095,162,60,19,495,421,171,0.269,0.339,0.352,0.967,3,class_1
1181,13,989,3180,288,939,146,12,61,474,220,188,0.295,0.348,0.406,0.985,0,class_1
