@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
1.56,3075,0.13,1,0,1,6756,0,0,0,1.22,1,class_3
3.69,3477,0.56,2,0,0,4559,1,2,0,1.44,0,class_3
1.45,3475,0.49,0,0,0,6533,0,0,2,0.64,1,class_3
5.59,3481,0.48,2,1,0,6552,0,2,2,1.77,1,class_3
7.28,3131,0.41,1,0,1,7055,0,1,2,1.15,1,class_3
1.63,3162,0.4,0,1,1,4237,2,2,1,0.79,0,class_3
1.62,3480,0.4,0,1,0,7322,1,2,2,2.01,1,class_3
4.84,3137,0.48,0,0,1,7198,0,0,0,0.89,0,class_3
3.18,3414,0.46,2,1,1,3394,0,0,2,0.56,1,class_3
8.06,3426,0.27,1,1,0,7062,0,0,0,1.66,1,class_3
2.05,3110,0.59,0,0,1,6012,2,0,1,1.15,1,class_3
5.67,3480,0.64,2,0,0,6843,1,0,2,0.56,0,class_3
1.9,3486,0.47,0,0,1,7139,0,1,2,1.56,1,class_3
2.19,3072,0.13,0,1,0,4183,0,2,0,1.35,1,class_3
7.97,3487,0.51,0,1,1,6913,0,0,2,1.76,0,class_3
5.22,3119,0.52,0,0,0,3329,0,1,1,1.92,0,class_3
3.49,3391,0.52,2,0,0,4450,0,1,1,1.96,0,class_3
5.43,3532,0.41,1,0,1,6604,0,2,2,1.82,1,class_3
1.58,3564,0.45,1,0,0,3572,2,1,2,1.12,0,class_3
2.2,3599,0.18,2,1,0,7361,0,2,2,1.23,1,class_3
1.61,3486,0.46,1,1,0,4153,0,1,0,0.58,1,class_3
6.47,3291,0.47,2,1,1,3701,0,2,0,0.79,1,class_3
1.63,3462,0.13,2,0,1,7283,0,1,2,1.16,0,class_3
2.5,3073,0.13,1,1,1,3402,0,1,1,1.77,0,class_3
1.96,3284,0.42,0,0,0,7166,0,2,0,1.75,1,class_3
7.41,3108,0.18,1,1,0,3354,0,1,0,2.01,0,class_3
1.64,3075,0.47,0,0,0,7253,0,0,0,0.56,0,class_3
1.7,3072,0.13,2,1,1,7330,0,1,1,1.24,2,class_3
6.47,3120,0.67,0,0,0,3100,2,0,2,1.63,1,class_3
7.57,3350,0.55,1,1,1,6622,0,0,0,1.29,1,class_3
1.88,3163,0.53,1,0,1,3554,1,1,1,0.55,1,class_3
2.23,3542,0.13,0,1,1,6481,0,0,2,1.3,1,class_3
7.35,3304,0.47,1,1,1,4474,0,0,0,0.58,1,class_3
8.23,3084,0.62,1,0,1,6679,0,1,2,0.6,1,class_3
6.84,3218,0.14,1,0,0,3927,2,1,1,1.18,1,class_3
2.04,3594,0.13,1,1,0,6444,0,2,2,1.44,2,class_3
4.33,3110,0.62,0,0,0,3278,0,0,1,1.46,0,class_3
1.63,3127,0.61,1,0,1,3309,0,2,0,0.56,0,class_3
5.6,3474,0.28,0,1,1,6439,0,0,2,0.56,1,class_3
1.51,3607,0.14,2,0,1,3197,0,1,2,1.15,1,class_3
1.47,3071,0.13,1,1,0,3973,0,1,2,1.07,1,class_3
7.99,3415,0.2,2,0,1,3137,0,1,1,1.63,0,class_3
1.61,3594,0.49,0,1,0,6635,0,1,2,1.36,1,class_3
6.55,3114,0.14,1,1,1,3160,1,1,2,1.59,1,class_3
1.53,3070,0.45,0,1,1,6449,0,2,2,1.65,0,class_3
1.75,3470,0.14,0,0,0,6968,0,0,2,1.43,1,class_3
5.62,3518,0.43,1,1,1,3090,0,2,0,0.73,2,class_3
1.43,3547,0.13,1,1,1,5318,0,1,0,1.23,1,class_3
5.59,3379,0.57,1,0,1,4349,0,2,1,0.6,1,class_3
7.12,3470,0.37,0,1,1,6542,0,1,2,2.07,0,class_3
1.87,3076,0.28,1,0,0,6590,0,2,2,0.56,1,class_3
5.55,3484,0.56,0,0,0,7208,1,2,0,1.17,1,class_3
1.63,3385,0.25,0,1,1,4252,0,0,1,2.07,2,class_3
5.53,3485,0.49,1,0,1,4552,0,1,0,0.6,2,class_3
7.06,3148,0.14,2,1,0,3227,0,0,1,1.17,1,class_3
1.55,3397,0.31,0,1,0,3677,0,2,1,0.57,1,class_3
3.21,3252,0.51,1,1,1,3357,0,1,0,1.59,2,class_3
1.47,3127,0.5,2,0,0,3320,0,2,0,1.79,2,class_3
7.07,3073,0.52,1,1,0,7319,0,1,0,1.56,2,class_3
5.47,3382,0.47,2,0,0,4223,0,1,1,1.35,1,class_3
1.82,3090,0.48,2,0,1,4006,0,0,2,0.55,1,class_3
5.63,3109,0.18,1,1,0,4111,0,2,2,0.56,1,class_3
3.87,3487,0.19,0,0,0,6411,0,2,2,1.94,0,class_3
1.58,3098,0.45,0,1,1,5749,0,2,1,1.15,1,class_3
1.71,3110,0.46,0,0,0,7356,1,2,2,1.55,1,class_3
1.88,3112,0.32,0,0,1,6518,1,0,2,2.02,1,class_3
6.98,3565,0.26,2,0,1,3975,0,0,2,0.57,1,class_3
1.6,3110,0.44,1,0,0,6620,0,2,2,0.55,1,class_3
5.48,3152,0.2,1,0,0,6420,0,1,2,1.88,1,class_3
7.34,3104,0.41,2,0,0,5429,2,2,0,0.76,1,class_3
4.74,3489,0.65,1,0,1,4512,0,2,0,0.6,0,class_3
1.48,3581,0.13,0,0,0,6706,0,1,2,1.33,1,class_3
1.75,3483,0.54,2,0,0,6789,0,0,2,1.35,1,class_3
7.37,3474,0.14,0,0,0,7345,0,0,2,1.15,1,class_3
5,3500,0.62,2,1,1,3285,0,0,2,0.55,0,class_3
6.74,3101,0.53,1,1,0,6844,0,1,2,1.47,1,class_3
8.12,3365,0.51,1,0,1,6880,0,2,2,1.72,1,class_3
7.87,3073,0.62,0,1,1,6902,2,1,2,0.82,0,class_3
5.45,3450,0.52,2,1,1,4610,0,0,2,1.57,1,class_4
5.5,3151,0.55,2,1,0,6371,0,0,0,1.87,2,class_4
2.04,3152,0.22,2,0,0,6723,0,2,1,1.17,0,class_4
5.29,3230,0.62,2,1,0,4119,0,0,1,1.63,1,class_4
4.56,3150,0.53,0,0,0,4487,0,1,1,1.49,2,class_4
5.66,3100,0.47,2,0,1,5815,0,1,1,1.49,2,class_4
1.53,3558,0.44,1,1,0,5269,0,2,2,1.11,1,class_4
7.88,3138,0.53,1,0,0,7290,0,1,1,1.29,2,class_4
5.69,3094,0.51,1,1,1,3734,0,1,1,1.28,1,class_4
1.7,3616,0.52,2,1,0,7158,0,1,1,1.42,1,class_4
7.26,3087,0.23,2,0,1,7313,0,1,1,1.77,2,class_4
6.22,3092,0.4,0,1,1,3261,0,1,0,2.03,1,class_4
5.2,3477,0.14,0,1,1,3230,0,1,0,0.65,0,class_4
6.42,3140,0.46,0,0,0,3523,0,0,1,0.71,1,class_4
7.96,3138,0.47,1,1,1,6986,0,0,1,1.02,1,class_4
3.84,3587,0.65,0,1,0,5897,0,1,1,0.57,2,class_4
1.63,3076,0.46,0,1,1,3177,0,1,0,1.57,0,class_4
3.64,3071,0.14,0,0,0,4391,0,0,1,0.84,1,class_4
1.55,3477,0.31,0,1,1,6787,2,2,0,0.55,1,class_4
1.53,3152,0.53,2,0,0,7130,0,2,1,0.6,0,class_4
7.09,3407,0.19,1,1,1,3886,0,1,1,2.07,2,class_4
7.39,3480,0.47,2,0,0,7195,1,0,1,1.08,1,class_4
5,3350,0.58,0,1,0,5602,0,2,1,0.57,0,class_4
1.44,3123,0.14,0,0,0,4584,0,1,1,1.54,0,class_4
7.68,3071,0.58,2,0,0,3928,0,0,1,1.74,1,class_4
5.48,3072,0.14,0,0,0,7191,2,1,1,1.21,1,class_4
1.86,3112,0.59,1,0,0,3989,0,0,1,1.78,1,class_4
7.82,3477,0.46,0,1,1,3204,0,1,1,1.55,1,class_4
1.72,3070,0.14,1,1,0,6486,0,1,1,1.41,0,class_4
5.32,3228,0.13,0,1,1,5472,1,2,1,1.54,0,class_4
1.43,3131,0.61,1,1,0,7302,0,0,1,1.74,0,class_4
1.61,3264,0.22,2,0,0,7358,0,1,1,1.93,0,class_4
1.87,3508,0.22,2,0,1,6714,0,1,1,2.03,0,class_4
6.51,3477,0.4,2,1,0,3193,0,0,2,0.59,1,class_4
5.59,3480,0.13,2,1,0,3315,0,1,2,1.01,1,class_4
1.79,3471,0.39,2,1,0,3089,0,2,2,1.12,0,class_4
5.5,3071,0.48,0,0,1,3226,0,0,0,0.91,1,class_4
1.5,3143,0.24,2,0,0,7297,0,2,1,0.55,1,class_4
1.52,3074,0.52,2,1,1,7237,1,0,1,0.56,1,class_4
1.95,3088,0.52,2,0,1,4538,0,0,1,0.56,1,class_4
7.79,3444,0.16,1,1,1,6661,1,1,1,0.74,2,class_4
4.22,3104,0.13,1,1,0,3061,0,1,1,1.46,0,class_4
1.56,3480,0.51,2,1,0,3432,2,0,2,1.31,1,class_4
