@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
1,0,58,0,1,0,1,1,3,646,3.46,227,2139,49.6,131,109,10.4,2563,class_1
1,1,64,0,1,1,0,1,0.8,267,3.49,188,797,135,139,314,10.3,2537,class_1
0,1,64,0,1,0,0,1,1.8,223,3.15,44,1120,163,108,183,10.4,778,class_1
1,0,41,0,1,1,1,1,5.5,340,2.31,121,1636,163,209,517,10.4,617,class_1
0,1,42,0,1,0,1,1,4.4,464,4.52,143,924,193,103,102,10.8,1197,class_1
1,1,37,0,1,0,1,1,0.6,309,3.55,39,3681,158.1,100,248,10.3,2149,class_1
1,0,33,0,1,0,1,1,2.2,304,3.76,69,1995,145,68,253,9.9,1987,class_1
1,0,37,0,1,1,0,2,0.8,316,3,143,1653,185,131,76,10.8,1022,class_1
1,0,59,0,1,1,1,1,1.3,258,3.4,25,598,52,83,243,9.7,1639,class_1
1,0,67,0,1,0,1,1,0.7,309,3.06,102,2769,71,242,165,10,1581,class_1
1,0,69,1,1,0,0,1,0.4,299,3.03,24,1307,127,84,173,10.9,1368,class_1
1,0,36,1,1,1,1,1,1.4,258,3.98,121,1190,57,103,402,11,1329,class_1
0,0,69,1,0,1,1,1,4.2,373,3.19,267,1622,196.85,213,120,11.1,935,class_1
1,0,66,0,1,1,1,1,2.5,356,3.33,155,1995,94.55,113,256,10.8,1141,class_1
0,0,46,1,1,0,1,1,4.5,258,2.68,65,1440,338,151,219,11.5,703,class_1
1,1,51,0,1,1,0,2,1.9,396,3.17,44,1268,130,120,162,10.7,1086,class_1
1,0,39,0,1,0,0,1,0.9,546,3.83,47,637,338,88,180,11.2,1103,class_1
1,0,57,0,1,1,0,1,1.6,432,3.42,105,1070,163,78,143,9.9,1055,class_1
0,0,42.5079,0,1,1,0,1,3.2,562,3.08,79,2276,144.15,88,251,11,2400,class_2
0,0,44.5202,1,1,0,1,1,2.1,456,4,124,5719,221.88,230,70,9.9,4079,class_2
1,1,45.0732,0,1,1,1,1,0.7,298,4.1,40,661,106.95,66,324,11.3,4127,class_2
1,1,63.8768,0,1,1,1,1,0.7,370,3.78,24,5833,73.53,86,390,10.6,4509,class_2
0,1,41.5524,0,1,0,1,1,4.7,296,3.44,114,9933.2,206.4,101,195,10.3,3839,class_2
1,0,52.0602,0,1,1,1,1,0.8,364,3.7,37,1840,170.5,64,273,10.5,3933,class_2
1,1,56.4107,0,1,1,1,1,0.3,172,3.39,18,558,71.3,96,311,10.6,3611,class_2
1,0,48.8706,0,1,1,1,1,1.1,361,3.64,36,5430.2,67.08,89,203,10.6,4556,class_2
1,1,41.7933,0,1,1,1,1,0.6,232,3.93,19,1826,71.3,153,474,10.9,4025,class_2
0,1,52.0876,0,1,1,1,1,0.8,276,3.6,54,4332,99.33,143,273,10.6,3853,class_2
0,1,33.6181,0,1,0,0,1,1.1,498,3.8,88,13862.4,95.46,319,365,10.6,1847,class_2
1,0,56.3997,0,1,1,1,1,0.6,226,4.64,20,666,54.25,133,265,10.6,3458,class_2
0,0,52.4435,0,1,0,1,1,2,408,3.65,50,1083,110.05,98,200,11.4,1741,class_2
0,0,33.4757,1,1,1,1,1,1.6,660,4.22,94,1857,151.9,155,337,11,2689,class_2
1,0,36.5339,0,1,1,1,1,1.3,353,3.67,73,2039,232.5,68,380,11.1,3913,class_2
0,1,46.3901,0,0,0,0,0,17.4,396,2.64,182,559,119.35,174,401,11.7,130,class_2
1,1,48.4682,1,1,1,1,1,1.8,460,3.35,148,1472,108.5,118,172,10.2,3820,class_2
0,0,43.0171,0,1,1,1,1,1.1,303,3.64,20,2108,128.65,53,349,11.1,3086,class_2
0,0,68.5092,0,0,0,1,1,2.1,646,3.9,50,1087,103.85,67,137,10.6,3222,class_2
0,0,50.3573,0,1,1,1,1,0.4,127,3.5,14,1062,49.6,84,334,10.3,2583,class_2
1,1,44.104,0,1,1,1,1,0.5,268,4.08,9,1174,86.8,95,453,10,3255,class_2
1,1,42.3354,0,1,1,1,1,0.7,578,3.67,35,1353,127.1,105,427,10.7,3149,class_2
1,0,42.9678,0,1,1,1,1,0.4,263,3.57,123,836,74.4,121,445,11,3150,class_2
1,0,55.9617,0,1,1,1,1,0.8,263,3.35,27,1636,116.25,69,206,9.8,3098,class_2
1,0,62.8611,0,1,1,1,1,1.1,399,3.6,79,3472,155,152,344,10.1,2990,class_2
1,0,47.0363,0,1,1,1,1,0.9,346,3.77,59,794,125.55,56,336,10.6,3050,class_2
0,1,55.7262,0,1,0,1,1,1,364,3.48,20,720,134.85,88,283,9.9,2419,class_2
1,0,75.0116,0,1,1,1,2,1.2,288,3.37,32,791,57.35,114,213,10.7,2995,class_2
1,0,55.0418,0,1,1,1,1,0.9,460,3.03,57,721,85.25,174,301,9.4,2870,class_2
0,1,59.4086,0,1,0,1,1,25.5,358,3.52,219,2468,201.5,205,151,11.5,853,class_2
1,1,48.7584,0,1,1,1,1,0.6,286,3.42,34,1868,77.5,206,487,10,2835,class_2
1,0,36.4928,0,1,1,1,1,3.4,450,3.37,32,1408,116.25,118,313,11.2,2475,class_2
1,1,42.7433,0,1,1,1,1,2.3,502,3.56,4,964,120.9,180,269,9.6,2797,class_2
1,1,41.3552,0,1,0,1,1,5.7,1480,3.26,84,1960,457.25,108,213,9.5,2721,class_2
1,1,47.7536,0,1,0,1,1,0.4,257,3.8,44,842,97.65,110,109,9.2,2713,class_2
1,0,30.2752,0,1,0,0,1,3,236,3.42,76,1403,89.9,86,493,9.8,2657,class_2
1,1,55.4524,0,1,1,1,1,0.9,258,4.01,49,559,43.4,133,277,10.4,2609,class_2
1,0,56.9446,0,1,0,1,1,0.6,304,3.69,161,674,26.35,87,539,9.9,2555,class_2
1,1,40.2601,0,1,1,1,1,0.5,201,3.73,44,1345,54.25,145,445,10.1,2241,class_2
1,0,54.527,0,1,1,0,1,2.3,448,3.93,24,1828,133.3,177,327,10.2,2504,class_2
1,0,44.397,0,1,1,1,1,1.5,293,4.3,50,975,125.55,56,336,9.1,2449,class_2
1,0,44.627,0,1,1,1,1,0.6,266,3.97,25,1164,102.3,102,201,10.1,2365,class_2
1,1,35.7974,0,1,1,0,1,0.7,286,2.9,38,1692,141.05,90,381,9.6,2357,class_2
1,0,61.64,0,1,1,1,1,0.5,223,3.8,15,1044,80.6,89,514,10,2272,class_2
1,1,37.0568,0,1,0,1,1,0.5,149,4.04,227,598,52.7,57,166,9.9,2221,class_2
1,1,52.6242,0,1,0,0,1,0.7,252,4.01,11,1210,72.85,58,309,9.5,2216,class_2
1,1,49.7632,1,1,0,1,1,0.9,346,3.37,81,1098,122.45,90,298,10,2224,class_2
0,0,63.6304,0,1,1,0,1,3.8,426,3.22,96,2716,210.8,113,228,10.6,1235,class_2
1,0,38.7707,0,1,1,1,1,0.7,274,3.66,108,1065,88.35,135,251,10.1,2022,class_2
0,0,58.9514,1,1,1,1,1,2.3,316,3.35,172,1601,179.8,63,394,9.7,999,class_2
1,1,34.3792,0,1,1,1,1,0.9,578,3.35,78,976,116.25,177,322,11.2,1776,class_2
1,1,66.412,0,1,1,1,2,0.6,280,3.35,108,1093,128.65,81,295,9.8,1874,class_2
1,0,56.9747,0,1,1,1,1,0.5,227,3.61,40,676,83,120,249,9.9,1457,class_2
1,0,58.2642,0,1,1,1,1,0.5,280,4.23,36,377,56,146,227,10.6,1614,class_2
1,1,45.0842,0,1,1,1,1,3.6,374,3.5,143,1428,188,44,151,10.1,1363,class_2
1,0,50.1081,0,1,1,1,1,1,219,3.85,67,640,145,108,95,10.7,1481,class_2
1,1,56.1533,0,1,1,1,1,0.5,198,3.77,38,911,57,56,280,9.8,1433,class_2
1,1,48.9363,0,1,0,1,2,8.7,310,3.89,107,637,117,242,298,9.6,1067,class_2
0,0,67.5729,1,1,0,1,2,4,416,3.99,177,960,86,242,269,9.8,799,class_2
1,0,37.7988,0,1,1,1,1,0.7,335,3.95,43,657,52,104,268,10.6,1271,class_2
1,1,56.3915,0,1,0,1,1,0.6,239,3.45,31,1072,55,64,227,10.7,1216,class_2
1,1,30.5736,0,1,1,1,1,0.8,273,3.56,52,1282,130,59,344,10.5,1149,class_2
1,0,61.1828,0,1,0,1,1,0.4,246,3.58,24,797,91,113,288,10.4,1153,class_2
1,1,58.2998,0,1,1,1,1,0.4,260,2.75,41,1166,70,82,231,10.8,994,class_2
1,0,62.3326,0,1,1,1,1,1.7,434,3.35,39,1713,171,100,234,10.2,939,class_2
1,0,37.9986,0,1,1,1,1,2,247,3.16,69,1050,117,88,335,10.5,839,class_2
1,1,33.1526,0,1,1,0,1,6.4,576,3.79,186,2115,136,149,200,10.8,788,class_2
1,0,43,0,1,0,1,1,0.7,464,3.68,41,858,56,140,306,9.5,1680,class_2
0,1,46,0,1,1,1,1,5,174,2.93,102,1664,72.85,56,260,10.4,41,class_2
1,0,40,0,1,1,1,1,0.6,434,4.04,50,1622,71,87,130,11.2,3523,class_2
1,0,63,0,1,0,1,1,0.6,316,3.94,100,1105,117,55,234,11.5,3468,class_2
1,1,52,0,1,1,0,1,1.5,273,3.42,39,5300,97,55,246,10.3,1236,class_2
0,1,46,0,1,0,1,2,3.1,232,3.56,33,2148,137.95,91,142,13.6,94,class_2
0,0,56,0,1,1,1,1,7.1,335,3.51,52,2769,74.4,177,721,11.8,466,class_2
1,0,55,0,1,1,1,1,0.6,608,4.15,57,289,84,98,280,10.1,3527,class_2
0,1,54,0,1,1,1,1,9,576,3.29,23,1166,91,195,286,13.1,111,class_2
1,1,48,0,1,1,1,1,0.5,576,3.76,50,2045,188,85,388,10.1,3021,class_2
1,1,62,1,1,1,1,1,1.3,310,3.4,77,938,163,44,167,10.6,2698,class_2
1,1,39,0,1,0,1,1,1.6,434,3.75,65,1070,95.46,68,145,10.4,2338,class_2
1,1,46,0,1,1,0,1,0.8,434,2.89,75,5184,175.15,78,419,10.3,2534,class_2
0,1,59,0,1,0,1,1,2.7,257,3.35,39,1166,117,91,142,11.5,359,class_2
1,0,64,1,1,1,1,1,1.1,426,3.49,16,842,52,62,166,9.8,2202,class_2
0,1,51,0,1,1,0,2,7.3,426,3.52,412,1243,127,194,265,11.1,489,class_2
1,1,62,0,1,1,0,1,0.7,373,3.29,155,1136,163,106,190,9.8,2103,class_2
1,1,51,0,1,1,0,1,0.7,223,3.1,50,1636,137.95,113,274,10.6,1980,class_2
0,0,63,0,1,1,1,2,3.3,291,2.73,138,1664,150,68,224,11.1,597,class_2
1,0,41,0,1,1,1,1,1.7,174,3.66,50,289,140,80,92,11,1899,class_2
1,1,49,1,1,1,1,2,13.6,294,3,50,815,45,68,233,9.9,1653,class_2
1,0,57,0,1,1,1,2,2,310,3.07,22,5300,125,213,80,12.1,1367,class_2
1,0,42,0,1,1,1,1,8.1,464,2.82,177,2009,83,75,193,10.4,1260,class_2
1,1,44,0,1,0,0,1,0.5,294,3.34,15,1282,130,80,258,10.6,1223,class_2
1,0,52,1,1,0,1,1,1,175,3.64,70,1070,49.6,133,340,10.6,1150,class_2
1,1,51,0,1,1,1,1,0.6,310,3.57,57,5184,140,131,286,10.6,1119,class_2
0,0,50.5407,1,1,1,1,1,6,614,3.7,158,5084.4,206.4,93,362,10.6,2386,class_3
1,0,44.5695,1,1,1,1,1,0.7,242,4.08,73,5890,56.76,118,143,10.6,4459,class_3
1,1,43.8987,1,1,1,1,1,0.6,216,3.94,28,601,60.45,188,211,13,4256,class_3
1,0,40.2026,0,1,1,1,1,1.2,256,3.6,74,724,141.05,108,430,10,3992,class_3
1,1,38.4942,0,1,1,1,1,0.7,132,3.6,17,423,49.6,56,265,11,4190,class_3
1,0,28.8843,0,1,1,1,1,1,239,3.77,77,1877,97.65,101,312,10.2,3823,class_3
1,0,56.5695,0,1,1,1,1,0.9,248,3.97,172,646,62,84,128,10.1,3099,class_3
1,1,62.5216,0,1,1,1,1,0.6,212,4.03,10,648,71.3,77,316,17.1,3388,class_3
1,1,34.987,0,1,1,0,1,1,316,3.63,57,1536,134.85,174,233,10,2891,class_3
1,0,49.6044,0,1,1,1,1,0.5,217,3.85,68,453,54.25,68,270,11.1,2863,class_3
1,0,55.5674,0,1,1,1,1,0.5,328,3.85,63,663,79.05,174,311,9.7,2644,class_3
1,0,61.9904,0,1,1,1,1,0.6,213,4.07,12,5300,57.35,68,240,11,2255,class_3
1,0,34.5955,0,1,1,1,1,0.5,232,3.89,29,897,66.65,87,423,10.1,2170,class_3
1,0,51.488,0,1,1,1,1,1.1,414,3.44,80,1003,99,55,271,9.6,1702,class_3
1,0,38.3984,0,1,1,1,1,0.5,226,2.93,22,674,58,85,153,9.8,1525,class_3
1,0,46.3491,0,1,1,1,1,0.8,253,3.48,65,688,57,80,252,10,1401,class_3
1,1,54,0,1,1,0,1,0.7,309,4.03,38,797,71,149,226,9.8,2844,class_3
0,1,75,0,1,0,0,2,0.7,260,3.96,412,665,83,322,299,11.3,2071,class_3
0,1,64,0,1,0,0,1,1.1,310,3.69,50,663,71,118,139,10.5,2011,class_3
0,1,53,0,1,0,1,1,12.6,263,2.87,41,5184,71,139,114,11.8,785,class_3
0,1,56,0,1,1,1,1,2.8,232,3.92,69,2716,70,131,356,10.6,1518,class_3
1,0,60,0,1,1,1,1,0.6,546,4.38,138,1142,163,104,269,10.6,3492,class_3
1,0,36,0,1,0,1,1,8.9,464,3.76,40,1050,205,117,209,10.6,3157,class_3
0,1,48,0,1,1,1,1,2.1,175,4.1,89,5300,84,144,200,9,662,class_3
0,0,67,0,1,0,1,2,2.2,246,3.26,102,2716,95.46,68,171,11.1,1616,class_3
1,1,44,0,1,0,0,1,0.6,253,3.5,31,2583,72.85,114,150,9.9,2249,class_3
1,0,52,0,1,1,0,1,1.7,416,3.24,227,1516,220.1,194,231,10.5,1347,class_3
0,0,60,1,1,0,1,2,1.8,434,3.62,73,1664,71,101,225,9.9,1168,class_3
1,1,33,0,1,0,0,1,2.9,546,4.08,108,924,45,113,418,10.5,1725,class_3
0,0,51,0,1,1,1,1,14,546,2.58,25,2583,205,56,190,11.6,221,class_3
1,0,55,0,1,0,0,1,0.7,273,2.93,69,1001,139.5,56,209,10.6,1635,class_3
1,0,40,0,1,1,0,1,0.9,258,3.5,188,1391,205,231,117,10.9,1560,class_3
1,1,68,0,1,0,0,1,3,348,3.15,62,663,128,59,139,10,1419,class_3
1,1,41,0,1,0,1,1,1.2,257,2.8,31,1664,130,80,120,11,1443,class_3
0,1,52,1,1,0,0,2,0.7,258,2.96,23,1243,145,139,319,9.9,193,class_3
1,0,62,0,1,0,1,1,7.3,396,3.49,25,11320.2,171,114,189,10.9,1375,class_3
1,1,40,0,1,0,0,1,4.6,576,3.6,188,665,163,44,337,10.4,1092,class_3
1,0,43,0,1,1,0,1,0.7,1480,3.73,33,663,55,91,214,10.8,1067,class_3
1,1,67,0,0,1,1,1,1,1015,3.58,65,1142,70,213,244,10.8,1097,class_3
1,0,35,0,1,1,1,1,0.7,253,3.23,67,2148,137.95,193,312,10.8,989,class_3
0,1,67,0,1,1,1,1,1.2,646,2.96,16,2716,91,127,174,10.9,681,class_3
1,0,58,0,1,1,1,1,0.8,339,3.75,42,1120,75.95,83,269,10.4,691,class_3
1,1,53,0,1,0,0,1,0.7,316,3.29,39,1174,45,68,350,10.6,976,class_3
